token,tokenIndex,charIndex,entType,sentIndex,corefEntityValue
the,44.0,187.0,,0.0,
late,45.0,191.0,,0.0,
Romantic,46.0,196.0,,0.0,
and,47.0,205.0,,0.0,
early,48.0,209.0,,0.0,
-,49.0,214.0,,0.0,
modern,50.0,215.0,,0.0,
periods,51.0,222.0,,0.0,
.,52.0,229.0,,0.0,
He,53.0,0.0,,1.0,Sibelius
is,54.0,3.0,,1.0,
widely,55.0,6.0,,1.0,
recognized,56.0,13.0,,1.0,
as,57.0,24.0,,1.0,
his,58.0,27.0,,1.0,Sibelius
country,59.0,31.0,,1.0,
's,60.0,38.0,,1.0,
greatest,61.0,41.0,,1.0,
composer,62.0,50.0,,1.0,
",",63.0,58.0,,1.0,
and,64.0,60.0,,1.0,
his,65.0,64.0,,1.0,Sibelius
music,66.0,68.0,,1.0,music
is,67.0,74.0,,1.0,
often,68.0,77.0,,1.0,
credited,69.0,83.0,,1.0,
with,70.0,92.0,,1.0,
having,71.0,97.0,,1.0,
helped,72.0,104.0,,1.0,
Finland,73.0,111.0,GPE,1.0,
develop,74.0,119.0,,1.0,
a,75.0,127.0,,1.0,
national,76.0,129.0,,1.0,
identity,77.0,138.0,,1.0,
during,78.0,147.0,,1.0,
its,79.0,154.0,,1.0,music
struggle,80.0,158.0,,1.0,
for,81.0,167.0,,1.0,
independence,82.0,171.0,,1.0,
from,83.0,184.0,,1.0,
Russia,84.0,189.0,GPE,1.0,
.,85.0,195.0,,1.0,
The,0.0,0.0,,0.0,
core,1.0,4.0,,0.0,
of,2.0,9.0,,0.0,
his,3.0,12.0,,0.0,his
oeuvre,4.0,16.0,,0.0,
is,5.0,23.0,,0.0,
his,6.0,26.0,,0.0,his
set,7.0,30.0,,0.0,
of,8.0,34.0,,0.0,
seven,9.0,37.0,CARDINAL,0.0,
symphonies,10.0,43.0,,0.0,
",",11.0,53.0,,0.0,
which,12.0,55.0,,0.0,
",",13.0,60.0,,0.0,
like,14.0,62.0,,0.0,
his,15.0,67.0,,0.0,his
other,16.0,71.0,,0.0,
major,17.0,77.0,,0.0,
works,18.0,83.0,,0.0,
",",19.0,88.0,,0.0,
are,20.0,90.0,,0.0,
regularly,21.0,94.0,,0.0,
performed,22.0,104.0,,0.0,
and,23.0,114.0,,0.0,
recorded,24.0,118.0,,0.0,
in,25.0,127.0,,0.0,
Finland,26.0,130.0,GPE,0.0,Finland
and,27.0,138.0,,0.0,
very,28.0,142.0,,0.0,
many,29.0,147.0,,0.0,
other,30.0,152.0,,0.0,
countries,31.0,158.0,,0.0,
.,32.0,167.0,,0.0,
His,33.0,0.0,,1.0,Finland
other,34.0,4.0,,1.0,
best,35.0,10.0,,1.0,
-,36.0,14.0,,1.0,
known,37.0,15.0,,1.0,
compositions,38.0,21.0,,1.0,
are,39.0,34.0,,1.0,
Finlandia,40.0,38.0,WORK_OF_ART,1.0,
",",41.0,47.0,,1.0,
the,42.0,49.0,WORK_OF_ART,1.0,
Karelia,43.0,53.0,WORK_OF_ART,1.0,
Suite,44.0,61.0,WORK_OF_ART,1.0,
",",45.0,66.0,,1.0,
Valse,46.0,68.0,WORK_OF_ART,1.0,
triste,47.0,74.0,WORK_OF_ART,1.0,
",",48.0,80.0,,1.0,
the,49.0,82.0,WORK_OF_ART,1.0,
Violin,50.0,86.0,WORK_OF_ART,1.0,
Concerto,51.0,93.0,WORK_OF_ART,1.0,
",",52.0,101.0,,1.0,
the,53.0,103.0,,1.0,
choral,54.0,107.0,,1.0,
symphony,55.0,114.0,,1.0,
Kullervo,56.0,123.0,,1.0,
",",57.0,131.0,,1.0,
and,58.0,133.0,,1.0,
The,59.0,137.0,WORK_OF_ART,1.0,
Swan,60.0,141.0,WORK_OF_ART,1.0,
of,61.0,146.0,WORK_OF_ART,1.0,
Tuonela,62.0,149.0,WORK_OF_ART,1.0,
(,63.0,157.0,,1.0,
from,64.0,158.0,,1.0,
the,65.0,163.0,WORK_OF_ART,1.0,
Lemminkäinen,66.0,167.0,WORK_OF_ART,1.0,
Suite,67.0,180.0,WORK_OF_ART,1.0,
),68.0,185.0,,1.0,
.,69.0,186.0,,1.0,
Other,70.0,0.0,,2.0,
well,71.0,6.0,,2.0,
known,72.0,11.0,,2.0,
works,73.0,17.0,,2.0,
by,74.0,23.0,,2.0,
Sibelius,75.0,26.0,PERSON,2.0,
include,76.0,35.0,,2.0,
pieces,77.0,43.0,,2.0,
inspired,78.0,50.0,,2.0,
by,79.0,59.0,,2.0,
nature,80.0,62.0,,2.0,
",",81.0,68.0,,2.0,
Nordic,82.0,70.0,NORP,2.0,
mythology,83.0,77.0,,2.0,
",",84.0,86.0,,2.0,
and,85.0,88.0,,2.0,
the,86.0,92.0,,2.0,
Finnish,87.0,96.0,NORP,2.0,
national,88.0,104.0,,2.0,
epic,89.0,113.0,,2.0,
",",90.0,117.0,,2.0,
the,91.0,119.0,,2.0,
Kalevala,92.0,123.0,WORK_OF_ART,2.0,
",",93.0,131.0,,2.0,
over,94.0,133.0,CARDINAL,2.0,
a,95.0,138.0,CARDINAL,2.0,
hundred,96.0,140.0,CARDINAL,2.0,
songs,97.0,148.0,,2.0,
for,98.0,154.0,,2.0,
voice,99.0,158.0,,2.0,
and,100.0,164.0,,2.0,
piano,101.0,168.0,,2.0,
",",102.0,173.0,,2.0,
incidental,103.0,175.0,,2.0,
music,104.0,186.0,,2.0,
for,105.0,192.0,,2.0,
numerous,106.0,196.0,,2.0,
plays,107.0,205.0,,2.0,
",",108.0,210.0,,2.0,
the,109.0,212.0,,2.0,
opera,110.0,216.0,,2.0,
Jungfrun,111.0,222.0,WORK_OF_ART,2.0,
i,112.0,231.0,WORK_OF_ART,2.0,
tornet,113.0,233.0,WORK_OF_ART,2.0,
(,114.0,240.0,,2.0,
The,115.0,241.0,WORK_OF_ART,2.0,
Maiden,116.0,245.0,WORK_OF_ART,2.0,
in,117.0,252.0,WORK_OF_ART,2.0,
the,118.0,255.0,WORK_OF_ART,2.0,
Tower,119.0,259.0,WORK_OF_ART,2.0,
),120.0,264.0,,2.0,
",",121.0,265.0,,2.0,
chamber,122.0,267.0,,2.0,
music,123.0,275.0,,2.0,
",",124.0,280.0,,2.0,
piano,125.0,282.0,,2.0,
music,126.0,288.0,,2.0,
",",127.0,293.0,,2.0,
Masonic,128.0,295.0,NORP,2.0,
ritual,129.0,303.0,,2.0,
music,130.0,310.0,,2.0,
",",131.0,315.0,,2.0,
and,132.0,317.0,,2.0,
21,133.0,321.0,CARDINAL,2.0,
publications,134.0,324.0,,2.0,
of,135.0,337.0,,2.0,
choral,136.0,340.0,,2.0,
music,137.0,347.0,,2.0,
.,138.0,352.0,,2.0,
The,0.0,0.0,,0.0,
core,1.0,4.0,,0.0,
of,2.0,9.0,,0.0,
his,3.0,12.0,,0.0,his
oeuvre,4.0,16.0,,0.0,
is,5.0,23.0,,0.0,
his,6.0,26.0,,0.0,his
set,7.0,30.0,,0.0,
of,8.0,34.0,,0.0,
seven,9.0,37.0,CARDINAL,0.0,
symphonies,10.0,43.0,,0.0,
",",11.0,53.0,,0.0,
which,12.0,55.0,,0.0,
",",13.0,60.0,,0.0,
like,14.0,62.0,,0.0,
his,15.0,67.0,,0.0,his
other,16.0,71.0,,0.0,
major,17.0,77.0,,0.0,
works,18.0,83.0,,0.0,
",",19.0,88.0,,0.0,
are,20.0,90.0,,0.0,
regularly,21.0,94.0,,0.0,
performed,22.0,104.0,,0.0,
and,23.0,114.0,,0.0,
recorded,24.0,118.0,,0.0,
in,25.0,127.0,,0.0,
Finland,26.0,130.0,GPE,0.0,Finland
and,27.0,138.0,,0.0,
very,28.0,142.0,,0.0,
many,29.0,147.0,,0.0,
other,30.0,152.0,,0.0,
countries,31.0,158.0,,0.0,
.,32.0,167.0,,0.0,
His,33.0,0.0,,1.0,Finland
other,34.0,4.0,,1.0,
best,35.0,10.0,,1.0,
-,36.0,14.0,,1.0,
known,37.0,15.0,,1.0,
compositions,38.0,21.0,,1.0,
are,39.0,34.0,,1.0,
Finlandia,40.0,38.0,WORK_OF_ART,1.0,
",",41.0,47.0,,1.0,
the,42.0,49.0,WORK_OF_ART,1.0,
Karelia,43.0,53.0,WORK_OF_ART,1.0,
Suite,44.0,61.0,WORK_OF_ART,1.0,
",",45.0,66.0,,1.0,
Valse,46.0,68.0,WORK_OF_ART,1.0,
triste,47.0,74.0,WORK_OF_ART,1.0,
",",48.0,80.0,,1.0,
the,49.0,82.0,WORK_OF_ART,1.0,
Violin,50.0,86.0,WORK_OF_ART,1.0,
Concerto,51.0,93.0,WORK_OF_ART,1.0,
",",52.0,101.0,,1.0,
the,53.0,103.0,,1.0,
choral,54.0,107.0,,1.0,
symphony,55.0,114.0,,1.0,
Kullervo,56.0,123.0,,1.0,
",",57.0,131.0,,1.0,
and,58.0,133.0,,1.0,
The,59.0,137.0,WORK_OF_ART,1.0,
Swan,60.0,141.0,WORK_OF_ART,1.0,
of,61.0,146.0,WORK_OF_ART,1.0,
Tuonela,62.0,149.0,WORK_OF_ART,1.0,
(,63.0,157.0,,1.0,
from,64.0,158.0,,1.0,
the,65.0,163.0,WORK_OF_ART,1.0,
Lemminkäinen,66.0,167.0,WORK_OF_ART,1.0,
Suite,67.0,180.0,WORK_OF_ART,1.0,
),68.0,185.0,,1.0,
.,69.0,186.0,,1.0,
Other,70.0,0.0,,2.0,
well,71.0,6.0,,2.0,
known,72.0,11.0,,2.0,
works,73.0,17.0,,2.0,
by,74.0,23.0,,2.0,
Sibelius,75.0,26.0,PERSON,2.0,
include,76.0,35.0,,2.0,
pieces,77.0,43.0,,2.0,
inspired,78.0,50.0,,2.0,
by,79.0,59.0,,2.0,
nature,80.0,62.0,,2.0,
",",81.0,68.0,,2.0,
Nordic,82.0,70.0,NORP,2.0,
mythology,83.0,77.0,,2.0,
",",84.0,86.0,,2.0,
and,85.0,88.0,,2.0,
the,86.0,92.0,,2.0,
Finnish,87.0,96.0,NORP,2.0,
national,88.0,104.0,,2.0,
epic,89.0,113.0,,2.0,
",",90.0,117.0,,2.0,
the,91.0,119.0,,2.0,
Kalevala,92.0,123.0,WORK_OF_ART,2.0,
",",93.0,131.0,,2.0,
over,94.0,133.0,CARDINAL,2.0,
a,95.0,138.0,CARDINAL,2.0,
hundred,96.0,140.0,CARDINAL,2.0,
songs,97.0,148.0,,2.0,
for,98.0,154.0,,2.0,
voice,99.0,158.0,,2.0,
and,100.0,164.0,,2.0,
piano,101.0,168.0,,2.0,
",",102.0,173.0,,2.0,
incidental,103.0,175.0,,2.0,
music,104.0,186.0,,2.0,
for,105.0,192.0,,2.0,
numerous,106.0,196.0,,2.0,
plays,107.0,205.0,,2.0,
",",108.0,210.0,,2.0,
the,109.0,212.0,,2.0,
opera,110.0,216.0,,2.0,
Jungfrun,111.0,222.0,WORK_OF_ART,2.0,
i,112.0,231.0,WORK_OF_ART,2.0,
tornet,113.0,233.0,WORK_OF_ART,2.0,
(,114.0,240.0,,2.0,
The,115.0,241.0,WORK_OF_ART,2.0,
Maiden,116.0,245.0,WORK_OF_ART,2.0,
in,117.0,252.0,WORK_OF_ART,2.0,
the,118.0,255.0,WORK_OF_ART,2.0,
Tower,119.0,259.0,WORK_OF_ART,2.0,
),120.0,264.0,,2.0,
",",121.0,265.0,,2.0,
chamber,122.0,267.0,,2.0,
music,123.0,275.0,,2.0,
",",124.0,280.0,,2.0,
piano,125.0,282.0,,2.0,
music,126.0,288.0,,2.0,
",",127.0,293.0,,2.0,
Masonic,128.0,295.0,NORP,2.0,
ritual,129.0,303.0,,2.0,
music,130.0,310.0,,2.0,
",",131.0,315.0,,2.0,
and,132.0,317.0,,2.0,
21,133.0,321.0,CARDINAL,2.0,
publications,134.0,324.0,,2.0,
of,135.0,337.0,,2.0,
choral,136.0,340.0,,2.0,
music,137.0,347.0,,2.0,
.,138.0,352.0,,2.0,
Sibelius,0.0,0.0,PERSON,0.0,Sibelius
composed,1.0,9.0,,0.0,
prolifically,2.0,18.0,,0.0,
until,3.0,31.0,,0.0,
the,4.0,37.0,DATE,0.0,
mid-1920s,5.0,41.0,DATE,0.0,
",",6.0,50.0,,0.0,
but,7.0,52.0,,0.0,
after,8.0,56.0,,0.0,
completing,9.0,62.0,,0.0,
his,10.0,73.0,,0.0,Sibelius
Seventh,11.0,77.0,WORK_OF_ART,0.0,
Symphony,12.0,85.0,WORK_OF_ART,0.0,
(,13.0,94.0,,0.0,
1924,14.0,95.0,DATE,0.0,
),15.0,99.0,,0.0,
",",16.0,100.0,,0.0,
the,17.0,102.0,,0.0,
incidental,18.0,106.0,,0.0,
music,19.0,117.0,,0.0,
for,20.0,123.0,,0.0,
The,21.0,127.0,WORK_OF_ART,0.0,
Tempest,22.0,131.0,WORK_OF_ART,0.0,
(,23.0,139.0,,0.0,
1926,24.0,140.0,DATE,0.0,
),25.0,144.0,,0.0,
",",26.0,145.0,,0.0,
and,27.0,147.0,,0.0,
the,28.0,151.0,,0.0,
tone,29.0,155.0,,0.0,
poem,30.0,160.0,,0.0,
Tapiola,31.0,165.0,WORK_OF_ART,0.0,
(,32.0,173.0,,0.0,
1926,33.0,174.0,DATE,0.0,
),34.0,178.0,,0.0,
",",35.0,179.0,,0.0,
he,36.0,181.0,,0.0,Sibelius
stopped,37.0,184.0,,0.0,
producing,38.0,192.0,,0.0,
major,39.0,202.0,,0.0,
works,40.0,208.0,,0.0,
in,41.0,214.0,,0.0,
his,42.0,217.0,DATE,0.0,Sibelius
last,43.0,221.0,DATE,0.0,
thirty,44.0,226.0,DATE,0.0,
years,45.0,233.0,DATE,0.0,
",",46.0,238.0,,0.0,
a,47.0,240.0,,0.0,
stunning,48.0,242.0,,0.0,
and,49.0,251.0,,0.0,
perplexing,50.0,255.0,,0.0,
decline,51.0,266.0,,0.0,
commonly,52.0,274.0,,0.0,
referred,53.0,283.0,,0.0,
to,54.0,292.0,,0.0,
as,55.0,295.0,,0.0,
the,56.0,298.0,,0.0,
"""",57.0,302.0,,0.0,
silence,58.0,303.0,,0.0,
of,59.0,311.0,,0.0,
Järvenpää,60.0,314.0,,0.0,
"""",61.0,323.0,,0.0,
",",62.0,324.0,,0.0,
the,63.0,326.0,,0.0,
location,64.0,330.0,,0.0,
of,65.0,339.0,,0.0,
his,66.0,342.0,,0.0,Sibelius
home,67.0,346.0,,0.0,
.,68.0,350.0,,0.0,
Although,69.0,0.0,,1.0,
he,70.0,9.0,,1.0,Sibelius
is,71.0,12.0,,1.0,
reputed,72.0,15.0,,1.0,
to,73.0,23.0,,1.0,
have,74.0,26.0,,1.0,
stopped,75.0,31.0,,1.0,
composing,76.0,39.0,,1.0,
",",77.0,48.0,,1.0,
he,78.0,50.0,,1.0,Sibelius
attempted,79.0,53.0,,1.0,
to,80.0,63.0,,1.0,
continue,81.0,66.0,,1.0,
writing,82.0,75.0,,1.0,
",",83.0,82.0,,1.0,
including,84.0,84.0,,1.0,
abortive,85.0,94.0,,1.0,
efforts,86.0,103.0,,1.0,
on,87.0,111.0,,1.0,
an,88.0,114.0,,1.0,
eighth,89.0,117.0,ORDINAL,1.0,
symphony,90.0,124.0,,1.0,
.,91.0,132.0,,1.0,
In,92.0,0.0,,2.0,
later,93.0,3.0,,2.0,
life,94.0,9.0,,2.0,
",",95.0,13.0,,2.0,
he,96.0,15.0,,2.0,Sibelius
wrote,97.0,18.0,,2.0,
Masonic,98.0,24.0,NORP,2.0,
music,99.0,32.0,,2.0,
and,100.0,38.0,,2.0,
re,101.0,42.0,,2.0,
-,102.0,44.0,,2.0,
edited,103.0,45.0,,2.0,
some,104.0,52.0,,2.0,
earlier,105.0,57.0,,2.0,
works,106.0,65.0,,2.0,
",",107.0,70.0,,2.0,
while,108.0,72.0,,2.0,
retaining,109.0,78.0,,2.0,
an,110.0,88.0,,2.0,
active,111.0,91.0,,2.0,
but,112.0,98.0,,2.0,
not,113.0,102.0,,2.0,
always,114.0,106.0,,2.0,
favourable,115.0,113.0,,2.0,
interest,116.0,124.0,,2.0,
in,117.0,133.0,,2.0,
new,118.0,136.0,,2.0,
developments,119.0,140.0,,2.0,
in,120.0,153.0,,2.0,
music,121.0,156.0,,2.0,
.,122.0,161.0,,2.0,
Sibelius,0.0,0.0,PERSON,0.0,Sibelius
composed,1.0,9.0,,0.0,
prolifically,2.0,18.0,,0.0,
until,3.0,31.0,,0.0,
the,4.0,37.0,DATE,0.0,
mid-1920s,5.0,41.0,DATE,0.0,
",",6.0,50.0,,0.0,
but,7.0,52.0,,0.0,
after,8.0,56.0,,0.0,
completing,9.0,62.0,,0.0,
his,10.0,73.0,,0.0,Sibelius
Seventh,11.0,77.0,WORK_OF_ART,0.0,
Symphony,12.0,85.0,WORK_OF_ART,0.0,
(,13.0,94.0,,0.0,
1924,14.0,95.0,DATE,0.0,
),15.0,99.0,,0.0,
",",16.0,100.0,,0.0,
the,17.0,102.0,,0.0,
incidental,18.0,106.0,,0.0,
music,19.0,117.0,,0.0,
for,20.0,123.0,,0.0,
The,21.0,127.0,WORK_OF_ART,0.0,
Tempest,22.0,131.0,WORK_OF_ART,0.0,
(,23.0,139.0,,0.0,
1926,24.0,140.0,DATE,0.0,
),25.0,144.0,,0.0,
",",26.0,145.0,,0.0,
and,27.0,147.0,,0.0,
the,28.0,151.0,,0.0,
tone,29.0,155.0,,0.0,
poem,30.0,160.0,,0.0,
Tapiola,31.0,165.0,WORK_OF_ART,0.0,
(,32.0,173.0,,0.0,
1926,33.0,174.0,DATE,0.0,
),34.0,178.0,,0.0,
",",35.0,179.0,,0.0,
he,36.0,181.0,,0.0,Sibelius
stopped,37.0,184.0,,0.0,
producing,38.0,192.0,,0.0,
major,39.0,202.0,,0.0,
works,40.0,208.0,,0.0,
in,41.0,214.0,,0.0,
his,42.0,217.0,DATE,0.0,Sibelius
last,43.0,221.0,DATE,0.0,
thirty,44.0,226.0,DATE,0.0,
years,45.0,233.0,DATE,0.0,
",",46.0,238.0,,0.0,
a,47.0,240.0,,0.0,
stunning,48.0,242.0,,0.0,
and,49.0,251.0,,0.0,
perplexing,50.0,255.0,,0.0,
decline,51.0,266.0,,0.0,
commonly,52.0,274.0,,0.0,
referred,53.0,283.0,,0.0,
to,54.0,292.0,,0.0,
as,55.0,295.0,,0.0,
the,56.0,298.0,,0.0,
"""",57.0,302.0,,0.0,
silence,58.0,303.0,,0.0,
of,59.0,311.0,,0.0,
Järvenpää,60.0,314.0,,0.0,
"""",61.0,323.0,,0.0,
",",62.0,324.0,,0.0,
the,63.0,326.0,,0.0,
location,64.0,330.0,,0.0,
of,65.0,339.0,,0.0,
his,66.0,342.0,,0.0,Sibelius
home,67.0,346.0,,0.0,
.,68.0,350.0,,0.0,
Although,69.0,0.0,,1.0,
he,70.0,9.0,,1.0,Sibelius
is,71.0,12.0,,1.0,
reputed,72.0,15.0,,1.0,
to,73.0,23.0,,1.0,
have,74.0,26.0,,1.0,
stopped,75.0,31.0,,1.0,
composing,76.0,39.0,,1.0,
",",77.0,48.0,,1.0,
he,78.0,50.0,,1.0,Sibelius
attempted,79.0,53.0,,1.0,
to,80.0,63.0,,1.0,
continue,81.0,66.0,,1.0,
writing,82.0,75.0,,1.0,
",",83.0,82.0,,1.0,
including,84.0,84.0,,1.0,
abortive,85.0,94.0,,1.0,
efforts,86.0,103.0,,1.0,
on,87.0,111.0,,1.0,
an,88.0,114.0,,1.0,
eighth,89.0,117.0,ORDINAL,1.0,
symphony,90.0,124.0,,1.0,
.,91.0,132.0,,1.0,
In,92.0,0.0,,2.0,
later,93.0,3.0,,2.0,
life,94.0,9.0,,2.0,
",",95.0,13.0,,2.0,
he,96.0,15.0,,2.0,Sibelius
wrote,97.0,18.0,,2.0,
Masonic,98.0,24.0,NORP,2.0,
music,99.0,32.0,,2.0,
and,100.0,38.0,,2.0,
re,101.0,42.0,,2.0,
-,102.0,44.0,,2.0,
edited,103.0,45.0,,2.0,
some,104.0,52.0,,2.0,
earlier,105.0,57.0,,2.0,
works,106.0,65.0,,2.0,
",",107.0,70.0,,2.0,
while,108.0,72.0,,2.0,
retaining,109.0,78.0,,2.0,
an,110.0,88.0,,2.0,
active,111.0,91.0,,2.0,
but,112.0,98.0,,2.0,
not,113.0,102.0,,2.0,
always,114.0,106.0,,2.0,
favourable,115.0,113.0,,2.0,
interest,116.0,124.0,,2.0,
in,117.0,133.0,,2.0,
new,118.0,136.0,,2.0,
developments,119.0,140.0,,2.0,
in,120.0,153.0,,2.0,
music,121.0,156.0,,2.0,
.,122.0,161.0,,2.0,
The,0.0,0.0,,0.0,
Finnish,1.0,4.0,NORP,0.0,
100,2.0,12.0,CARDINAL,0.0,
mark,3.0,16.0,,0.0,
note,4.0,21.0,,0.0,
featured,5.0,26.0,,0.0,
his,6.0,35.0,,0.0,
image,7.0,39.0,,0.0,
until,8.0,45.0,,0.0,
2002,9.0,51.0,DATE,0.0,
",",10.0,55.0,,0.0,
when,11.0,57.0,,0.0,
the,12.0,62.0,,0.0,
euro,13.0,66.0,,0.0,
was,14.0,71.0,,0.0,
adopted,15.0,75.0,,0.0,
.,16.0,82.0,,0.0,
Since,17.0,0.0,,1.0,
2011,18.0,6.0,DATE,1.0,
",",19.0,10.0,,1.0,
Finland,20.0,12.0,GPE,1.0,
has,21.0,20.0,,1.0,
celebrated,22.0,24.0,,1.0,
a,23.0,35.0,,1.0,
flag,24.0,37.0,,1.0,
flying,25.0,42.0,,1.0,
day,26.0,49.0,,1.0,
on,27.0,53.0,,1.0,
8,28.0,56.0,DATE,1.0,
December,29.0,58.0,DATE,1.0,
",",30.0,66.0,,1.0,
the,31.0,68.0,,1.0,
composer,32.0,72.0,,1.0,
's,33.0,80.0,,1.0,
birthday,34.0,83.0,,1.0,
",",35.0,91.0,,1.0,
also,36.0,93.0,,1.0,
known,37.0,98.0,,1.0,
as,38.0,104.0,,1.0,
the,39.0,107.0,DATE,1.0,
"""",40.0,111.0,DATE,1.0,
Day,41.0,112.0,DATE,1.0,
of,42.0,116.0,DATE,1.0,
Finnish,43.0,119.0,DATE,1.0,
Music,44.0,127.0,,1.0,
"""",45.0,132.0,,1.0,
.,46.0,133.0,,1.0,
In,47.0,0.0,,2.0,
2015,48.0,3.0,DATE,2.0,
",",49.0,7.0,,2.0,
in,50.0,9.0,,2.0,
celebration,51.0,12.0,,2.0,
of,52.0,24.0,,2.0,
the,53.0,27.0,,2.0,
150th,54.0,31.0,ORDINAL,2.0,
anniversary,55.0,37.0,,2.0,
of,56.0,49.0,,2.0,
the,57.0,52.0,,2.0,
composer,58.0,56.0,,2.0,
's,59.0,64.0,,2.0,
birth,60.0,67.0,,2.0,
",",61.0,72.0,,2.0,
a,62.0,74.0,,2.0,
number,63.0,76.0,,2.0,
of,64.0,83.0,,2.0,
special,65.0,86.0,,2.0,
concerts,66.0,94.0,,2.0,
and,67.0,103.0,,2.0,
events,68.0,107.0,,2.0,
were,69.0,114.0,,2.0,
held,70.0,119.0,,2.0,
",",71.0,123.0,,2.0,
especially,72.0,125.0,,2.0,
in,73.0,136.0,,2.0,
