token,tokenIndex,charIndex,entType,sentIndex,corefEntityValue
the,6,29,,0,
son,7,33,,0,
of,8,37,,0,
Anna,9,40,PERSON,0,
(,10,45,,0,
née,11,46,,0,
Reches,12,50,PERSON,0,
),13,56,,0,
and,14,58,,0,
Samuel,15,62,PERSON,0,
Kreisler,16,69,PERSON,0,Kreisler
",",17,77,,0,
a,18,79,,0,
doctor,19,81,,0,
.,20,87,,0,
Of,21,0,,1,
Jewish,22,3,NORP,1,
heritage,23,10,,1,
",",24,18,,1,
he,25,20,,1,Kreisler
was,26,23,,1,
however,27,27,,1,
baptised,28,35,,1,
at,29,44,,1,
the,30,47,DATE,1,
age,31,51,DATE,1,
of,32,55,DATE,1,
12,33,58,DATE,1,
.,34,60,,1,
He,35,0,,2,Kreisler
studied,36,3,,2,
at,37,11,,2,
the,38,14,ORG,2,
Vienna,39,18,ORG,2,
Conservatory,40,25,ORG,2,
under,41,38,,2,
Anton,42,44,PERSON,2,
Bruckner,43,50,PERSON,2,
",",44,58,,2,
Jakob,45,60,PERSON,2,
Do,46,66,PERSON,2,
nt,47,68,,2,
and,48,71,,2,
Joseph,49,75,PERSON,2,
Hellmesberger,50,82,PERSON,2,
Jr.,51,96,PERSON,2,
",",52,99,,2,
and,53,101,,2,
in,54,105,,2,
Paris,55,108,GPE,2,Paris
",",56,113,,2,
where,57,115,,2,
his,58,121,,2,Kreisler
teachers,59,125,,2,
included,60,134,,2,
Léo,61,143,PERSON,2,
Delibes,62,147,PERSON,2,
",",63,154,,2,
Lambert,64,156,PERSON,2,
Massart,65,164,PERSON,2,
and,66,172,,2,
Jules,67,176,PERSON,2,
Massenet,68,182,PERSON,2,
.,69,190,,2,
While,70,0,,3,
in,71,6,,3,
Paris,72,9,GPE,3,Paris
",",73,14,,3,
he,74,16,,3,Kreisler
won,75,19,,3,
the,76,23,,3,
"""",77,27,,3,
Premier,78,28,,3,
Grand,79,36,,3,
Prix,80,42,,3,
de,81,47,,3,
Rome,82,50,,3,
"""",83,54,,3,
gold,84,56,,3,
medal,85,61,,3,
at,86,67,,3,
the,87,70,DATE,3,
age,88,74,DATE,3,
of,89,78,DATE,3,
12,90,81,DATE,3,
",",91,83,,3,
competing,92,85,,3,
against,93,95,,3,
40,94,103,CARDINAL,3,
other,95,106,,3,
players,96,112,,3,
",",97,119,,3,
all,98,121,,3,
of,99,125,,3,
whom,100,128,,3,
were,101,133,,3,
at,102,138,DATE,3,
least,103,141,DATE,3,
20,104,147,DATE,3,
years,105,150,DATE,3,
of,106,156,DATE,3,
age,107,159,DATE,3,
.,108,162,,3,
He,109,0,,4,Kreisler
made,110,3,,4,
his,111,8,,4,Kreisler
United,112,12,GPE,4,
States,113,19,GPE,4,
debut,114,26,,4,
at,115,32,,4,
the,116,35,FAC,4,
Steinway,117,39,FAC,4,
Hall,118,48,FAC,4,
in,119,53,,4,
New,120,56,GPE,4,
York,121,60,GPE,4,
City,122,65,GPE,4,
on,123,70,,4,
November,124,73,DATE,4,
10,125,82,DATE,4,
",",126,84,DATE,4,
1888,127,86,DATE,4,
",",128,90,,4,
and,129,92,,4,
his,130,96,,4,Kreisler
first,131,100,ORDINAL,4,
tour,132,106,,4,
of,133,111,,4,
the,134,114,GPE,4,
United,135,118,GPE,4,
States,136,125,GPE,4,
in,137,132,,4,
1888–1889,138,135,,4,
with,139,145,,4,
Moriz,140,150,PERSON,4,
Rosenthal,141,156,PERSON,4,
.,142,165,,4,
He,143,0,,5,Kreisler
then,144,3,,5,
returned,145,8,,5,
to,146,17,,5,
Austria,147,20,GPE,5,
and,148,28,,5,
applied,149,32,,5,
for,150,40,,5,
a,151,44,,5,
position,152,46,,5,
in,153,55,,5,
the,154,58,ORG,5,
Vienna,155,62,ORG,5,
Philharmonic,156,69,ORG,5,
",",157,81,,5,
but,158,83,,5,
was,159,87,,5,
turned,160,91,,5,
down,161,98,,5,
by,162,103,,5,
the,163,106,,5,
concertmaster,164,110,,5,
Arnold,165,124,PERSON,5,
Rosé,166,131,PERSON,5,
.,167,135,,5,
As,168,0,,6,
a,169,3,,6,
result,170,5,,6,
",",171,11,,6,
he,172,13,,6,Kreisler
left,173,16,,6,
music,174,21,,6,
to,175,27,,6,
study,176,30,,6,
medicine,177,36,,6,
.,178,44,,6,
He,179,0,,7,Kreisler
spent,180,3,,7,
a,181,9,,7,
brief,182,11,,7,
time,183,17,,7,
in,184,22,,7,
the,185,25,,7,
army,186,29,,7,
before,187,34,,7,
returning,188,41,,7,
to,189,51,,7,
the,190,54,,7,
violin,191,58,,7,
in,192,65,,7,
1899,193,68,DATE,7,
",",194,72,,7,
when,195,74,,7,
he,196,79,,7,Kreisler
gave,197,82,,7,
a,198,87,,7,
concert,199,89,,7,concert
with,200,97,,7,
the,201,102,ORG,7,
Berlin,202,106,ORG,7,
Philharmonic,203,113,ORG,7,
conducted,204,126,,7,
by,205,136,,7,
Arthur,206,139,PERSON,7,
Nikisch,207,146,PERSON,7,
.,208,153,,7,
It,209,0,,8,
was,210,3,,8,
this,211,7,,8,
concert,212,12,,8,concert
and,213,20,,8,
a,214,24,,8,
series,215,26,,8,
of,216,33,,8,
American,217,36,NORP,8,
tours,218,45,,8,
from,219,51,,8,
1901,220,56,DATE,8,
to,221,61,DATE,8,
1903,222,64,DATE,8,
that,223,69,,8,
brought,224,74,,8,
him,225,82,,8,Kreisler
real,226,86,,8,
acclaim,227,91,,8,
.,228,98,,8,
Kreisler,229,0,PERSON,9,Kreisler
was,230,9,,9,
also,231,13,,9,
an,232,18,,9,
excellent,233,21,,9,
pianist,234,31,,9,
",",235,38,,9,
and,236,40,,9,
his,237,44,,9,Kreisler
piano,238,48,,9,
playing,239,54,,9,
is,240,62,,9,
preserved,241,65,,9,
on,242,75,,9,
Ampico,243,78,ORG,9,
reproducing,244,85,,9,
piano,245,97,,9,
rolls,246,103,,9,
.,247,108,,9,
Kreisler,0,0,PERSON,0,
was,1,9,,0,
born,2,13,,0,
in,3,18,,0,
Vienna,4,21,GPE,0,
",",5,27,,0,
the,6,29,,0,
son,7,33,,0,
of,8,37,,0,
Anna,9,40,PERSON,0,
(,10,45,,0,
née,11,46,,0,
Reches,12,50,PERSON,0,
),13,56,,0,
and,14,58,,0,
Samuel,15,62,PERSON,0,
Kreisler,16,69,PERSON,0,Kreisler
",",17,77,,0,
a,18,79,,0,
doctor,19,81,,0,
.,20,87,,0,
Of,21,0,,1,
Jewish,22,3,NORP,1,
heritage,23,10,,1,
",",24,18,,1,
he,25,20,,1,Kreisler
was,26,23,,1,
however,27,27,,1,
baptised,28,35,,1,
at,29,44,,1,
the,30,47,DATE,1,
age,31,51,DATE,1,
of,32,55,DATE,1,
12,33,58,DATE,1,
.,34,60,,1,
He,35,0,,2,Kreisler
studied,36,3,,2,
at,37,11,,2,
the,38,14,ORG,2,
Vienna,39,18,ORG,2,
Conservatory,40,25,ORG,2,
under,41,38,,2,
Anton,42,44,PERSON,2,
Bruckner,43,50,PERSON,2,
",",44,58,,2,
Jakob,45,60,PERSON,2,
Do,46,66,PERSON,2,
nt,47,68,,2,
and,48,71,,2,
Joseph,49,75,PERSON,2,
Hellmesberger,50,82,PERSON,2,
Jr.,51,96,PERSON,2,
",",52,99,,2,
and,53,101,,2,
in,54,105,,2,
Paris,55,108,GPE,2,Paris
",",56,113,,2,
where,57,115,,2,
his,58,121,,2,Kreisler
teachers,59,125,,2,
included,60,134,,2,
Léo,61,143,PERSON,2,
Delibes,62,147,PERSON,2,
",",63,154,,2,
Lambert,64,156,PERSON,2,
Massart,65,164,PERSON,2,
and,66,172,,2,
Jules,67,176,PERSON,2,
Massenet,68,182,PERSON,2,
.,69,190,,2,
While,70,0,,3,
in,71,6,,3,
Paris,72,9,GPE,3,Paris
",",73,14,,3,
he,74,16,,3,Kreisler
won,75,19,,3,
the,76,23,,3,
"""",77,27,,3,
Premier,78,28,,3,
Grand,79,36,,3,
Prix,80,42,,3,
de,81,47,,3,
Rome,82,50,,3,
"""",83,54,,3,
gold,84,56,,3,
medal,85,61,,3,
at,86,67,,3,
the,87,70,DATE,3,
age,88,74,DATE,3,
of,89,78,DATE,3,
12,90,81,DATE,3,
",",91,83,,3,
competing,92,85,,3,
against,93,95,,3,
40,94,103,CARDINAL,3,
other,95,106,,3,
players,96,112,,3,
",",97,119,,3,
all,98,121,,3,
of,99,125,,3,
whom,100,128,,3,
were,101,133,,3,
at,102,138,DATE,3,
least,103,141,DATE,3,
20,104,147,DATE,3,
years,105,150,DATE,3,
of,106,156,DATE,3,
age,107,159,DATE,3,
.,108,162,,3,
He,109,0,,4,Kreisler
made,110,3,,4,
his,111,8,,4,Kreisler
United,112,12,GPE,4,
States,113,19,GPE,4,
debut,114,26,,4,
at,115,32,,4,
the,116,35,FAC,4,
Steinway,117,39,FAC,4,
Hall,118,48,FAC,4,
in,119,53,,4,
New,120,56,GPE,4,
York,121,60,GPE,4,
City,122,65,GPE,4,
on,123,70,,4,
November,124,73,DATE,4,
10,125,82,DATE,4,
",",126,84,DATE,4,
1888,127,86,DATE,4,
",",128,90,,4,
and,129,92,,4,
his,130,96,,4,Kreisler
first,131,100,ORDINAL,4,
tour,132,106,,4,
of,133,111,,4,
the,134,114,GPE,4,
United,135,118,GPE,4,
States,136,125,GPE,4,
in,137,132,,4,
1888–1889,138,135,,4,
with,139,145,,4,
Moriz,140,150,PERSON,4,
Rosenthal,141,156,PERSON,4,
.,142,165,,4,
He,143,0,,5,Kreisler
then,144,3,,5,
returned,145,8,,5,
to,146,17,,5,
Austria,147,20,GPE,5,
and,148,28,,5,
applied,149,32,,5,
for,150,40,,5,
a,151,44,,5,
position,152,46,,5,
in,153,55,,5,
the,154,58,ORG,5,
Vienna,155,62,ORG,5,
Philharmonic,156,69,ORG,5,
",",157,81,,5,
but,158,83,,5,
was,159,87,,5,
turned,160,91,,5,
down,161,98,,5,
by,162,103,,5,
the,163,106,,5,
concertmaster,164,110,,5,
Arnold,165,124,PERSON,5,
Rosé,166,131,PERSON,5,
.,167,135,,5,
As,168,0,,6,
a,169,3,,6,
result,170,5,,6,
",",171,11,,6,
he,172,13,,6,Kreisler
left,173,16,,6,
music,174,21,,6,
to,175,27,,6,
study,176,30,,6,
medicine,177,36,,6,
.,178,44,,6,
He,179,0,,7,Kreisler
spent,180,3,,7,
a,181,9,,7,
brief,182,11,,7,
time,183,17,,7,
in,184,22,,7,
the,185,25,,7,
army,186,29,,7,
before,187,34,,7,
returning,188,41,,7,
to,189,51,,7,
the,190,54,,7,
violin,191,58,,7,
in,192,65,,7,
1899,193,68,DATE,7,
",",194,72,,7,
when,195,74,,7,
he,196,79,,7,Kreisler
gave,197,82,,7,
a,198,87,,7,
concert,199,89,,7,concert
with,200,97,,7,
the,201,102,ORG,7,
Berlin,202,106,ORG,7,
Philharmonic,203,113,ORG,7,
conducted,204,126,,7,
by,205,136,,7,
Arthur,206,139,PERSON,7,
Nikisch,207,146,PERSON,7,
.,208,153,,7,
It,209,0,,8,
was,210,3,,8,
this,211,7,,8,
concert,212,12,,8,concert
and,213,20,,8,
a,214,24,,8,
series,215,26,,8,
of,216,33,,8,
American,217,36,NORP,8,
tours,218,45,,8,
from,219,51,,8,
1901,220,56,DATE,8,
to,221,61,DATE,8,
1903,222,64,DATE,8,
that,223,69,,8,
brought,224,74,,8,
him,225,82,,8,Kreisler
real,226,86,,8,
acclaim,227,91,,8,
.,228,98,,8,
Kreisler,229,0,PERSON,9,Kreisler
was,230,9,,9,
also,231,13,,9,
an,232,18,,9,
excellent,233,21,,9,
pianist,234,31,,9,
",",235,38,,9,
and,236,40,,9,
his,237,44,,9,Kreisler
piano,238,48,,9,
playing,239,54,,9,
is,240,62,,9,
preserved,241,65,,9,
on,242,75,,9,
Ampico,243,78,ORG,9,
reproducing,244,85,,9,
piano,245,97,,9,
rolls,246,103,,9,
.,247,108,,9,
In,0,0,,0,
1910,1,3,DATE,0,
",",2,7,,0,
Kreisler,3,9,PERSON,0,
gave,4,18,,0,
the,5,23,,0,
premiere,6,27,,0,
of,7,36,,0,
Sir,8,39,,0,
Edward,9,43,PERSON,0,
Elgar,10,50,PERSON,0,Elgar
's,11,55,,0,
Violin,12,58,WORK_OF_ART,0,
Concerto,13,65,WORK_OF_ART,0,
",",14,73,,0,
a,15,75,,0,
work,16,77,,0,
commissioned,17,82,,0,
by,18,95,,0,
and,19,98,,0,
dedicated,20,102,,0,
to,21,112,,0,
him,22,115,,0,Elgar
.,23,118,,0,
He,24,0,,1,Elgar
served,25,3,,1,
briefly,26,10,,1,
in,27,18,,1,
the,28,21,ORG,1,
Austrian,29,25,ORG,1,
Army,30,34,ORG,1,
in,31,39,,1,
World,32,42,EVENT,1,
War,33,48,EVENT,1,
I,34,52,EVENT,1,
before,35,54,,1,
being,36,61,,1,
honourably,37,67,,1,
discharged,38,78,,1,
after,39,89,,1,
he,40,95,,1,Elgar
was,41,98,,1,
wounded,42,102,,1,
.,43,109,,1,
He,44,0,,2,Elgar
arrived,45,3,,2,
in,46,11,,2,
New,47,14,GPE,2,
York,48,18,GPE,2,
on,49,23,,2,
November,50,26,DATE,2,
24,51,35,DATE,2,
",",52,37,DATE,2,
1914,53,39,DATE,2,
",",54,43,,2,
and,55,45,,2,
spent,56,49,,2,
the,57,55,,2,
remainder,58,59,,2,
of,59,69,,2,
the,60,72,,2,
war,61,76,,2,
in,62,80,,2,
America,63,83,GPE,2,
.,64,90,,2,
He,65,0,,3,Elgar
returned,66,3,,3,
to,67,12,,3,
Europe,68,15,LOC,3,
in,69,22,,3,
1924,70,25,DATE,3,
",",71,29,,3,
living,72,31,,3,
first,73,38,ORDINAL,3,
in,74,44,,3,
Berlin,75,47,GPE,3,
",",76,53,,3,
then,77,55,,3,
moving,78,60,,3,
to,79,67,,3,
France,80,70,GPE,3,
in,81,77,,3,
1938,82,80,DATE,3,
.,83,84,,3,
Shortly,84,0,,4,
thereafter,85,8,,4,
",",86,18,,4,
at,87,20,,4,
the,88,23,,4,
outbreak,89,27,,4,
of,90,36,,4,
World,91,39,EVENT,4,
War,92,45,EVENT,4,
II,93,49,EVENT,4,
",",94,51,,4,
he,95,53,,4,Elgar
settled,96,56,,4,
once,97,64,,4,
again,98,69,,4,
in,99,75,,4,
the,100,78,GPE,4,
United,101,82,GPE,4,
States,102,89,GPE,4,
",",103,95,,4,
becoming,104,97,,4,
a,105,106,,4,
naturalized,106,108,,4,
citizen,107,120,,4,
in,108,128,,4,
1943,109,131,DATE,4,
.,110,135,,4,
He,111,0,,5,Elgar
lived,112,3,,5,
there,113,9,,5,
for,114,15,,5,
the,115,19,,5,
rest,116,23,,5,
of,117,28,,5,
his,118,31,,5,Elgar
life,119,35,,5,
",",120,39,,5,
giving,121,41,,5,
his,122,48,,5,Elgar
last,123,52,,5,
public,124,57,,5,
concert,125,64,,5,
in,126,72,,5,
1947,127,75,DATE,5,
",",128,79,,5,
and,129,81,,5,
broadcasting,130,85,,5,
performances,131,98,,5,
for,132,111,,5,
a,133,115,DATE,5,
few,134,117,DATE,5,
years,135,121,DATE,5,
after,136,127,,5,
that,137,133,,5,
.,138,137,,5,
In,0,0,,0,
1910,1,3,DATE,0,
",",2,7,,0,
Kreisler,3,9,PERSON,0,
gave,4,18,,0,
the,5,23,,0,
premiere,6,27,,0,
of,7,36,,0,
Sir,8,39,,0,
Edward,9,43,PERSON,0,
Elgar,10,50,PERSON,0,Elgar
's,11,55,,0,
Violin,12,58,WORK_OF_ART,0,
Concerto,13,65,WORK_OF_ART,0,
",",14,73,,0,
a,15,75,,0,
work,16,77,,0,
commissioned,17,82,,0,
by,18,95,,0,
and,19,98,,0,
dedicated,20,102,,0,
to,21,112,,0,
him,22,115,,0,Elgar
.,23,118,,0,
He,24,0,,1,Elgar
served,25,3,,1,
briefly,26,10,,1,
in,27,18,,1,
the,28,21,ORG,1,
Austrian,29,25,ORG,1,
Army,30,34,ORG,1,
in,31,39,,1,
World,32,42,EVENT,1,
War,33,48,EVENT,1,
I,34,52,EVENT,1,
before,35,54,,1,
being,36,61,,1,
honourably,37,67,,1,
discharged,38,78,,1,
after,39,89,,1,
he,40,95,,1,Elgar
was,41,98,,1,
wounded,42,102,,1,
.,43,109,,1,
He,44,0,,2,Elgar
arrived,45,3,,2,
in,46,11,,2,
New,47,14,GPE,2,
York,48,18,GPE,2,
on,49,23,,2,
November,50,26,DATE,2,
24,51,35,DATE,2,
",",52,37,DATE,2,
1914,53,39,DATE,2,
",",54,43,,2,
and,55,45,,2,
spent,56,49,,2,
the,57,55,,2,
remainder,58,59,,2,
of,59,69,,2,
the,60,72,,2,
war,61,76,,2,
in,62,80,,2,
America,63,83,GPE,2,
.,64,90,,2,
He,65,0,,3,Elgar
returned,66,3,,3,
to,67,12,,3,
Europe,68,15,LOC,3,
in,69,22,,3,
1924,70,25,DATE,3,
",",71,29,,3,
living,72,31,,3,
first,73,38,ORDINAL,3,
in,74,44,,3,
Berlin,75,47,GPE,3,
",",76,53,,3,
then,77,55,,3,
moving,78,60,,3,
to,79,67,,3,
France,80,70,GPE,3,
in,81,77,,3,
1938,82,80,DATE,3,
.,83,84,,3,
Shortly,84,0,,4,
thereafter,85,8,,4,
",",86,18,,4,
at,87,20,,4,
the,88,23,,4,
outbreak,89,27,,4,
of,90,36,,4,
World,91,39,EVENT,4,
War,92,45,EVENT,4,
II,93,49,EVENT,4,
",",94,51,,4,
he,95,53,,4,Elgar
settled,96,56,,4,
once,97,64,,4,
again,98,69,,4,
in,99,75,,4,
the,100,78,GPE,4,
United,101,82,GPE,4,
States,102,89,GPE,4,
",",103,95,,4,
becoming,104,97,,4,
a,105,106,,4,
naturalized,106,108,,4,
citizen,107,120,,4,
in,108,128,,4,
1943,109,131,DATE,4,
.,110,135,,4,
He,111,0,,5,Elgar
lived,112,3,,5,
there,113,9,,5,
for,114,15,,5,
the,115,19,,5,
rest,116,23,,5,
of,117,28,,5,
his,118,31,,5,Elgar
life,119,35,,5,
",",120,39,,5,
giving,121,41,,5,
his,122,48,,5,Elgar
last,123,52,,5,
public,124,57,,5,
concert,125,64,,5,
in,126,72,,5,
1947,127,75,DATE,5,
",",128,79,,5,
and,129,81,,5,
broadcasting,130,85,,5,
performances,131,98,,5,
for,132,111,,5,
a,133,115,DATE,5,
few,134,117,DATE,5,
years,135,121,DATE,5,
after,136,127,,5,
that,137,133,,5,
.,138,137,,5,
On,0,0,,0,
April,1,3,DATE,0,April
26,2,9,DATE,0,
",",3,11,DATE,0,
1941,4,13,DATE,0,
",",5,17,,0,
he,6,19,,0,he
was,7,22,,0,
involved,8,26,,0,
in,9,35,,0,
a,10,38,,0,
serious,11,40,,0,
traffic,12,48,,0,
accident,13,56,,0,
.,14,64,,0,
Struck,15,0,,1,
by,16,7,,1,
a,17,10,,1,
truck,18,12,,1,
while,19,18,,1,
crossing,20,24,,1,
a,21,33,,1,
street,22,35,,1,
in,23,42,,1,
New,24,45,GPE,1,
York,25,49,GPE,1,York
",",26,53,,1,
he,27,55,,1,he
suffered,28,58,,1,
a,29,67,,1,
fractured,30,69,,1,
skull,31,79,,1,
and,32,85,,1,
was,33,89,,1,
in,34,93,,1,
a,35,96,,1,
coma,36,98,,1,
for,37,103,,1,
over,38,107,DATE,1,
a,39,112,DATE,1,
week,40,114,DATE,1,
.,41,118,,1,
In,42,0,,2,
his,43,3,DATE,2,York
later,44,7,DATE,2,
years,45,13,DATE,2,
",",46,18,,2,
he,47,20,,2,April
suffered,48,23,,2,
from,49,32,,2,
not,50,37,,2,
only,51,41,,2,
some,52,46,,2,
hearing,53,51,,2,
loss,54,59,,2,
but,55,64,,2,
also,56,68,,2,
sight,57,73,,2,
deterioration,58,79,,2,
due,59,93,,2,
to,60,97,,2,
cataracts,61,100,,2,
.,62,109,,2,
Kreisler,63,0,PERSON,3,Kreisler
died,64,9,,3,
of,65,14,,3,
a,66,17,,3,
heart,67,19,,3,
condition,68,25,,3,
aggravated,69,35,,3,
by,70,46,,3,
old,71,49,,3,
age,72,53,,3,
in,73,57,,3,
New,74,60,GPE,3,
York,75,64,GPE,3,
City,76,69,GPE,3,City
in,77,74,,3,
1962,78,77,DATE,3,
.,79,81,,3,
He,80,0,,4,Kreisler
was,81,3,,4,
interred,82,7,,4,
in,83,16,,4,
a,84,19,,4,
private,85,21,,4,
mausoleum,86,29,,4,
in,87,39,,4,
Woodlawn,88,42,FAC,4,
Cemetery,89,51,FAC,4,
",",90,59,,4,
The,91,61,GPE,4,
Bronx,92,65,GPE,4,
",",93,70,,4,
New,94,72,GPE,4,
York,95,76,GPE,4,
City,96,81,GPE,4,City
.,97,85,,4,
On,0,0,,0,
April,1,3,DATE,0,April
26,2,9,DATE,0,
",",3,11,DATE,0,
1941,4,13,DATE,0,
",",5,17,,0,
he,6,19,,0,he
was,7,22,,0,
involved,8,26,,0,
in,9,35,,0,
a,10,38,,0,
serious,11,40,,0,
traffic,12,48,,0,
accident,13,56,,0,
.,14,64,,0,
Struck,15,0,,1,
by,16,7,,1,
a,17,10,,1,
truck,18,12,,1,
while,19,18,,1,
crossing,20,24,,1,
a,21,33,,1,
street,22,35,,1,
in,23,42,,1,
New,24,45,GPE,1,
York,25,49,GPE,1,York
",",26,53,,1,
he,27,55,,1,he
suffered,28,58,,1,
a,29,67,,1,
fractured,30,69,,1,
skull,31,79,,1,
and,32,85,,1,
was,33,89,,1,
in,34,93,,1,
a,35,96,,1,
coma,36,98,,1,
for,37,103,,1,
over,38,107,DATE,1,
a,39,112,DATE,1,
week,40,114,DATE,1,
.,41,118,,1,
In,42,0,,2,
his,43,3,DATE,2,York
later,44,7,DATE,2,
years,45,13,DATE,2,
",",46,18,,2,
he,47,20,,2,April
suffered,48,23,,2,
from,49,32,,2,
not,50,37,,2,
only,51,41,,2,
some,52,46,,2,
hearing,53,51,,2,
loss,54,59,,2,
but,55,64,,2,
also,56,68,,2,
sight,57,73,,2,
deterioration,58,79,,2,
due,59,93,,2,
to,60,97,,2,
cataracts,61,100,,2,
.,62,109,,2,
Kreisler,63,0,PERSON,3,Kreisler
died,64,9,,3,
of,65,14,,3,
a,66,17,,3,
heart,67,19,,3,
condition,68,25,,3,
aggravated,69,35,,3,
by,70,46,,3,
old,71,49,,3,
age,72,53,,3,
in,73,57,,3,
New,74,60,GPE,3,
York,75,64,GPE,3,
City,76,69,GPE,3,City
in,77,74,,3,
