token,tokenIndex,charIndex,entType,sentIndex,corefEntityValue
Proms,87.0,168.0,EVENT,2.0,Proms
"""",88.0,173.0,,2.0,
.,89.0,174.0,,2.0,
Sir,0.0,0.0,,0.0,
Henry,1.0,4.0,PERSON,0.0,
Joseph,2.0,10.0,PERSON,0.0,
Wood,3.0,17.0,PERSON,0.0,Wood
 ,4.0,22.0,,0.0,
(,5.0,23.0,,0.0,
3,6.0,24.0,DATE,0.0,
March,7.0,26.0,DATE,0.0,
1869,8.0,32.0,DATE,0.0,
–,9.0,37.0,DATE,0.0,
19,10.0,39.0,DATE,0.0,
August,11.0,42.0,DATE,0.0,
1944,12.0,49.0,DATE,0.0,
),13.0,53.0,,0.0,
was,14.0,55.0,,0.0,
an,15.0,59.0,,0.0,
English,16.0,62.0,NORP,0.0,
conductor,17.0,70.0,,0.0,
best,18.0,80.0,,0.0,
known,19.0,85.0,,0.0,
for,20.0,91.0,,0.0,
his,21.0,95.0,,0.0,Wood
association,22.0,99.0,,0.0,
with,23.0,111.0,,0.0,
London,24.0,116.0,GPE,0.0,
's,25.0,122.0,,0.0,
annual,26.0,125.0,DATE,0.0,
series,27.0,132.0,,0.0,
of,28.0,139.0,,0.0,
promenade,29.0,142.0,,0.0,
concerts,30.0,152.0,,0.0,
",",31.0,160.0,,0.0,
known,32.0,162.0,,0.0,
as,33.0,168.0,,0.0,
the,34.0,171.0,,0.0,
Proms,35.0,175.0,EVENT,0.0,Proms
.,36.0,180.0,,0.0,
He,37.0,0.0,,1.0,Wood
conducted,38.0,3.0,,1.0,
them,39.0,13.0,,1.0,Proms
for,40.0,18.0,,1.0,
nearly,41.0,22.0,DATE,1.0,
half,42.0,29.0,DATE,1.0,
a,43.0,34.0,DATE,1.0,
century,44.0,36.0,DATE,1.0,
",",45.0,43.0,,1.0,
introducing,46.0,45.0,,1.0,
hundreds,47.0,57.0,CARDINAL,1.0,
of,48.0,66.0,,1.0,
new,49.0,69.0,,1.0,
works,50.0,73.0,,1.0,
to,51.0,79.0,,1.0,
British,52.0,82.0,NORP,1.0,
audiences,53.0,90.0,,1.0,
.,54.0,99.0,,1.0,
After,55.0,0.0,,2.0,
his,56.0,6.0,,2.0,Wood
death,57.0,10.0,,2.0,
",",58.0,15.0,,2.0,
the,59.0,17.0,,2.0,
concerts,60.0,21.0,,2.0,concerts
were,61.0,30.0,,2.0,
officially,62.0,35.0,,2.0,
renamed,63.0,46.0,,2.0,
in,64.0,54.0,,2.0,
his,65.0,57.0,,2.0,Wood
honour,66.0,61.0,,2.0,
as,67.0,68.0,,2.0,
the,68.0,71.0,ORG,2.0,
"""",69.0,75.0,ORG,2.0,
Henry,70.0,76.0,ORG,2.0,
Wood,71.0,82.0,ORG,2.0,
Promenade,72.0,87.0,ORG,2.0,
Concerts,73.0,97.0,ORG,2.0,
"""",74.0,105.0,,2.0,
",",75.0,106.0,,2.0,
although,76.0,108.0,,2.0,
they,77.0,117.0,,2.0,concerts
continued,78.0,122.0,,2.0,
to,79.0,132.0,,2.0,
be,80.0,135.0,,2.0,
generally,81.0,138.0,,2.0,
referred,82.0,148.0,,2.0,
to,83.0,157.0,,2.0,
as,84.0,160.0,,2.0,
"""",85.0,163.0,,2.0,
the,86.0,164.0,,2.0,
Proms,87.0,168.0,EVENT,2.0,Proms
"""",88.0,173.0,,2.0,
.,89.0,174.0,,2.0,
Born,0.0,0.0,,0.0,
in,1.0,5.0,,0.0,
modest,2.0,8.0,,0.0,
circumstances,3.0,15.0,,0.0,
to,4.0,29.0,,0.0,
parents,5.0,32.0,,0.0,
who,6.0,40.0,,0.0,
encouraged,7.0,44.0,,0.0,
his,8.0,55.0,,0.0,Wood
musical,9.0,59.0,,0.0,
talent,10.0,67.0,,0.0,
",",11.0,73.0,,0.0,
Wood,12.0,75.0,PERSON,0.0,Wood
started,13.0,80.0,,0.0,
his,14.0,88.0,,0.0,Wood
career,15.0,92.0,,0.0,
as,16.0,99.0,,0.0,
an,17.0,102.0,,0.0,
organist,18.0,105.0,,0.0,
.,19.0,113.0,,0.0,
During,20.0,0.0,,1.0,
his,21.0,7.0,,1.0,Wood
studies,22.0,11.0,,1.0,
at,23.0,19.0,,1.0,
the,24.0,22.0,ORG,1.0,
Royal,25.0,26.0,ORG,1.0,
Academy,26.0,32.0,ORG,1.0,
of,27.0,40.0,ORG,1.0,
Music,28.0,43.0,ORG,1.0,Music
",",29.0,48.0,,1.0,
he,30.0,50.0,,1.0,Wood
came,31.0,53.0,,1.0,
under,32.0,58.0,,1.0,
the,33.0,64.0,,1.0,
influence,34.0,68.0,,1.0,
of,35.0,78.0,,1.0,
the,36.0,81.0,,1.0,
voice,37.0,85.0,,1.0,
teacher,38.0,91.0,,1.0,
Manuel,39.0,99.0,PERSON,1.0,
Garcia,40.0,106.0,PERSON,1.0,
and,41.0,113.0,,1.0,
became,42.0,117.0,,1.0,
his,43.0,124.0,,1.0,Wood
accompanist,44.0,128.0,,1.0,
.,45.0,139.0,,1.0,
After,46.0,0.0,,2.0,
similar,47.0,6.0,,2.0,
work,48.0,14.0,,2.0,
for,49.0,19.0,,2.0,
Richard,50.0,23.0,PERSON,2.0,
D'Oyly,51.0,31.0,PERSON,2.0,
Carte,52.0,38.0,PERSON,2.0,
's,53.0,43.0,PERSON,2.0,
opera,54.0,46.0,,2.0,
companies,55.0,52.0,,2.0,
on,56.0,62.0,,2.0,
the,57.0,65.0,,2.0,
works,58.0,69.0,,2.0,
of,59.0,75.0,,2.0,
Arthur,60.0,78.0,PERSON,2.0,
Sullivan,61.0,85.0,PERSON,2.0,
and,62.0,94.0,,2.0,
others,63.0,98.0,,2.0,
",",64.0,104.0,,2.0,
Wood,65.0,106.0,PERSON,2.0,Wood
became,66.0,111.0,,2.0,
the,67.0,118.0,,2.0,
conductor,68.0,122.0,,2.0,
of,69.0,132.0,,2.0,
a,70.0,135.0,,2.0,
small,71.0,137.0,,2.0,
operatic,72.0,143.0,,2.0,
touring,73.0,152.0,,2.0,
company,74.0,160.0,,2.0,
.,75.0,167.0,,2.0,
He,76.0,0.0,,3.0,Wood
was,77.0,3.0,,3.0,
soon,78.0,7.0,,3.0,
engaged,79.0,12.0,,3.0,
by,80.0,20.0,,3.0,
the,81.0,23.0,,3.0,
larger,82.0,27.0,,3.0,
Carl,83.0,34.0,ORG,3.0,
Rosa,84.0,39.0,ORG,3.0,
Opera,85.0,44.0,ORG,3.0,
Company,86.0,50.0,ORG,3.0,Music
.,87.0,57.0,,3.0,
One,88.0,0.0,CARDINAL,4.0,
notable,89.0,4.0,,4.0,
event,90.0,12.0,,4.0,
in,91.0,18.0,,4.0,
his,92.0,21.0,,4.0,Wood
operatic,93.0,25.0,,4.0,
career,94.0,34.0,,4.0,
was,95.0,41.0,,4.0,
conducting,96.0,45.0,,4.0,
the,97.0,56.0,,4.0,
British,98.0,60.0,NORP,4.0,
premiere,99.0,68.0,,4.0,
of,100.0,77.0,,4.0,
Tchaikovsky,101.0,80.0,PERSON,4.0,
's,102.0,91.0,,4.0,
Eugene,103.0,94.0,PERSON,4.0,
Onegin,104.0,101.0,PERSON,4.0,
in,105.0,108.0,,4.0,
1892,106.0,111.0,DATE,4.0,
.,107.0,115.0,,4.0,
Born,0.0,0.0,,0.0,
in,1.0,5.0,,0.0,
modest,2.0,8.0,,0.0,
circumstances,3.0,15.0,,0.0,
to,4.0,29.0,,0.0,
parents,5.0,32.0,,0.0,
who,6.0,40.0,,0.0,
encouraged,7.0,44.0,,0.0,
his,8.0,55.0,,0.0,Wood
musical,9.0,59.0,,0.0,
talent,10.0,67.0,,0.0,
",",11.0,73.0,,0.0,
Wood,12.0,75.0,PERSON,0.0,Wood
started,13.0,80.0,,0.0,
his,14.0,88.0,,0.0,Wood
career,15.0,92.0,,0.0,
as,16.0,99.0,,0.0,
an,17.0,102.0,,0.0,
organist,18.0,105.0,,0.0,
.,19.0,113.0,,0.0,
During,20.0,0.0,,1.0,
his,21.0,7.0,,1.0,Wood
studies,22.0,11.0,,1.0,
at,23.0,19.0,,1.0,
the,24.0,22.0,ORG,1.0,
Royal,25.0,26.0,ORG,1.0,
Academy,26.0,32.0,ORG,1.0,
of,27.0,40.0,ORG,1.0,
Music,28.0,43.0,ORG,1.0,Music
",",29.0,48.0,,1.0,
he,30.0,50.0,,1.0,Wood
came,31.0,53.0,,1.0,
under,32.0,58.0,,1.0,
the,33.0,64.0,,1.0,
influence,34.0,68.0,,1.0,
of,35.0,78.0,,1.0,
the,36.0,81.0,,1.0,
voice,37.0,85.0,,1.0,
teacher,38.0,91.0,,1.0,
Manuel,39.0,99.0,PERSON,1.0,
Garcia,40.0,106.0,PERSON,1.0,
and,41.0,113.0,,1.0,
became,42.0,117.0,,1.0,
his,43.0,124.0,,1.0,Wood
accompanist,44.0,128.0,,1.0,
.,45.0,139.0,,1.0,
After,46.0,0.0,,2.0,
similar,47.0,6.0,,2.0,
work,48.0,14.0,,2.0,
for,49.0,19.0,,2.0,
Richard,50.0,23.0,PERSON,2.0,
D'Oyly,51.0,31.0,PERSON,2.0,
Carte,52.0,38.0,PERSON,2.0,
's,53.0,43.0,PERSON,2.0,
opera,54.0,46.0,,2.0,
companies,55.0,52.0,,2.0,
on,56.0,62.0,,2.0,
the,57.0,65.0,,2.0,
works,58.0,69.0,,2.0,
of,59.0,75.0,,2.0,
Arthur,60.0,78.0,PERSON,2.0,
Sullivan,61.0,85.0,PERSON,2.0,
and,62.0,94.0,,2.0,
others,63.0,98.0,,2.0,
",",64.0,104.0,,2.0,
Wood,65.0,106.0,PERSON,2.0,Wood
became,66.0,111.0,,2.0,
the,67.0,118.0,,2.0,
conductor,68.0,122.0,,2.0,
of,69.0,132.0,,2.0,
a,70.0,135.0,,2.0,
small,71.0,137.0,,2.0,
operatic,72.0,143.0,,2.0,
touring,73.0,152.0,,2.0,
company,74.0,160.0,,2.0,
.,75.0,167.0,,2.0,
He,76.0,0.0,,3.0,Wood
was,77.0,3.0,,3.0,
soon,78.0,7.0,,3.0,
engaged,79.0,12.0,,3.0,
by,80.0,20.0,,3.0,
the,81.0,23.0,,3.0,
larger,82.0,27.0,,3.0,
Carl,83.0,34.0,ORG,3.0,
Rosa,84.0,39.0,ORG,3.0,
Opera,85.0,44.0,ORG,3.0,
Company,86.0,50.0,ORG,3.0,Music
.,87.0,57.0,,3.0,
One,88.0,0.0,CARDINAL,4.0,
notable,89.0,4.0,,4.0,
event,90.0,12.0,,4.0,
in,91.0,18.0,,4.0,
his,92.0,21.0,,4.0,Wood
operatic,93.0,25.0,,4.0,
career,94.0,34.0,,4.0,
was,95.0,41.0,,4.0,
conducting,96.0,45.0,,4.0,
the,97.0,56.0,,4.0,
British,98.0,60.0,NORP,4.0,
premiere,99.0,68.0,,4.0,
of,100.0,77.0,,4.0,
Tchaikovsky,101.0,80.0,PERSON,4.0,
's,102.0,91.0,,4.0,
Eugene,103.0,94.0,PERSON,4.0,
Onegin,104.0,101.0,PERSON,4.0,
in,105.0,108.0,,4.0,
1892,106.0,111.0,DATE,4.0,
.,107.0,115.0,,4.0,
From,0.0,0.0,,0.0,
the,1.0,5.0,DATE,0.0,
mid-1890s,2.0,9.0,DATE,0.0,
until,3.0,19.0,,0.0,
his,4.0,25.0,,0.0,his
death,5.0,29.0,,0.0,
",",6.0,34.0,,0.0,
Wood,7.0,36.0,PERSON,0.0,Wood
focused,8.0,41.0,,0.0,
on,9.0,49.0,,0.0,
concert,10.0,52.0,,0.0,
conducting,11.0,60.0,,0.0,
.,12.0,70.0,,0.0,
He,13.0,0.0,,1.0,his
was,14.0,3.0,,1.0,
engaged,15.0,7.0,,1.0,
by,16.0,15.0,,1.0,
the,17.0,18.0,,1.0,
impresario,18.0,22.0,,1.0,
Robert,19.0,33.0,PERSON,1.0,
Newman,20.0,40.0,PERSON,1.0,
to,21.0,47.0,,1.0,
conduct,22.0,50.0,,1.0,
a,23.0,58.0,,1.0,
series,24.0,60.0,,1.0,series
of,25.0,67.0,,1.0,
promenade,26.0,70.0,,1.0,
concerts,27.0,80.0,,1.0,
at,28.0,89.0,,1.0,
the,29.0,92.0,FAC,1.0,
Queen,30.0,96.0,FAC,1.0,
's,31.0,101.0,FAC,1.0,
Hall,32.0,104.0,FAC,1.0,
",",33.0,108.0,,1.0,
offering,34.0,110.0,,1.0,
a,35.0,119.0,,1.0,
mixture,36.0,121.0,,1.0,
of,37.0,129.0,,1.0,
classical,38.0,132.0,,1.0,
and,39.0,142.0,,1.0,
popular,40.0,146.0,,1.0,
music,41.0,154.0,,1.0,
at,42.0,160.0,,1.0,
low,43.0,163.0,,1.0,
prices,44.0,167.0,,1.0,
.,45.0,173.0,,1.0,
The,46.0,0.0,,2.0,
series,47.0,4.0,,2.0,series
was,48.0,11.0,,2.0,
successful,49.0,15.0,,2.0,
",",50.0,25.0,,2.0,
and,51.0,27.0,,2.0,
Wood,52.0,31.0,PERSON,2.0,Wood
conducted,53.0,36.0,,2.0,
annual,54.0,46.0,DATE,2.0,
promenade,55.0,53.0,,2.0,
series,56.0,63.0,,2.0,
until,57.0,70.0,,2.0,
his,58.0,76.0,,2.0,Wood
death,59.0,80.0,,2.0,
in,60.0,86.0,,2.0,
1944,61.0,89.0,DATE,2.0,
.,62.0,93.0,,2.0,
By,63.0,0.0,,3.0,
the,64.0,3.0,DATE,3.0,
1920s,65.0,7.0,DATE,3.0,
",",66.0,12.0,,3.0,
Wood,67.0,14.0,PERSON,3.0,Wood
had,68.0,19.0,,3.0,
steered,69.0,23.0,,3.0,
the,70.0,31.0,,3.0,
repertoire,71.0,35.0,,3.0,
entirely,72.0,46.0,,3.0,
to,73.0,55.0,,3.0,
classical,74.0,58.0,,3.0,
music,75.0,68.0,,3.0,
.,76.0,73.0,,3.0,
When,77.0,0.0,,4.0,
the,78.0,5.0,FAC,4.0,
Queen,79.0,9.0,FAC,4.0,
's,80.0,14.0,FAC,4.0,
Hall,81.0,17.0,FAC,4.0,
was,82.0,22.0,,4.0,
destroyed,83.0,26.0,,4.0,
by,84.0,36.0,,4.0,
bombing,85.0,39.0,,4.0,
in,86.0,47.0,,4.0,
1941,87.0,50.0,DATE,4.0,
",",88.0,54.0,,4.0,
the,89.0,56.0,,4.0,
Proms,90.0,60.0,WORK_OF_ART,4.0,
moved,91.0,66.0,,4.0,
to,92.0,72.0,,4.0,
the,93.0,75.0,FAC,4.0,
Royal,94.0,79.0,FAC,4.0,
Albert,95.0,85.0,FAC,4.0,
Hall,96.0,92.0,FAC,4.0,
.,97.0,96.0,,4.0,
From,0.0,0.0,,0.0,
the,1.0,5.0,DATE,0.0,
mid-1890s,2.0,9.0,DATE,0.0,
until,3.0,19.0,,0.0,
his,4.0,25.0,,0.0,his
death,5.0,29.0,,0.0,
",",6.0,34.0,,0.0,
Wood,7.0,36.0,PERSON,0.0,Wood
focused,8.0,41.0,,0.0,
on,9.0,49.0,,0.0,
concert,10.0,52.0,,0.0,
conducting,11.0,60.0,,0.0,
.,12.0,70.0,,0.0,
He,13.0,0.0,,1.0,his
was,14.0,3.0,,1.0,
engaged,15.0,7.0,,1.0,
by,16.0,15.0,,1.0,
the,17.0,18.0,,1.0,
impresario,18.0,22.0,,1.0,
Robert,19.0,33.0,PERSON,1.0,
Newman,20.0,40.0,PERSON,1.0,
to,21.0,47.0,,1.0,
conduct,22.0,50.0,,1.0,
a,23.0,58.0,,1.0,
series,24.0,60.0,,1.0,series
of,25.0,67.0,,1.0,
promenade,26.0,70.0,,1.0,
concerts,27.0,80.0,,1.0,
at,28.0,89.0,,1.0,
the,29.0,92.0,FAC,1.0,
Queen,30.0,96.0,FAC,1.0,
's,31.0,101.0,FAC,1.0,
Hall,32.0,104.0,FAC,1.0,
",",33.0,108.0,,1.0,
offering,34.0,110.0,,1.0,
a,35.0,119.0,,1.0,
mixture,36.0,121.0,,1.0,
of,37.0,129.0,,1.0,
classical,38.0,132.0,,1.0,
and,39.0,142.0,,1.0,
popular,40.0,146.0,,1.0,
music,41.0,154.0,,1.0,
at,42.0,160.0,,1.0,
low,43.0,163.0,,1.0,
prices,44.0,167.0,,1.0,
.,45.0,173.0,,1.0,
The,46.0,0.0,,2.0,
series,47.0,4.0,,2.0,series
was,48.0,11.0,,2.0,
successful,49.0,15.0,,2.0,
",",50.0,25.0,,2.0,
and,51.0,27.0,,2.0,
Wood,52.0,31.0,PERSON,2.0,Wood
conducted,53.0,36.0,,2.0,
annual,54.0,46.0,DATE,2.0,
promenade,55.0,53.0,,2.0,
series,56.0,63.0,,2.0,
until,57.0,70.0,,2.0,
his,58.0,76.0,,2.0,Wood
death,59.0,80.0,,2.0,
in,60.0,86.0,,2.0,
1944,61.0,89.0,DATE,2.0,
.,62.0,93.0,,2.0,
By,63.0,0.0,,3.0,
the,64.0,3.0,DATE,3.0,
1920s,65.0,7.0,DATE,3.0,
",",66.0,12.0,,3.0,
Wood,67.0,14.0,PERSON,3.0,Wood
had,68.0,19.0,,3.0,
steered,69.0,23.0,,3.0,
the,70.0,31.0,,3.0,
repertoire,71.0,35.0,,3.0,
entirely,72.0,46.0,,3.0,
to,73.0,55.0,,3.0,
classical,74.0,58.0,,3.0,
music,75.0,68.0,,3.0,
.,76.0,73.0,,3.0,
When,77.0,0.0,,4.0,
the,78.0,5.0,FAC,4.0,
Queen,79.0,9.0,FAC,4.0,
's,80.0,14.0,FAC,4.0,
Hall,81.0,17.0,FAC,4.0,
was,82.0,22.0,,4.0,
destroyed,83.0,26.0,,4.0,
by,84.0,36.0,,4.0,
bombing,85.0,39.0,,4.0,
in,86.0,47.0,,4.0,
1941,87.0,50.0,DATE,4.0,
",",88.0,54.0,,4.0,
the,89.0,56.0,,4.0,
Proms,90.0,60.0,WORK_OF_ART,4.0,
moved,91.0,66.0,,4.0,
to,92.0,72.0,,4.0,
the,93.0,75.0,FAC,4.0,
Royal,94.0,79.0,FAC,4.0,
Albert,95.0,85.0,FAC,4.0,
Hall,96.0,92.0,FAC,4.0,
.,97.0,96.0,,4.0,
Wood,0.0,0.0,PERSON,0.0,Wood
declined,1.0,5.0,,0.0,
the,2.0,14.0,,0.0,
chief,3.0,18.0,,0.0,
conductorships,4.0,24.0,,0.0,
of,5.0,39.0,,0.0,
the,6.0,42.0,ORG,0.0,
New,7.0,46.0,ORG,0.0,
York,8.0,50.0,ORG,0.0,York
Philharmonic,9.0,55.0,ORG,0.0,
and,10.0,68.0,,0.0,
Boston,11.0,72.0,ORG,0.0,
Symphony,12.0,79.0,ORG,0.0,
Orchestras,13.0,88.0,ORG,0.0,
",",14.0,98.0,,0.0,
believing,15.0,100.0,,0.0,
it,16.0,110.0,,0.0,York
his,17.0,113.0,,0.0,Wood
duty,18.0,117.0,,0.0,
to,19.0,122.0,,0.0,
serve,20.0,125.0,,0.0,
music,21.0,131.0,,0.0,
in,22.0,137.0,,0.0,
the,23.0,140.0,GPE,0.0,
United,24.0,144.0,GPE,0.0,
Kingdom,25.0,151.0,GPE,0.0,Kingdom
.,26.0,158.0,,0.0,
In,27.0,0.0,,1.0,
addition,28.0,3.0,,1.0,
to,29.0,12.0,,1.0,
the,30.0,15.0,,1.0,
Proms,31.0,19.0,EVENT,1.0,
",",32.0,24.0,,1.0,
he,33.0,26.0,,1.0,Wood
conducted,34.0,29.0,,1.0,
concerts,35.0,39.0,,1.0,
and,36.0,48.0,,1.0,
festivals,37.0,52.0,,1.0,
throughout,38.0,62.0,,1.0,
the,39.0,73.0,,1.0,
country,40.0,77.0,,1.0,Kingdom
and,41.0,85.0,,1.0,
also,42.0,89.0,,1.0,
trained,43.0,94.0,,1.0,
the,44.0,102.0,,1.0,
student,45.0,106.0,,1.0,
orchestra,46.0,114.0,,1.0,
at,47.0,124.0,,1.0,
the,48.0,127.0,ORG,1.0,
Royal,49.0,131.0,ORG,1.0,
Academy,50.0,137.0,ORG,1.0,
of,51.0,145.0,ORG,1.0,
Music,52.0,148.0,ORG,1.0,
.,53.0,153.0,,1.0,
He,54.0,0.0,,2.0,Wood
had,55.0,3.0,,2.0,
an,56.0,7.0,,2.0,
enormous,57.0,10.0,,2.0,
influence,58.0,19.0,,2.0,
on,59.0,29.0,,2.0,
the,60.0,32.0,,2.0,
musical,61.0,36.0,,2.0,
life,62.0,44.0,,2.0,
of,63.0,49.0,,2.0,
Britain,64.0,52.0,GPE,2.0,
over,65.0,60.0,,2.0,
his,66.0,65.0,,2.0,Wood
long,67.0,69.0,,2.0,
career,68.0,74.0,,2.0,
:,69.0,80.0,,2.0,
he,70.0,82.0,,2.0,Wood
and,71.0,85.0,,2.0,
Newman,72.0,89.0,PERSON,2.0,
greatly,73.0,96.0,,2.0,
improved,74.0,104.0,,2.0,
access,75.0,113.0,,2.0,
to,76.0,120.0,,2.0,
classical,77.0,123.0,,2.0,
music,78.0,133.0,,2.0,
",",79.0,138.0,,2.0,
and,80.0,140.0,,2.0,
Wood,81.0,144.0,PERSON,2.0,Wood
raised,82.0,149.0,,2.0,
the,83.0,156.0,,2.0,
standard,84.0,160.0,,2.0,
of,85.0,169.0,,2.0,
orchestral,86.0,172.0,,2.0,
playing,87.0,183.0,,2.0,
and,88.0,191.0,,2.0,
nurtured,89.0,195.0,,2.0,
the,90.0,204.0,,2.0,
taste,91.0,208.0,,2.0,
of,92.0,214.0,,2.0,
the,93.0,217.0,,2.0,
public,94.0,221.0,,2.0,
",",95.0,227.0,,2.0,
presenting,96.0,229.0,,2.0,
a,97.0,240.0,,2.0,
vast,98.0,242.0,,2.0,
repertoire,99.0,247.0,,2.0,
of,100.0,258.0,,2.0,
music,101.0,261.0,,2.0,
spanning,102.0,267.0,,2.0,
four,103.0,276.0,DATE,2.0,
centuries,104.0,281.0,DATE,2.0,
.,105.0,290.0,,2.0,
Wood,0.0,0.0,PERSON,0.0,Wood
declined,1.0,5.0,,0.0,
the,2.0,14.0,,0.0,
chief,3.0,18.0,,0.0,
conductorships,4.0,24.0,,0.0,
of,5.0,39.0,,0.0,
the,6.0,42.0,ORG,0.0,
New,7.0,46.0,ORG,0.0,
York,8.0,50.0,ORG,0.0,York
Philharmonic,9.0,55.0,ORG,0.0,
and,10.0,68.0,,0.0,
Boston,11.0,72.0,ORG,0.0,
Symphony,12.0,79.0,ORG,0.0,
Orchestras,13.0,88.0,ORG,0.0,
",",14.0,98.0,,0.0,
believing,15.0,100.0,,0.0,
it,16.0,110.0,,0.0,York
his,17.0,113.0,,0.0,Wood
duty,18.0,117.0,,0.0,
to,19.0,122.0,,0.0,
serve,20.0,125.0,,0.0,
music,21.0,131.0,,0.0,
in,22.0,137.0,,0.0,
the,23.0,140.0,GPE,0.0,
United,24.0,144.0,GPE,0.0,
Kingdom,25.0,151.0,GPE,0.0,Kingdom
.,26.0,158.0,,0.0,
In,27.0,0.0,,1.0,
addition,28.0,3.0,,1.0,
to,29.0,12.0,,1.0,
the,30.0,15.0,,1.0,
Proms,31.0,19.0,EVENT,1.0,
",",32.0,24.0,,1.0,
he,33.0,26.0,,1.0,Wood
conducted,34.0,29.0,,1.0,
concerts,35.0,39.0,,1.0,
and,36.0,48.0,,1.0,
festivals,37.0,52.0,,1.0,
throughout,38.0,62.0,,1.0,
the,39.0,73.0,,1.0,
country,40.0,77.0,,1.0,Kingdom
and,41.0,85.0,,1.0,
also,42.0,89.0,,1.0,
trained,43.0,94.0,,1.0,
the,44.0,102.0,,1.0,
student,45.0,106.0,,1.0,
orchestra,46.0,114.0,,1.0,
at,47.0,124.0,,1.0,
the,48.0,127.0,ORG,1.0,
Royal,49.0,131.0,ORG,1.0,
Academy,50.0,137.0,ORG,1.0,
of,51.0,145.0,ORG,1.0,
Music,52.0,148.0,ORG,1.0,
.,53.0,153.0,,1.0,
He,54.0,0.0,,2.0,Wood
had,55.0,3.0,,2.0,
an,56.0,7.0,,2.0,
enormous,57.0,10.0,,2.0,
influence,58.0,19.0,,2.0,
on,59.0,29.0,,2.0,
the,60.0,32.0,,2.0,
musical,61.0,36.0,,2.0,
life,62.0,44.0,,2.0,
of,63.0,49.0,,2.0,
Britain,64.0,52.0,GPE,2.0,
over,65.0,60.0,,2.0,
his,66.0,65.0,,2.0,Wood
long,67.0,69.0,,2.0,
career,68.0,74.0,,2.0,
:,69.0,80.0,,2.0,
he,70.0,82.0,,2.0,Wood
and,71.0,85.0,,2.0,
Newman,72.0,89.0,PERSON,2.0,
greatly,73.0,96.0,,2.0,
improved,74.0,104.0,,2.0,
access,75.0,113.0,,2.0,
to,76.0,120.0,,2.0,
classical,77.0,123.0,,2.0,
music,78.0,133.0,,2.0,
",",79.0,138.0,,2.0,
and,80.0,140.0,,2.0,
