token,tokenIndex,charIndex,entType,sentIndex,corefEntityValue
:,8.0,37.0,,0.0,
[,9.0,39.0,,0.0,
ni(k)koˈlɔ,10.0,40.0,,0.0,
ppaɡaˈniːni,11.0,51.0,,0.0,
],12.0,62.0,,0.0,
(,13.0,64.0,,0.0,
listen,14.0,65.0,,0.0,
),15.0,71.0,,0.0,
;,16.0,72.0,,0.0,
27,17.0,74.0,DATE,0.0,
October,18.0,77.0,DATE,0.0,
1782,19.0,85.0,DATE,0.0,
–,20.0,90.0,DATE,0.0,
27,21.0,92.0,DATE,0.0,
May,22.0,95.0,DATE,0.0,
1840,23.0,99.0,DATE,0.0,
),24.0,103.0,,0.0,
was,25.0,105.0,,0.0,
an,26.0,109.0,,0.0,
Italian,27.0,112.0,NORP,0.0,
violinist,28.0,120.0,,0.0,violinist
and,29.0,130.0,,0.0,
composer,30.0,134.0,,0.0,
.,31.0,142.0,,0.0,
He,32.0,0.0,,1.0,violinist
was,33.0,3.0,,1.0,
the,34.0,7.0,,1.0,
most,35.0,11.0,,1.0,
celebrated,36.0,16.0,,1.0,
violin,37.0,27.0,,1.0,
virtuoso,38.0,34.0,,1.0,
of,39.0,43.0,,1.0,
his,40.0,46.0,,1.0,violinist
time,41.0,50.0,,1.0,
",",42.0,54.0,,1.0,
and,43.0,56.0,,1.0,
left,44.0,60.0,,1.0,
his,45.0,65.0,,1.0,violinist
mark,46.0,69.0,,1.0,
as,47.0,74.0,,1.0,
one,48.0,77.0,,1.0,
of,49.0,81.0,,1.0,
the,50.0,84.0,,1.0,
pillars,51.0,88.0,,1.0,
of,52.0,96.0,,1.0,
modern,53.0,99.0,,1.0,
violin,54.0,106.0,,1.0,
technique,55.0,113.0,,1.0,
.,56.0,122.0,,1.0,
His,57.0,0.0,,2.0,violinist
24,58.0,4.0,CARDINAL,2.0,
Caprices,59.0,7.0,,2.0,
for,60.0,16.0,,2.0,
Solo,61.0,20.0,WORK_OF_ART,2.0,
Violin,62.0,25.0,WORK_OF_ART,2.0,
Op,63.0,32.0,WORK_OF_ART,2.0,
.,64.0,34.0,WORK_OF_ART,2.0,
1,65.0,0.0,WORK_OF_ART,3.0,
are,66.0,2.0,,3.0,
among,67.0,6.0,,3.0,
the,68.0,12.0,,3.0,
best,69.0,16.0,,3.0,
known,70.0,21.0,,3.0,
of,71.0,27.0,,3.0,
his,72.0,30.0,,3.0,violinist
compositions,73.0,34.0,,3.0,
and,74.0,47.0,,3.0,
have,75.0,51.0,,3.0,
served,76.0,56.0,,3.0,
as,77.0,63.0,,3.0,
an,78.0,66.0,,3.0,
inspiration,79.0,69.0,,3.0,
for,80.0,81.0,,3.0,
many,81.0,85.0,,3.0,
prominent,82.0,90.0,,3.0,
composers,83.0,100.0,,3.0,
.,84.0,109.0,,3.0,
=,0.0,0.0,,0.0,
=,1.0,1.0,,0.0,
Biography,2.0,0.0,,1.0,
=,3.0,10.0,,1.0,
=,4.0,11.0,,1.0,
=,0.0,0.0,,0.0,
=,1.0,1.0,,0.0,
Biography,2.0,0.0,,1.0,
=,3.0,10.0,,1.0,
=,4.0,11.0,,1.0,
=,0.0,0.0,,0.0,
=,1.0,1.0,,0.0,
=,2.0,2.0,,0.0,
Childhood,3.0,0.0,,1.0,
=,4.0,10.0,,1.0,
=,5.0,0.0,,2.0,
=,6.0,1.0,,2.0,
=,0.0,0.0,,0.0,
=,1.0,1.0,,0.0,
=,2.0,2.0,,0.0,
Childhood,3.0,0.0,,1.0,
=,4.0,10.0,,1.0,
=,5.0,0.0,,2.0,
=,6.0,1.0,,2.0,
Niccolò,0.0,0.0,PERSON,0.0,
Paganini,1.0,8.0,PERSON,0.0,Paganini
was,2.0,17.0,,0.0,
born,3.0,21.0,,0.0,
in,4.0,26.0,,0.0,
Genoa,5.0,29.0,GPE,0.0,Genoa
(,6.0,35.0,,0.0,
then,7.0,36.0,,0.0,
capital,8.0,41.0,,0.0,
of,9.0,49.0,,0.0,
the,10.0,52.0,GPE,0.0,
Republic,11.0,56.0,GPE,0.0,
of,12.0,65.0,GPE,0.0,
Genoa,13.0,68.0,GPE,0.0,Genoa
),14.0,73.0,,0.0,
on,15.0,75.0,,0.0,
27,16.0,78.0,DATE,0.0,
October,17.0,81.0,DATE,0.0,
1782,18.0,89.0,DATE,0.0,
",",19.0,93.0,,0.0,
the,20.0,95.0,,0.0,
third,21.0,99.0,ORDINAL,0.0,
of,22.0,105.0,,0.0,
the,23.0,108.0,,0.0,
six,24.0,112.0,CARDINAL,0.0,
children,25.0,116.0,,0.0,
of,26.0,125.0,,0.0,
Antonio,27.0,128.0,PERSON,0.0,
and,28.0,136.0,,0.0,
Teresa,29.0,140.0,PERSON,0.0,
(,30.0,147.0,,0.0,
née,31.0,148.0,,0.0,
Bocciardo,32.0,152.0,PERSON,0.0,
),33.0,161.0,,0.0,
Paganini,34.0,163.0,,0.0,Paganini
.,35.0,171.0,,0.0,
Paganini,36.0,0.0,PERSON,1.0,Paganini
's,37.0,8.0,,1.0,
father,38.0,11.0,,1.0,
was,39.0,18.0,,1.0,
an,40.0,22.0,,1.0,
unsuccessful,41.0,25.0,,1.0,
trader,42.0,38.0,,1.0,trader
",",43.0,44.0,,1.0,
but,44.0,46.0,,1.0,
he,45.0,50.0,,1.0,trader
managed,46.0,53.0,,1.0,
to,47.0,61.0,,1.0,
supplement,48.0,64.0,,1.0,
his,49.0,75.0,,1.0,trader
income,50.0,79.0,,1.0,
by,51.0,86.0,,1.0,
playing,52.0,89.0,,1.0,
music,53.0,97.0,,1.0,
on,54.0,103.0,,1.0,
the,55.0,106.0,,1.0,
mandolin,56.0,110.0,,1.0,mandolin
.,57.0,118.0,,1.0,
At,58.0,0.0,,2.0,
the,59.0,3.0,DATE,2.0,
age,60.0,7.0,DATE,2.0,
of,61.0,11.0,DATE,2.0,
five,62.0,14.0,DATE,2.0,
",",63.0,18.0,,2.0,
Paganini,64.0,20.0,PERSON,2.0,Paganini
started,65.0,29.0,,2.0,
learning,66.0,37.0,,2.0,
the,67.0,46.0,,2.0,
mandolin,68.0,50.0,,2.0,mandolin
from,69.0,59.0,,2.0,
his,70.0,64.0,,2.0,trader
father,71.0,68.0,,2.0,
and,72.0,75.0,,2.0,
moved,73.0,79.0,,2.0,
to,74.0,85.0,,2.0,
the,75.0,88.0,,2.0,
violin,76.0,92.0,,2.0,
by,77.0,99.0,,2.0,
the,78.0,102.0,DATE,2.0,
age,79.0,106.0,DATE,2.0,
of,80.0,110.0,DATE,2.0,
seven,81.0,113.0,DATE,2.0,
.,82.0,118.0,,2.0,
His,83.0,0.0,,3.0,trader
musical,84.0,4.0,,3.0,
talents,85.0,12.0,,3.0,
were,86.0,20.0,,3.0,
quickly,87.0,25.0,,3.0,
recognized,88.0,33.0,,3.0,
",",89.0,43.0,,3.0,
earning,90.0,45.0,,3.0,
him,91.0,53.0,,3.0,trader
numerous,92.0,57.0,,3.0,
scholarships,93.0,66.0,,3.0,
for,94.0,79.0,,3.0,
violin,95.0,83.0,,3.0,
lessons,96.0,90.0,,3.0,
.,97.0,97.0,,3.0,
The,98.0,0.0,,4.0,
young,99.0,4.0,,4.0,
Paganini,100.0,10.0,PERSON,4.0,Paganini
studied,101.0,19.0,,4.0,
under,102.0,27.0,,4.0,
various,103.0,33.0,,4.0,
local,104.0,41.0,,4.0,
violinists,105.0,47.0,,4.0,violinists
",",106.0,57.0,,4.0,
including,107.0,59.0,,4.0,
Giovanni,108.0,69.0,PERSON,4.0,
Servetto,109.0,78.0,PERSON,4.0,
and,110.0,87.0,,4.0,
Giacomo,111.0,91.0,PERSON,4.0,
Costa,112.0,99.0,PERSON,4.0,
",",113.0,104.0,,4.0,
but,114.0,106.0,,4.0,
his,115.0,110.0,,4.0,trader
progress,116.0,114.0,,4.0,
quickly,117.0,123.0,,4.0,
outpaced,118.0,131.0,,4.0,
their,119.0,140.0,,4.0,violinists
abilities,120.0,146.0,,4.0,
.,121.0,155.0,,4.0,
Paganini,122.0,0.0,PERSON,5.0,Paganini
and,123.0,9.0,,5.0,
his,124.0,13.0,,5.0,trader
father,125.0,17.0,,5.0,
then,126.0,24.0,,5.0,
traveled,127.0,29.0,,5.0,
to,128.0,38.0,,5.0,
Parma,129.0,41.0,GPE,5.0,
to,130.0,47.0,,5.0,
seek,131.0,50.0,,5.0,
further,132.0,55.0,,5.0,
guidance,133.0,63.0,,5.0,
from,134.0,72.0,,5.0,
Alessandro,135.0,77.0,PERSON,5.0,
Rolla,136.0,88.0,PERSON,5.0,Rolla
.,137.0,93.0,,5.0,
But,138.0,0.0,,6.0,
upon,139.0,4.0,,6.0,
listening,140.0,9.0,,6.0,
to,141.0,19.0,,6.0,
Paganini,142.0,22.0,PERSON,6.0,Paganini
's,143.0,30.0,,6.0,
playing,144.0,33.0,,6.0,
",",145.0,40.0,,6.0,
Rolla,146.0,42.0,PERSON,6.0,Rolla
immediately,147.0,48.0,,6.0,
referred,148.0,60.0,,6.0,
him,149.0,69.0,,6.0,trader
to,150.0,73.0,,6.0,
his,151.0,76.0,,6.0,trader
own,152.0,80.0,,6.0,
teacher,153.0,84.0,,6.0,
",",154.0,91.0,,6.0,
Ferdinando,155.0,93.0,PERSON,6.0,
Paer,156.0,104.0,PERSON,6.0,Paer
and,157.0,109.0,,6.0,
",",158.0,112.0,,6.0,
later,159.0,114.0,,6.0,
",",160.0,119.0,,6.0,
Paer,161.0,121.0,PERSON,6.0,Paer
's,162.0,125.0,,6.0,
own,163.0,128.0,,6.0,
teacher,164.0,132.0,,6.0,
",",165.0,139.0,,6.0,
Gasparo,166.0,141.0,PERSON,6.0,
Ghiretti,167.0,149.0,PERSON,6.0,Ghiretti
.,168.0,157.0,,6.0,
Though,169.0,0.0,,7.0,
Paganini,170.0,7.0,PERSON,7.0,Paganini
did,171.0,16.0,,7.0,
not,172.0,20.0,,7.0,
stay,173.0,24.0,,7.0,
long,174.0,29.0,,7.0,
with,175.0,34.0,,7.0,
Paer,176.0,39.0,PERSON,7.0,Paer
or,177.0,44.0,,7.0,
Ghiretti,178.0,47.0,PERSON,7.0,Ghiretti
",",179.0,55.0,,7.0,
the,180.0,57.0,,7.0,
two,181.0,61.0,CARDINAL,7.0,
had,182.0,65.0,,7.0,
considerable,183.0,69.0,,7.0,
influence,184.0,82.0,,7.0,
on,185.0,92.0,,7.0,
his,186.0,95.0,,7.0,trader
compositional,187.0,99.0,,7.0,
style,188.0,113.0,,7.0,
.,189.0,118.0,,7.0,
Niccolò,0.0,0.0,PERSON,0.0,
Paganini,1.0,8.0,PERSON,0.0,Paganini
was,2.0,17.0,,0.0,
born,3.0,21.0,,0.0,
in,4.0,26.0,,0.0,
Genoa,5.0,29.0,GPE,0.0,Genoa
(,6.0,35.0,,0.0,
then,7.0,36.0,,0.0,
capital,8.0,41.0,,0.0,
of,9.0,49.0,,0.0,
the,10.0,52.0,GPE,0.0,
Republic,11.0,56.0,GPE,0.0,
of,12.0,65.0,GPE,0.0,
Genoa,13.0,68.0,GPE,0.0,Genoa
),14.0,73.0,,0.0,
on,15.0,75.0,,0.0,
27,16.0,78.0,DATE,0.0,
October,17.0,81.0,DATE,0.0,
1782,18.0,89.0,DATE,0.0,
",",19.0,93.0,,0.0,
the,20.0,95.0,,0.0,
third,21.0,99.0,ORDINAL,0.0,
of,22.0,105.0,,0.0,
the,23.0,108.0,,0.0,
six,24.0,112.0,CARDINAL,0.0,
children,25.0,116.0,,0.0,
of,26.0,125.0,,0.0,
Antonio,27.0,128.0,PERSON,0.0,
and,28.0,136.0,,0.0,
Teresa,29.0,140.0,PERSON,0.0,
(,30.0,147.0,,0.0,
née,31.0,148.0,,0.0,
Bocciardo,32.0,152.0,PERSON,0.0,
),33.0,161.0,,0.0,
Paganini,34.0,163.0,,0.0,Paganini
.,35.0,171.0,,0.0,
Paganini,36.0,0.0,PERSON,1.0,Paganini
's,37.0,8.0,,1.0,
father,38.0,11.0,,1.0,
was,39.0,18.0,,1.0,
an,40.0,22.0,,1.0,
unsuccessful,41.0,25.0,,1.0,
trader,42.0,38.0,,1.0,trader
",",43.0,44.0,,1.0,
but,44.0,46.0,,1.0,
he,45.0,50.0,,1.0,trader
managed,46.0,53.0,,1.0,
to,47.0,61.0,,1.0,
supplement,48.0,64.0,,1.0,
his,49.0,75.0,,1.0,trader
income,50.0,79.0,,1.0,
by,51.0,86.0,,1.0,
playing,52.0,89.0,,1.0,
music,53.0,97.0,,1.0,
on,54.0,103.0,,1.0,
the,55.0,106.0,,1.0,
mandolin,56.0,110.0,,1.0,mandolin
.,57.0,118.0,,1.0,
At,58.0,0.0,,2.0,
the,59.0,3.0,DATE,2.0,
age,60.0,7.0,DATE,2.0,
of,61.0,11.0,DATE,2.0,
five,62.0,14.0,DATE,2.0,
",",63.0,18.0,,2.0,
Paganini,64.0,20.0,PERSON,2.0,Paganini
started,65.0,29.0,,2.0,
learning,66.0,37.0,,2.0,
the,67.0,46.0,,2.0,
mandolin,68.0,50.0,,2.0,mandolin
from,69.0,59.0,,2.0,
his,70.0,64.0,,2.0,trader
father,71.0,68.0,,2.0,
and,72.0,75.0,,2.0,
moved,73.0,79.0,,2.0,
to,74.0,85.0,,2.0,
the,75.0,88.0,,2.0,
violin,76.0,92.0,,2.0,
by,77.0,99.0,,2.0,
the,78.0,102.0,DATE,2.0,
age,79.0,106.0,DATE,2.0,
of,80.0,110.0,DATE,2.0,
seven,81.0,113.0,DATE,2.0,
.,82.0,118.0,,2.0,
His,83.0,0.0,,3.0,trader
musical,84.0,4.0,,3.0,
talents,85.0,12.0,,3.0,
were,86.0,20.0,,3.0,
quickly,87.0,25.0,,3.0,
recognized,88.0,33.0,,3.0,
",",89.0,43.0,,3.0,
earning,90.0,45.0,,3.0,
him,91.0,53.0,,3.0,trader
numerous,92.0,57.0,,3.0,
scholarships,93.0,66.0,,3.0,
for,94.0,79.0,,3.0,
violin,95.0,83.0,,3.0,
lessons,96.0,90.0,,3.0,
.,97.0,97.0,,3.0,
The,98.0,0.0,,4.0,
young,99.0,4.0,,4.0,
Paganini,100.0,10.0,PERSON,4.0,Paganini
studied,101.0,19.0,,4.0,
under,102.0,27.0,,4.0,
various,103.0,33.0,,4.0,
local,104.0,41.0,,4.0,
violinists,105.0,47.0,,4.0,violinists
",",106.0,57.0,,4.0,
including,107.0,59.0,,4.0,
Giovanni,108.0,69.0,PERSON,4.0,
Servetto,109.0,78.0,PERSON,4.0,
and,110.0,87.0,,4.0,
Giacomo,111.0,91.0,PERSON,4.0,
Costa,112.0,99.0,PERSON,4.0,
",",113.0,104.0,,4.0,
but,114.0,106.0,,4.0,
his,115.0,110.0,,4.0,trader
progress,116.0,114.0,,4.0,
quickly,117.0,123.0,,4.0,
outpaced,118.0,131.0,,4.0,
their,119.0,140.0,,4.0,violinists
abilities,120.0,146.0,,4.0,
.,121.0,155.0,,4.0,
Paganini,122.0,0.0,PERSON,5.0,Paganini
and,123.0,9.0,,5.0,
his,124.0,13.0,,5.0,trader
father,125.0,17.0,,5.0,
then,126.0,24.0,,5.0,
traveled,127.0,29.0,,5.0,
to,128.0,38.0,,5.0,
Parma,129.0,41.0,GPE,5.0,
to,130.0,47.0,,5.0,
seek,131.0,50.0,,5.0,
further,132.0,55.0,,5.0,
guidance,133.0,63.0,,5.0,
from,134.0,72.0,,5.0,
Alessandro,135.0,77.0,PERSON,5.0,
Rolla,136.0,88.0,PERSON,5.0,Rolla
.,137.0,93.0,,5.0,
But,138.0,0.0,,6.0,
upon,139.0,4.0,,6.0,
listening,140.0,9.0,,6.0,
to,141.0,19.0,,6.0,
Paganini,142.0,22.0,PERSON,6.0,Paganini
's,143.0,30.0,,6.0,
playing,144.0,33.0,,6.0,
",",145.0,40.0,,6.0,
Rolla,146.0,42.0,PERSON,6.0,Rolla
immediately,147.0,48.0,,6.0,
referred,148.0,60.0,,6.0,
him,149.0,69.0,,6.0,trader
to,150.0,73.0,,6.0,
his,151.0,76.0,,6.0,trader
own,152.0,80.0,,6.0,
teacher,153.0,84.0,,6.0,
",",154.0,91.0,,6.0,
Ferdinando,155.0,93.0,PERSON,6.0,
Paer,156.0,104.0,PERSON,6.0,Paer
and,157.0,109.0,,6.0,
",",158.0,112.0,,6.0,
later,159.0,114.0,,6.0,
",",160.0,119.0,,6.0,
Paer,161.0,121.0,PERSON,6.0,Paer
's,162.0,125.0,,6.0,
own,163.0,128.0,,6.0,
teacher,164.0,132.0,,6.0,
",",165.0,139.0,,6.0,
Gasparo,166.0,141.0,PERSON,6.0,
Ghiretti,167.0,149.0,PERSON,6.0,Ghiretti
.,168.0,157.0,,6.0,
Though,169.0,0.0,,7.0,
Paganini,170.0,7.0,PERSON,7.0,Paganini
did,171.0,16.0,,7.0,
not,172.0,20.0,,7.0,
stay,173.0,24.0,,7.0,
long,174.0,29.0,,7.0,
with,175.0,34.0,,7.0,
Paer,176.0,39.0,PERSON,7.0,Paer
or,177.0,44.0,,7.0,
Ghiretti,178.0,47.0,PERSON,7.0,Ghiretti
",",179.0,55.0,,7.0,
the,180.0,57.0,,7.0,
two,181.0,61.0,CARDINAL,7.0,
had,182.0,65.0,,7.0,
considerable,183.0,69.0,,7.0,
influence,184.0,82.0,,7.0,
on,185.0,92.0,,7.0,
his,186.0,95.0,,7.0,trader
compositional,187.0,99.0,,7.0,
style,188.0,113.0,,7.0,
.,189.0,118.0,,7.0,
=,0.0,0.0,,0.0,
=,1.0,1.0,,0.0,
=,2.0,2.0,,0.0,
Early,3.0,0.0,,1.0,
career,4.0,6.0,,1.0,
=,5.0,13.0,,1.0,
=,6.0,14.0,,1.0,
=,7.0,15.0,,1.0,
=,0.0,0.0,,0.0,
=,1.0,1.0,,0.0,
=,2.0,2.0,,0.0,
Early,3.0,0.0,,1.0,
career,4.0,6.0,,1.0,
=,5.0,13.0,,1.0,
=,6.0,14.0,,1.0,
=,7.0,15.0,,1.0,
The,0.0,0.0,,0.0,
French,1.0,4.0,NORP,0.0,
invaded,2.0,11.0,,0.0,
northern,3.0,19.0,,0.0,
Italy,4.0,28.0,GPE,0.0,
in,5.0,34.0,,0.0,
March,6.0,37.0,DATE,0.0,
1796,7.0,43.0,DATE,0.0,
",",8.0,47.0,,0.0,
and,9.0,49.0,,0.0,
Genoa,10.0,53.0,GPE,0.0,
was,11.0,59.0,,0.0,
not,12.0,63.0,,0.0,
spared,13.0,67.0,,0.0,
.,14.0,73.0,,0.0,
The,15.0,0.0,,1.0,
Paganinis,16.0,4.0,PERSON,1.0,Paganinis
sought,17.0,14.0,,1.0,
refuge,18.0,21.0,,1.0,
in,19.0,28.0,,1.0,
their,20.0,31.0,,1.0,Paganinis
country,21.0,37.0,,1.0,
property,22.0,45.0,,1.0,
in,23.0,54.0,,1.0,
Romairone,24.0,57.0,GPE,1.0,
",",25.0,66.0,,1.0,
near,26.0,68.0,,1.0,
Bolzaneto,27.0,73.0,GPE,1.0,
.,28.0,82.0,,1.0,
It,29.0,0.0,,2.0,
was,30.0,3.0,,2.0,
in,31.0,7.0,,2.0,
this,32.0,10.0,,2.0,
period,33.0,15.0,,2.0,
that,34.0,22.0,,2.0,
Paganini,35.0,27.0,PERSON,2.0,Paganini
is,36.0,36.0,,2.0,
thought,37.0,39.0,,2.0,
to,38.0,47.0,,2.0,
have,39.0,50.0,,2.0,
developed,40.0,55.0,,2.0,
his,41.0,65.0,,2.0,Paganini
relationship,42.0,69.0,,2.0,
with,43.0,82.0,,2.0,
the,44.0,87.0,,2.0,
guitar,45.0,91.0,,2.0,guitar
.,46.0,97.0,,2.0,
He,47.0,0.0,,3.0,Paganini
mastered,48.0,3.0,,3.0,
the,49.0,12.0,,3.0,
guitar,50.0,16.0,,3.0,guitar
",",51.0,22.0,,3.0,
but,52.0,24.0,,3.0,
preferred,53.0,28.0,,3.0,
to,54.0,38.0,,3.0,
play,55.0,41.0,,3.0,
it,56.0,46.0,,3.0,guitar
in,57.0,49.0,,3.0,
exclusively,58.0,52.0,,3.0,
intimate,59.0,64.0,,3.0,
",",60.0,72.0,,3.0,
rather,61.0,74.0,,3.0,
than,62.0,81.0,,3.0,
public,63.0,86.0,,3.0,
concerts,64.0,93.0,,3.0,
.,65.0,101.0,,3.0,
He,66.0,0.0,,4.0,Paganini
later,67.0,3.0,,4.0,
described,68.0,9.0,,4.0,
the,69.0,19.0,,4.0,
guitar,70.0,23.0,,4.0,guitar
as,71.0,30.0,,4.0,
his,72.0,33.0,,4.0,Paganini
"""",73.0,37.0,,4.0,
constant,74.0,38.0,,4.0,
companion,75.0,47.0,,4.0,
"""",76.0,56.0,,4.0,
on,77.0,58.0,,4.0,
his,78.0,61.0,,4.0,Paganini
concert,79.0,65.0,,4.0,
tours,80.0,73.0,,4.0,
.,81.0,78.0,,4.0,
By,82.0,0.0,,5.0,
1800,83.0,3.0,DATE,5.0,
",",84.0,7.0,,5.0,
Paganini,85.0,9.0,PERSON,5.0,Paganini
and,86.0,18.0,,5.0,
his,87.0,22.0,,5.0,Paganini
father,88.0,26.0,,5.0,
traveled,89.0,33.0,,5.0,
to,90.0,42.0,,5.0,
Livorno,91.0,45.0,GPE,5.0,
",",92.0,52.0,,5.0,
where,93.0,54.0,,5.0,
Paganini,94.0,60.0,PERSON,5.0,Paganini
played,95.0,69.0,,5.0,
in,96.0,76.0,,5.0,
concerts,97.0,79.0,,5.0,
and,98.0,88.0,,5.0,
his,99.0,92.0,,5.0,Paganini
father,100.0,96.0,,5.0,
resumed,101.0,103.0,,5.0,
his,102.0,111.0,,5.0,Paganini
maritime,103.0,115.0,,5.0,
work,104.0,124.0,,5.0,
.,105.0,128.0,,5.0,
In,106.0,0.0,,6.0,
1801,107.0,3.0,DATE,6.0,
",",108.0,7.0,,6.0,
the,109.0,9.0,,6.0,
18,110.0,13.0,DATE,6.0,
-,111.0,15.0,DATE,6.0,
year,112.0,16.0,DATE,6.0,
-,113.0,20.0,DATE,6.0,
old,114.0,21.0,DATE,6.0,
Paganini,115.0,25.0,PERSON,6.0,Paganini
was,116.0,34.0,,6.0,
appointed,117.0,38.0,,6.0,
first,118.0,48.0,,6.0,
violin,119.0,54.0,,6.0,
of,120.0,61.0,,6.0,
the,121.0,64.0,GPE,6.0,
Republic,122.0,68.0,GPE,6.0,
of,123.0,77.0,GPE,6.0,
Lucca,124.0,80.0,GPE,6.0,
",",125.0,85.0,,6.0,
but,126.0,87.0,,6.0,
a,127.0,91.0,,6.0,
substantial,128.0,93.0,,6.0,
portion,129.0,105.0,,6.0,
of,130.0,113.0,,6.0,
his,131.0,116.0,,6.0,Paganini
income,132.0,120.0,,6.0,
came,133.0,127.0,,6.0,
from,134.0,132.0,,6.0,
freelancing,135.0,137.0,,6.0,
.,136.0,148.0,,6.0,
His,137.0,0.0,,7.0,Paganini
fame,138.0,4.0,,7.0,
as,139.0,9.0,,7.0,
a,140.0,12.0,,7.0,
violinist,141.0,14.0,,7.0,
was,142.0,24.0,,7.0,
matched,143.0,28.0,,7.0,
only,144.0,36.0,,7.0,
by,145.0,41.0,,7.0,
his,146.0,44.0,,7.0,Paganini
reputation,147.0,48.0,,7.0,
as,148.0,59.0,,7.0,
a,149.0,62.0,,7.0,
gambler,150.0,64.0,,7.0,
and,151.0,72.0,,7.0,
womanizer,152.0,76.0,,7.0,
.,153.0,85.0,,7.0,
The,0.0,0.0,,0.0,
French,1.0,4.0,NORP,0.0,
invaded,2.0,11.0,,0.0,
northern,3.0,19.0,,0.0,
Italy,4.0,28.0,GPE,0.0,
in,5.0,34.0,,0.0,
March,6.0,37.0,DATE,0.0,
1796,7.0,43.0,DATE,0.0,
",",8.0,47.0,,0.0,
and,9.0,49.0,,0.0,
Genoa,10.0,53.0,GPE,0.0,
was,11.0,59.0,,0.0,
not,12.0,63.0,,0.0,
spared,13.0,67.0,,0.0,
.,14.0,73.0,,0.0,
The,15.0,0.0,,1.0,
Paganinis,16.0,4.0,PERSON,1.0,Paganinis
sought,17.0,14.0,,1.0,
refuge,18.0,21.0,,1.0,
in,19.0,28.0,,1.0,
their,20.0,31.0,,1.0,Paganinis
country,21.0,37.0,,1.0,
property,22.0,45.0,,1.0,
in,23.0,54.0,,1.0,
Romairone,24.0,57.0,GPE,1.0,
",",25.0,66.0,,1.0,
near,26.0,68.0,,1.0,
Bolzaneto,27.0,73.0,GPE,1.0,
