token,tokenIndex,charIndex,entType,sentIndex,corefEntityValue
March,13,52,DATE,0,
1999,14,58,DATE,0,
),15,62,,0,
was,16,64,,0,
an,17,68,,0,
American,18,71,NORP,0,
-,19,79,,0,
born,20,80,,0,
violinist,21,85,,0,violinist
and,22,95,,0,
conductor,23,99,,0,
who,24,109,,0,
spent,25,113,,0,
most,26,119,,0,
of,27,124,,0,
his,28,127,,0,violinist
performing,29,131,,0,
career,30,142,,0,
in,31,149,,0,
Britain,32,152,GPE,0,
.,33,159,,0,
He,34,0,,1,violinist
is,35,3,,1,
widely,36,6,,1,
considered,37,13,,1,
one,38,24,,1,
of,39,28,,1,
the,40,31,,1,
great,41,35,,1,
violinists,42,41,,1,
of,43,52,,1,
the,44,55,DATE,1,
20th,45,59,DATE,1,
century,46,64,DATE,1,
.,47,71,,1,
He,48,0,,2,violinist
played,49,3,,2,
the,50,10,PRODUCT,2,
Soil,51,14,PRODUCT,2,
Stradivarius,52,19,PRODUCT,2,
",",53,31,,2,
considered,54,33,,2,
one,55,44,,2,
of,56,48,,2,
the,57,51,,2,
finest,58,55,,2,
violins,59,62,,2,
made,60,70,,2,
by,61,75,,2,
Italian,62,78,NORP,2,
luthier,63,86,,2,
Antonio,64,94,PERSON,2,
Stradivari,65,102,PERSON,2,
.,66,112,,2,
=,0,0,,0,
=,1,1,,0,
Early,2,0,,1,
life,3,6,,1,
and,4,11,,1,
career,5,15,,1,
=,6,0,,2,
=,7,1,,2,
=,0,0,,0,
=,1,1,,0,
Early,2,0,,1,
life,3,6,,1,
and,4,11,,1,
career,5,15,,1,
=,6,0,,2,
=,7,1,,2,
Yehudi,0,0,PERSON,0,
Menuhin,1,7,PERSON,0,Menuhin
was,2,15,,0,
born,3,19,,0,
in,4,24,,0,
New,5,27,GPE,0,
York,6,31,GPE,0,
City,7,36,GPE,0,
to,8,41,,0,
a,9,44,,0,
family,10,46,,0,
of,11,53,,0,
Lithuanian,12,56,NORP,0,
Jews,13,67,NORP,0,
.,14,71,,0,
Through,15,0,,1,
his,16,8,,1,Menuhin
father,17,12,,1,
Moshe,18,19,PERSON,1,Moshe
",",19,24,,1,
he,20,26,,1,Menuhin
was,21,29,,1,
descended,22,33,,1,
from,23,43,,1,
a,24,48,,1,
rabbinical,25,50,,1,
dynasty,26,61,,1,
.,27,68,,1,
In,28,0,,2,
late,29,3,DATE,2,
1919,30,8,DATE,2,
",",31,12,,2,
Moshe,32,14,PERSON,2,Moshe
and,33,20,,2,
his,34,24,,2,Menuhin
wife,35,28,,2,
Marutha,36,33,PERSON,2,
(,37,41,,2,
née,38,42,,2,
Sher,39,46,PERSON,2,
),40,50,,2,
became,41,52,,2,
American,42,59,NORP,2,
citizens,43,68,,2,
",",44,76,,2,
and,45,78,,2,
changed,46,82,,2,
the,47,90,,2,
family,48,94,,2,
name,49,101,,2,
from,50,106,,2,
Mnuchin,51,111,PERSON,2,
to,52,119,,2,
Menuhin,53,122,PERSON,2,Menuhin
.,54,129,,2,
Menuhin,55,0,PERSON,3,Menuhin
's,56,7,,3,
sisters,57,10,,3,
were,58,18,,3,
concert,59,23,,3,
pianist,60,31,,3,
and,61,39,,3,
human,62,43,,3,
rights,63,49,,3,
activist,64,56,,3,
Hephzibah,65,65,PERSON,3,
",",66,74,,3,
and,67,76,,3,
pianist,68,80,,3,
",",69,87,,3,
painter,70,89,,3,
and,71,97,,3,
poet,72,101,,3,
Yaltah,73,106,PERSON,3,
.,74,112,,3,
Yehudi,0,0,PERSON,0,
Menuhin,1,7,PERSON,0,Menuhin
was,2,15,,0,
born,3,19,,0,
in,4,24,,0,
New,5,27,GPE,0,
York,6,31,GPE,0,
City,7,36,GPE,0,
to,8,41,,0,
a,9,44,,0,
family,10,46,,0,
of,11,53,,0,
Lithuanian,12,56,NORP,0,
Jews,13,67,NORP,0,
.,14,71,,0,
Through,15,0,,1,
his,16,8,,1,Menuhin
father,17,12,,1,
Moshe,18,19,PERSON,1,Moshe
",",19,24,,1,
he,20,26,,1,Menuhin
was,21,29,,1,
descended,22,33,,1,
from,23,43,,1,
a,24,48,,1,
rabbinical,25,50,,1,
dynasty,26,61,,1,
.,27,68,,1,
In,28,0,,2,
late,29,3,DATE,2,
1919,30,8,DATE,2,
",",31,12,,2,
Moshe,32,14,PERSON,2,Moshe
and,33,20,,2,
his,34,24,,2,Menuhin
wife,35,28,,2,
Marutha,36,33,PERSON,2,
(,37,41,,2,
née,38,42,,2,
Sher,39,46,PERSON,2,
),40,50,,2,
became,41,52,,2,
American,42,59,NORP,2,
citizens,43,68,,2,
",",44,76,,2,
and,45,78,,2,
changed,46,82,,2,
the,47,90,,2,
family,48,94,,2,
name,49,101,,2,
from,50,106,,2,
Mnuchin,51,111,PERSON,2,
to,52,119,,2,
Menuhin,53,122,PERSON,2,Menuhin
.,54,129,,2,
Menuhin,55,0,PERSON,3,Menuhin
's,56,7,,3,
sisters,57,10,,3,
were,58,18,,3,
concert,59,23,,3,
pianist,60,31,,3,
and,61,39,,3,
human,62,43,,3,
rights,63,49,,3,
activist,64,56,,3,
Hephzibah,65,65,PERSON,3,
",",66,74,,3,
and,67,76,,3,
pianist,68,80,,3,
",",69,87,,3,
painter,70,89,,3,
and,71,97,,3,
poet,72,101,,3,
Yaltah,73,106,PERSON,3,
.,74,112,,3,
Menuhin,0,0,PERSON,0,Menuhin
's,1,7,,0,
first,2,10,ORDINAL,0,
violin,3,16,,0,
instruction,4,23,,0,
was,5,35,,0,
at,6,39,,0,
age,7,42,DATE,0,
four,8,46,DATE,0,
by,9,51,,0,
Sigmund,10,54,PERSON,0,
Anker,11,62,PERSON,0,Anker
(,12,68,,0,
1891–1958,13,69,,0,
),14,78,,0,
;,15,79,,0,
his,16,81,,0,Anker
parents,17,85,,0,
had,18,93,,0,
wanted,19,97,,0,
Louis,20,104,PERSON,0,
Persinger,21,110,PERSON,0,Persinger
to,22,120,,0,
teach,23,123,,0,
him,24,129,,0,Anker
",",25,132,,0,
but,26,134,,0,
Persinger,27,138,PERSON,0,Persinger
refused,28,148,,0,
.,29,155,,0,
Menuhin,30,0,PERSON,1,Menuhin
displayed,31,8,,1,
exceptional,32,18,,1,
musical,33,30,,1,
talent,34,38,,1,
at,35,45,,1,
an,36,48,,1,
early,37,51,,1,
age,38,57,,1,
.,39,60,,1,
His,40,0,,2,Anker
first,41,4,ORDINAL,2,
public,42,10,,2,
appearance,43,17,,2,
",",44,27,,2,
when,45,29,,2,
he,46,34,,2,Anker
was,47,37,,2,
seven,48,41,DATE,2,
years,49,47,DATE,2,
old,50,53,DATE,2,
",",51,56,,2,
was,52,58,,2,
as,53,62,,2,
solo,54,65,,2,
violinist,55,70,,2,
with,56,80,,2,
the,57,85,ORG,2,
San,58,89,ORG,2,
Francisco,59,93,ORG,2,
Symphony,60,103,ORG,2,
Orchestra,61,112,ORG,2,
in,62,122,,2,
1923,63,125,DATE,2,
.,64,129,,2,
Persinger,65,0,PERSON,3,
then,66,10,,3,
agreed,67,15,,3,
to,68,22,,3,
teach,69,25,,3,
him,70,31,,3,Anker
and,71,35,,3,
accompanied,72,39,,3,
him,73,51,,3,Anker
on,74,55,,3,
the,75,58,,3,
piano,76,62,,3,
for,77,68,,3,
his,78,72,,3,Anker
first,79,76,ORDINAL,3,
few,80,82,,3,
solo,81,86,,3,
recordings,82,91,,3,
in,83,102,,3,
1928–29,84,105,,3,
.,85,112,,3,
Menuhin,0,0,PERSON,0,Menuhin
's,1,7,,0,
first,2,10,ORDINAL,0,
violin,3,16,,0,
instruction,4,23,,0,
was,5,35,,0,
at,6,39,,0,
age,7,42,DATE,0,
four,8,46,DATE,0,
by,9,51,,0,
Sigmund,10,54,PERSON,0,
Anker,11,62,PERSON,0,Anker
(,12,68,,0,
1891–1958,13,69,,0,
),14,78,,0,
;,15,79,,0,
his,16,81,,0,Anker
parents,17,85,,0,
had,18,93,,0,
wanted,19,97,,0,
Louis,20,104,PERSON,0,
Persinger,21,110,PERSON,0,Persinger
to,22,120,,0,
teach,23,123,,0,
him,24,129,,0,Anker
",",25,132,,0,
but,26,134,,0,
Persinger,27,138,PERSON,0,Persinger
refused,28,148,,0,
.,29,155,,0,
Menuhin,30,0,PERSON,1,Menuhin
displayed,31,8,,1,
exceptional,32,18,,1,
musical,33,30,,1,
talent,34,38,,1,
at,35,45,,1,
an,36,48,,1,
early,37,51,,1,
age,38,57,,1,
.,39,60,,1,
His,40,0,,2,Anker
first,41,4,ORDINAL,2,
public,42,10,,2,
appearance,43,17,,2,
",",44,27,,2,
when,45,29,,2,
he,46,34,,2,Anker
was,47,37,,2,
seven,48,41,DATE,2,
years,49,47,DATE,2,
old,50,53,DATE,2,
",",51,56,,2,
was,52,58,,2,
as,53,62,,2,
solo,54,65,,2,
violinist,55,70,,2,
with,56,80,,2,
the,57,85,ORG,2,
San,58,89,ORG,2,
Francisco,59,93,ORG,2,
Symphony,60,103,ORG,2,
Orchestra,61,112,ORG,2,
in,62,122,,2,
1923,63,125,DATE,2,
.,64,129,,2,
Persinger,65,0,PERSON,3,
then,66,10,,3,
agreed,67,15,,3,
to,68,22,,3,
teach,69,25,,3,
him,70,31,,3,Anker
and,71,35,,3,
accompanied,72,39,,3,
him,73,51,,3,Anker
on,74,55,,3,
the,75,58,,3,
piano,76,62,,3,
for,77,68,,3,
his,78,72,,3,Anker
first,79,76,ORDINAL,3,
few,80,82,,3,
solo,81,86,,3,
recordings,82,91,,3,
in,83,102,,3,
1928–29,84,105,,3,
.,85,112,,3,
Julia,0,0,PERSON,0,
Boyd,1,6,PERSON,0,
records,2,11,,0,
:,3,18,,0,
Julia,0,0,PERSON,0,
Boyd,1,6,PERSON,0,
records,2,11,,0,
:,3,18,,0,
On,0,0,,0,
12,1,3,DATE,0,
April,2,6,DATE,0,
1929,3,12,DATE,0,
it,4,17,,0,it
[,5,20,,0,
the,6,21,,0,
Semperoper,7,25,ORG,0,
],8,35,,0,
cancelled,9,37,,0,
its,10,47,,0,it
advertised,11,51,,0,
programme,12,62,,0,
to,13,72,,0,
make,14,75,,0,
way,15,80,,0,
for,16,84,,0,
a,17,88,,0,
performance,18,90,,0,
by,19,102,,0,
the,20,105,,0,
twelve,21,109,DATE,0,
-,22,115,DATE,0,
year,23,116,DATE,0,
-,24,120,DATE,0,
old,25,121,DATE,0,
Yehudi,26,125,PERSON,0,
Menuhin,27,132,PERSON,0,Menuhin
.,28,139,,0,
That,29,0,TIME,1,
night,30,5,TIME,1,
he,31,11,,1,Menuhin
played,32,14,,1,
the,33,21,,1,
Bach,34,25,PERSON,1,
",",35,29,,1,
Beethoven,36,31,PERSON,1,
and,37,41,,1,
Brahms,38,45,PERSON,1,
violin,39,52,,1,
concertos,40,59,,1,
to,41,69,,1,
an,42,72,,1,
ecstatic,43,75,,1,
audience,44,84,,1,
...,45,93,,1,
The,46,0,DATE,2,
week,47,4,DATE,2,
before,48,9,DATE,2,
",",49,15,,2,
Yehudi,50,17,PERSON,2,
had,51,24,,2,
played,52,28,,2,
in,53,35,,2,
Berlin,54,38,GPE,2,
with,55,45,,2,
the,56,50,,2,
Philharmonic,57,54,ORG,2,
under,58,67,,2,
Bruno,59,73,PERSON,2,
Walter,60,79,PERSON,2,
to,61,86,,2,
an,62,89,,2,
equally,63,92,,2,
rapturous,64,100,,2,
response,65,110,,2,
.,66,118,,2,
On,0,0,,0,
12,1,3,DATE,0,
April,2,6,DATE,0,
1929,3,12,DATE,0,
it,4,17,,0,it
[,5,20,,0,
the,6,21,,0,
Semperoper,7,25,ORG,0,
],8,35,,0,
cancelled,9,37,,0,
its,10,47,,0,it
advertised,11,51,,0,
programme,12,62,,0,
to,13,72,,0,
make,14,75,,0,
way,15,80,,0,
for,16,84,,0,
a,17,88,,0,
performance,18,90,,0,
by,19,102,,0,
the,20,105,,0,
twelve,21,109,DATE,0,
-,22,115,DATE,0,
year,23,116,DATE,0,
-,24,120,DATE,0,
old,25,121,DATE,0,
Yehudi,26,125,PERSON,0,
Menuhin,27,132,PERSON,0,Menuhin
.,28,139,,0,
That,29,0,TIME,1,
night,30,5,TIME,1,
he,31,11,,1,Menuhin
played,32,14,,1,
the,33,21,,1,
Bach,34,25,PERSON,1,
",",35,29,,1,
Beethoven,36,31,PERSON,1,
and,37,41,,1,
Brahms,38,45,PERSON,1,
violin,39,52,,1,
concertos,40,59,,1,
to,41,69,,1,
an,42,72,,1,
ecstatic,43,75,,1,
audience,44,84,,1,
...,45,93,,1,
The,46,0,DATE,2,
week,47,4,DATE,2,
before,48,9,DATE,2,
",",49,15,,2,
Yehudi,50,17,PERSON,2,
had,51,24,,2,
played,52,28,,2,
in,53,35,,2,
Berlin,54,38,GPE,2,
with,55,45,,2,
the,56,50,,2,
Philharmonic,57,54,ORG,2,
under,58,67,,2,
Bruno,59,73,PERSON,2,
Walter,60,79,PERSON,2,
to,61,86,,2,
an,62,89,,2,
equally,63,92,,2,
rapturous,64,100,,2,
response,65,110,,2,
.,66,118,,2,
A,0,0,,0,
newspaper,1,2,,0,
critic,2,12,,0,critic
said,3,19,,0,
of,4,24,,0,
his,5,27,,0,critic
Berlin,6,31,GPE,0,
performance,7,38,,0,
:,8,49,,0,
"""",9,51,,0,
There,10,52,,0,
steps,11,58,,0,
a,12,64,,0,
fat,13,66,,0,
little,14,70,,0,
blond,15,77,,0,
boy,16,83,,0,boy
on,17,87,,0,
the,18,90,,0,
podium,19,94,,0,
",",20,100,,0,
and,21,102,,0,
wins,22,106,,0,
at,23,111,,0,
once,24,114,,0,
all,25,119,,0,
hearts,26,123,,0,
as,27,130,,0,
in,28,133,,0,
an,29,136,,0,
irresistibly,30,139,,0,
ludicrous,31,152,,0,
way,32,162,,0,
",",33,165,,0,
like,34,167,,0,
a,35,172,,0,
penguin,36,174,,0,
",",37,181,,0,
he,38,183,,0,boy
alternately,39,186,,0,
places,40,198,,0,
one,41,205,CARDINAL,0,
foot,42,209,,0,
down,43,214,,0,
",",44,218,,0,
then,45,220,,0,
the,46,225,,0,
other,47,229,,0,
.,48,234,,0,
But,49,0,,1,
wait,50,4,,1,
:,51,8,,1,
you,52,10,,1,
will,53,14,,1,
stop,54,19,,1,
laughing,55,24,,1,
when,56,33,,1,
he,57,38,,1,boy
puts,58,41,,1,
his,59,46,,1,boy
bow,60,50,,1,
to,61,54,,1,
the,62,57,,1,
violin,63,61,,1,
to,64,68,,1,
play,65,71,,1,
Bach,66,76,PERSON,1,
's,67,80,,1,
violin,68,83,,1,
concerto,69,90,,1,
in,70,99,,1,
E,71,102,,1,
major,72,104,,1,
no.2,73,110,,1,
.,74,114,,1,
"""",75,115,,1,
A,0,0,,0,
newspaper,1,2,,0,
critic,2,12,,0,critic
said,3,19,,0,
of,4,24,,0,
his,5,27,,0,critic
Berlin,6,31,GPE,0,
performance,7,38,,0,
:,8,49,,0,
"""",9,51,,0,
There,10,52,,0,
steps,11,58,,0,
a,12,64,,0,
fat,13,66,,0,
little,14,70,,0,
blond,15,77,,0,
boy,16,83,,0,boy
on,17,87,,0,
the,18,90,,0,
podium,19,94,,0,
",",20,100,,0,
and,21,102,,0,
wins,22,106,,0,
at,23,111,,0,
once,24,114,,0,
all,25,119,,0,
hearts,26,123,,0,
as,27,130,,0,
in,28,133,,0,
an,29,136,,0,
irresistibly,30,139,,0,
ludicrous,31,152,,0,
way,32,162,,0,
",",33,165,,0,
like,34,167,,0,
a,35,172,,0,
penguin,36,174,,0,
",",37,181,,0,
he,38,183,,0,boy
alternately,39,186,,0,
places,40,198,,0,
one,41,205,CARDINAL,0,
foot,42,209,,0,
down,43,214,,0,
",",44,218,,0,
then,45,220,,0,
the,46,225,,0,
other,47,229,,0,
.,48,234,,0,
But,49,0,,1,
wait,50,4,,1,
:,51,8,,1,
you,52,10,,1,
will,53,14,,1,
stop,54,19,,1,
laughing,55,24,,1,
when,56,33,,1,
he,57,38,,1,boy
puts,58,41,,1,
his,59,46,,1,boy
bow,60,50,,1,
to,61,54,,1,
the,62,57,,1,
violin,63,61,,1,
to,64,68,,1,
play,65,71,,1,
Bach,66,76,PERSON,1,
's,67,80,,1,
violin,68,83,,1,
concerto,69,90,,1,
in,70,99,,1,
E,71,102,,1,
major,72,104,,1,
no.2,73,110,,1,
.,74,114,,1,
"""",75,115,,1,
When,0,0,,0,
the,1,5,,0,
Menuhins,2,9,PERSON,0,
moved,3,18,,0,
to,4,24,,0,
Paris,5,27,GPE,0,
",",6,32,,0,
Persinger,7,34,PERSON,0,Persinger
suggested,8,44,,0,
Menuhin,9,54,PERSON,0,Menuhin
go,10,62,,0,
to,11,65,,0,
Persinger,12,68,PERSON,0,Persinger
's,13,77,,0,
old,14,80,,0,
teacher,15,84,,0,
",",16,91,,0,
Belgian,17,93,NORP,0,
virtuoso,18,101,,0,
and,19,110,,0,
pedagogue,20,114,,0,
Eugène,21,124,PERSON,0,
Ysaÿe,22,131,PERSON,0,Ysaÿe
.,23,136,,0,
Menuhin,24,0,PERSON,1,Menuhin
did,25,8,,1,
have,26,12,,1,
one,27,17,CARDINAL,1,
lesson,28,21,,1,
with,29,28,,1,
Ysaÿe,30,33,PERSON,1,Ysaÿe
",",31,38,,1,
but,32,40,,1,
he,33,44,,1,Menuhin
disliked,34,47,,1,
Ysaÿe,35,56,PERSON,1,Ysaÿe
's,36,61,,1,
teaching,37,64,,1,
method,38,73,,1,
and,39,80,,1,
his,40,84,,1,Menuhin
advanced,41,88,,1,
age,42,97,,1,
.,43,100,,1,
Instead,44,0,,2,
",",45,7,,2,
he,46,9,,2,Menuhin
went,47,12,,2,
to,48,17,,2,
Romanian,49,20,NORP,2,
composer,50,29,,2,
and,51,38,,2,
violinist,52,42,,2,
George,53,52,PERSON,2,
Enescu,54,59,PERSON,2,
",",55,65,,2,
under,56,67,,2,
whose,57,73,,2,
tutelage,58,79,,2,
he,59,88,,2,Menuhin
made,60,91,,2,
recordings,61,96,,2,
with,62,107,,2,
several,63,112,,2,
piano,64,120,,2,
accompanists,65,126,,2,
",",66,138,,2,
including,67,140,,2,
his,68,150,,2,Menuhin
sister,69,154,,2,
Hephzibah,70,161,PERSON,2,
.,71,170,,2,
He,72,0,,3,Menuhin
was,73,3,,3,
also,74,7,,3,
a,75,12,,3,
student,76,14,,3,
of,77,22,,3,
Adolf,78,25,PERSON,3,
Busch,79,31,PERSON,3,
in,80,37,,3,
Basel,81,40,GPE,3,Basel
.,82,45,,3,
He,83,0,,4,Menuhin
stayed,84,3,,4,
in,85,10,,4,
the,86,13,,4,
Swiss,87,17,NORP,4,
city,88,23,,4,Basel
for,89,28,,4,
a,90,32,DATE,4,
bit,91,34,DATE,4,
more,92,38,DATE,4,
than,93,43,DATE,4,
a,94,48,DATE,4,
year,95,50,DATE,4,
",",96,54,,4,
where,97,56,,4,
he,98,62,,4,Menuhin
started,99,65,,4,
to,100,73,,4,
take,101,76,,4,
lessons,102,81,,4,
in,103,89,,4,
German,104,92,LANGUAGE,4,
and,105,99,,4,
Italian,106,103,LANGUAGE,4,
as,107,111,,4,
well,108,114,,4,
.,109,118,,4,
When,0,0,,0,
the,1,5,,0,
Menuhins,2,9,PERSON,0,
moved,3,18,,0,
to,4,24,,0,
Paris,5,27,GPE,0,
",",6,32,,0,
Persinger,7,34,PERSON,0,Persinger
suggested,8,44,,0,
Menuhin,9,54,PERSON,0,Menuhin
go,10,62,,0,
to,11,65,,0,
Persinger,12,68,PERSON,0,Persinger
's,13,77,,0,
old,14,80,,0,
teacher,15,84,,0,
",",16,91,,0,
Belgian,17,93,NORP,0,
virtuoso,18,101,,0,
and,19,110,,0,
pedagogue,20,114,,0,
Eugène,21,124,PERSON,0,
Ysaÿe,22,131,PERSON,0,Ysaÿe
.,23,136,,0,
Menuhin,24,0,PERSON,1,Menuhin
did,25,8,,1,
have,26,12,,1,
one,27,17,CARDINAL,1,
lesson,28,21,,1,
with,29,28,,1,
Ysaÿe,30,33,PERSON,1,Ysaÿe
",",31,38,,1,
but,32,40,,1,
he,33,44,,1,Menuhin
disliked,34,47,,1,
Ysaÿe,35,56,PERSON,1,Ysaÿe
's,36,61,,1,
teaching,37,64,,1,
method,38,73,,1,
and,39,80,,1,
his,40,84,,1,Menuhin
advanced,41,88,,1,
age,42,97,,1,
.,43,100,,1,
Instead,44,0,,2,
",",45,7,,2,
he,46,9,,2,Menuhin
went,47,12,,2,
to,48,17,,2,
Romanian,49,20,NORP,2,
composer,50,29,,2,
and,51,38,,2,
violinist,52,42,,2,
George,53,52,PERSON,2,
Enescu,54,59,PERSON,2,
",",55,65,,2,
under,56,67,,2,
whose,57,73,,2,
tutelage,58,79,,2,
he,59,88,,2,Menuhin
made,60,91,,2,
recordings,61,96,,2,
with,62,107,,2,
several,63,112,,2,
piano,64,120,,2,
accompanists,65,126,,2,
",",66,138,,2,
including,67,140,,2,
his,68,150,,2,Menuhin
sister,69,154,,2,
Hephzibah,70,161,PERSON,2,
.,71,170,,2,
He,72,0,,3,Menuhin
was,73,3,,3,
also,74,7,,3,
a,75,12,,3,
student,76,14,,3,
of,77,22,,3,
Adolf,78,25,PERSON,3,
Busch,79,31,PERSON,3,
in,80,37,,3,
Basel,81,40,GPE,3,Basel
.,82,45,,3,
He,83,0,,4,Menuhin
stayed,84,3,,4,
in,85,10,,4,
the,86,13,,4,
Swiss,87,17,NORP,4,
city,88,23,,4,Basel
for,89,28,,4,
a,90,32,DATE,4,
bit,91,34,DATE,4,
more,92,38,DATE,4,
than,93,43,DATE,4,
a,94,48,DATE,4,
year,95,50,DATE,4,
",",96,54,,4,
where,97,56,,4,
he,98,62,,4,Menuhin
started,99,65,,4,
to,100,73,,4,
take,101,76,,4,
lessons,102,81,,4,
in,103,89,,4,
German,104,92,LANGUAGE,4,
and,105,99,,4,
Italian,106,103,LANGUAGE,4,
as,107,111,,4,
well,108,114,,4,
.,109,118,,4,
According,0,0,,0,
to,1,10,,0,
Henry,2,13,PERSON,0,
A.,3,19,PERSON,0,
Murray,4,22,PERSON,0,
",",5,28,,0,
Menuhin,6,30,PERSON,0,
wrote,7,38,,0,
:,8,43,,0,
According,0,0,,0,
to,1,10,,0,
Henry,2,13,PERSON,0,
A.,3,19,PERSON,0,
Murray,4,22,PERSON,0,
",",5,28,,0,
Menuhin,6,30,PERSON,0,
wrote,7,38,,0,
:,8,43,,0,
Actually,0,0,,0,
",",1,8,,0,
I,2,10,,0,
was,3,12,,0,
gazing,4,16,,0,
in,5,23,,0,
my,6,26,,0,
usual,7,29,,0,
state,8,35,,0,
of,9,41,,0,
being,10,44,,0,
half,11,50,CARDINAL,0,
absent,12,55,,0,
in,13,62,,0,
my,14,65,,0,
own,15,68,,0,
world,16,72,,0,
and,17,78,,0,
half,18,82,CARDINAL,0,
in,19,87,,0,
the,20,90,,0,
present,21,94,,0,
.,22,101,,0,
I,23,0,,1,
have,24,2,,1,
usually,25,7,,1,
been,26,15,,1,
able,27,20,,1,
to,28,25,,1,
"""",29,28,,1,
retire,30,29,,1,
"""",31,35,,1,
in,32,37,,1,
this,33,40,,1,
way,34,45,,1,
.,35,48,,1,
I,36,0,,2,
was,37,2,,2,
also,38,6,,2,
thinking,39,11,,2,
that,40,20,,2,
my,41,25,,2,
life,42,28,,2,life
was,43,33,,2,
tied,44,37,,2,
up,45,42,,2,
with,46,45,,2,
the,47,50,,2,
instrument,48,54,,2,
and,49,65,,2,
would,50,69,,2,
I,51,75,,2,
do,52,77,,2,
it,53,80,,2,life
justice,54,83,,2,
?,55,90,,2,
Actually,0,0,,0,
",",1,8,,0,
I,2,10,,0,
was,3,12,,0,
gazing,4,16,,0,
in,5,23,,0,
my,6,26,,0,
usual,7,29,,0,
state,8,35,,0,
of,9,41,,0,
being,10,44,,0,
half,11,50,CARDINAL,0,
absent,12,55,,0,
in,13,62,,0,
my,14,65,,0,
own,15,68,,0,
world,16,72,,0,
and,17,78,,0,
half,18,82,CARDINAL,0,
in,19,87,,0,
the,20,90,,0,
present,21,94,,0,
.,22,101,,0,
I,23,0,,1,
have,24,2,,1,
usually,25,7,,1,
been,26,15,,1,
able,27,20,,1,
to,28,25,,1,
"""",29,28,,1,
retire,30,29,,1,
"""",31,35,,1,
in,32,37,,1,
this,33,40,,1,
way,34,45,,1,
.,35,48,,1,
I,36,0,,2,
was,37,2,,2,
also,38,6,,2,
thinking,39,11,,2,
that,40,20,,2,
my,41,25,,2,
life,42,28,,2,life
was,43,33,,2,
tied,44,37,,2,
up,45,42,,2,
with,46,45,,2,
the,47,50,,2,
instrument,48,54,,2,
and,49,65,,2,
would,50,69,,2,
I,51,75,,2,
do,52,77,,2,
it,53,80,,2,life
justice,54,83,,2,
?,55,90,,2,
His,0,0,,0,His
first,1,4,ORDINAL,0,
concerto,2,10,,0,
recording,3,19,,0,
was,4,29,,0,
made,5,33,,0,
in,6,38,,0,
1931,7,41,DATE,0,
",",8,45,,0,
Bruch,9,47,PERSON,0,
's,10,52,,0,
G,11,55,,0,
minor,12,57,,0,
",",13,62,,0,
under,14,64,,0,
Sir,15,70,,0,
Landon,16,74,PERSON,0,
Ronald,17,81,PERSON,0,Ronald
in,18,88,,0,
London,19,91,GPE,0,London
",",20,97,,0,
the,21,99,,0,
labels,22,103,,0,
calling,23,110,,0,
him,24,118,,0,His
"""",25,122,,0,
Master,26,123,,0,
Yehudi,27,130,,0,
Menuhin,28,137,,0,
"""",29,144,,0,
.,30,145,,0,
In,31,0,,1,
1932,32,3,DATE,1,
he,33,8,,1,Ronald
recorded,34,11,,1,
Edward,35,20,PERSON,1,
Elgar,36,27,PERSON,1,
's,37,32,PERSON,1,
Violin,38,35,WORK_OF_ART,1,
Concerto,39,42,WORK_OF_ART,1,Concerto
in,40,51,,1,
B,41,54,,1,
minor,42,56,,1,
for,43,62,,1,
