token,tokenIndex,charIndex,entType,sentIndex,corefEntityValue
usually,132,72,,4,
long,133,80,,4,
da,134,85,,4,
capo,135,88,,4,
aria,136,93,,4,
.,137,97,,4,
His,138,0,,5,composer
later,139,4,,5,
operas,140,10,,5,
have,141,17,,5,
half,142,22,CARDINAL,5,
the,143,27,,5,
length,144,31,,5,
of,145,38,,5,
a,146,41,,5,
typical,147,43,,5,
baroque,148,51,,5,
opera,149,59,,5,
.,150,64,,5,
The,0,0,,0,
strong,1,4,,0,
influence,2,11,,0,
of,3,21,,0,
French,4,24,NORP,0,
opera,5,31,,0,
encouraged,6,37,,0,
Gluck,7,48,PERSON,0,Gluck
to,8,54,,0,
move,9,57,,0,
to,10,62,,0,
Paris,11,65,GPE,0,
in,12,71,,0,
November,13,74,DATE,0,
1773,14,83,DATE,0,
.,15,87,,0,
Fusing,16,0,,1,
the,17,7,,1,
traditions,18,11,,1,
of,19,22,,1,
Italian,20,25,NORP,1,
opera,21,33,,1,
and,22,39,,1,
the,23,43,,1,
French,24,47,NORP,1,
(,25,54,,1,
with,26,55,,1,
rich,27,60,,1,
chorus,28,65,,1,
),29,71,,1,
into,30,73,,1,
a,31,78,,1,
unique,32,80,,1,
synthesis,33,87,,1,
",",34,96,,1,
Gluck,35,98,PERSON,1,Gluck
wrote,36,104,,1,
eight,37,110,CARDINAL,1,
operas,38,116,,1,
for,39,123,,1,
the,40,127,,1,
Parisian,41,131,NORP,1,
stage,42,140,,1,
.,43,145,,1,
Iphigénie,44,0,WORK_OF_ART,2,
en,45,10,WORK_OF_ART,2,
Tauride,46,13,WORK_OF_ART,2,
(,47,21,,2,
1779,48,22,DATE,2,
),49,26,,2,
was,50,28,,2,
a,51,32,,2,
great,52,34,,2,
success,53,40,,2,
and,54,48,,2,
is,55,52,,2,
generally,56,55,,2,
acknowledged,57,65,,2,
to,58,78,,2,
be,59,81,,2,
his,60,84,,2,Gluck
finest,61,88,,2,
work,62,95,,2,
.,63,99,,2,
Though,64,0,,3,
he,65,7,,3,Gluck
was,66,10,,3,
extremely,67,14,,3,
popular,68,24,,3,
and,69,32,,3,
widely,70,36,,3,
credited,71,43,,3,
with,72,52,,3,
bringing,73,57,,3,
about,74,66,,3,
a,75,72,,3,
revolution,76,74,,3,
in,77,85,,3,
French,78,88,NORP,3,
opera,79,95,,3,
",",80,100,,3,
Gluck,81,102,PERSON,3,Gluck
's,82,107,,3,
mastery,83,110,,3,
of,84,118,,3,
the,85,121,,3,
Parisian,86,125,NORP,3,
operatic,87,134,,3,
scene,88,143,,3,
was,89,149,,3,
never,90,153,,3,
absolute,91,159,,3,
",",92,167,,3,
and,93,169,,3,
after,94,173,,3,
the,95,179,,3,
poor,96,183,,3,
reception,97,188,,3,
of,98,198,,3,
his,99,201,,3,Gluck
Echo,100,205,WORK_OF_ART,3,
et,101,210,WORK_OF_ART,3,
Narcisse,102,213,WORK_OF_ART,3,
(,103,222,,3,
1779,104,223,DATE,3,
),105,227,,3,
",",106,228,,3,
he,107,230,,3,Gluck
left,108,233,,3,
Paris,109,238,GPE,3,
in,110,244,,3,
disgust,111,247,,3,
and,112,255,,3,
returned,113,259,,3,
to,114,268,,3,
Vienna,115,271,GPE,3,
to,116,278,,3,
live,117,281,,3,
out,118,286,,3,
the,119,290,,3,
remainder,120,294,,3,
of,121,304,,3,
his,122,307,,3,Gluck
life,123,311,,3,
.,124,315,,3,
The,0,0,,0,
strong,1,4,,0,
influence,2,11,,0,
of,3,21,,0,
French,4,24,NORP,0,
opera,5,31,,0,
encouraged,6,37,,0,
Gluck,7,48,PERSON,0,Gluck
to,8,54,,0,
move,9,57,,0,
to,10,62,,0,
Paris,11,65,GPE,0,
in,12,71,,0,
November,13,74,DATE,0,
1773,14,83,DATE,0,
.,15,87,,0,
Fusing,16,0,,1,
the,17,7,,1,
traditions,18,11,,1,
of,19,22,,1,
Italian,20,25,NORP,1,
opera,21,33,,1,
and,22,39,,1,
the,23,43,,1,
French,24,47,NORP,1,
(,25,54,,1,
with,26,55,,1,
rich,27,60,,1,
chorus,28,65,,1,
),29,71,,1,
into,30,73,,1,
a,31,78,,1,
unique,32,80,,1,
synthesis,33,87,,1,
",",34,96,,1,
Gluck,35,98,PERSON,1,Gluck
wrote,36,104,,1,
eight,37,110,CARDINAL,1,
operas,38,116,,1,
for,39,123,,1,
the,40,127,,1,
Parisian,41,131,NORP,1,
stage,42,140,,1,
.,43,145,,1,
Iphigénie,44,0,WORK_OF_ART,2,
en,45,10,WORK_OF_ART,2,
Tauride,46,13,WORK_OF_ART,2,
(,47,21,,2,
1779,48,22,DATE,2,
),49,26,,2,
was,50,28,,2,
a,51,32,,2,
great,52,34,,2,
success,53,40,,2,
and,54,48,,2,
is,55,52,,2,
generally,56,55,,2,
acknowledged,57,65,,2,
to,58,78,,2,
be,59,81,,2,
his,60,84,,2,Gluck
finest,61,88,,2,
work,62,95,,2,
.,63,99,,2,
Though,64,0,,3,
he,65,7,,3,Gluck
was,66,10,,3,
extremely,67,14,,3,
popular,68,24,,3,
and,69,32,,3,
widely,70,36,,3,
credited,71,43,,3,
with,72,52,,3,
bringing,73,57,,3,
about,74,66,,3,
a,75,72,,3,
revolution,76,74,,3,
in,77,85,,3,
French,78,88,NORP,3,
opera,79,95,,3,
",",80,100,,3,
Gluck,81,102,PERSON,3,Gluck
's,82,107,,3,
mastery,83,110,,3,
of,84,118,,3,
the,85,121,,3,
Parisian,86,125,NORP,3,
operatic,87,134,,3,
scene,88,143,,3,
was,89,149,,3,
never,90,153,,3,
absolute,91,159,,3,
",",92,167,,3,
and,93,169,,3,
after,94,173,,3,
the,95,179,,3,
poor,96,183,,3,
reception,97,188,,3,
of,98,198,,3,
his,99,201,,3,Gluck
Echo,100,205,WORK_OF_ART,3,
et,101,210,WORK_OF_ART,3,
Narcisse,102,213,WORK_OF_ART,3,
(,103,222,,3,
1779,104,223,DATE,3,
),105,227,,3,
",",106,228,,3,
he,107,230,,3,Gluck
left,108,233,,3,
Paris,109,238,GPE,3,
in,110,244,,3,
disgust,111,247,,3,
and,112,255,,3,
returned,113,259,,3,
to,114,268,,3,
Vienna,115,271,GPE,3,
to,116,278,,3,
live,117,281,,3,
out,118,286,,3,
the,119,290,,3,
remainder,120,294,,3,
of,121,304,,3,
his,122,307,,3,Gluck
life,123,311,,3,
.,124,315,,3,
=,0,0,,0,
=,1,1,,0,
Life,2,0,,1,
and,3,5,,1,
career,4,9,,1,
=,5,16,,1,
=,6,17,,1,
=,0,0,,0,
=,1,1,,0,
Life,2,0,,1,
and,3,5,,1,
career,4,9,,1,
=,5,16,,1,
=,6,17,,1,
=,0,0,,0,
=,1,1,,0,
=,2,2,,0,
Ancestry,3,0,,1,
and,4,9,,1,
early,5,13,,1,
years,6,19,,1,
=,7,25,,1,
=,8,0,,2,
=,9,1,,2,
=,0,0,,0,
=,1,1,,0,
=,2,2,,0,
Ancestry,3,0,,1,
and,4,9,,1,
early,5,13,,1,
years,6,19,,1,
=,7,25,,1,
=,8,0,,2,
=,9,1,,2,
Gluck,0,0,PERSON,0,Gluck
's,1,5,,0,
earliest,2,8,,0,
known,3,17,,0,
ancestor,4,23,,0,
is,5,32,,0,
his,6,35,,0,Gluck
great,7,39,,0,
-,8,44,,0,
grandfather,9,45,,0,
",",10,56,,0,
Simon,11,58,PERSON,0,
Gluckh,12,64,PERSON,0,
von,13,71,PERSON,0,
Rockenzahn,14,75,PERSON,0,Rockenzahn
",",15,85,,0,
whose,16,87,,0,
name,17,93,,0,
is,18,98,,0,
recorded,19,101,,0,
in,20,110,,0,
the,21,113,,0,
marriage,22,117,,0,
contract,23,126,,0,
(,24,135,,0,
1672,25,136,DATE,0,
),26,140,,0,
of,27,142,,0,
his,28,145,,0,Gluck
son,29,149,,0,
",",30,152,,0,
the,31,154,,0,
forester,32,158,,0,
Johann,33,167,PERSON,0,
(,34,174,PERSON,0,
Hans,35,175,PERSON,0,
),36,179,PERSON,0,
Adam,37,181,PERSON,0,
Gluck,38,186,PERSON,0,Gluck
(,39,192,,0,
c.,40,193,DATE,0,
1649–1722,41,196,DATE,0,
),42,205,DATE,0,
and,43,207,,0,
grandfather,44,211,,0,
of,45,223,,0,
Christoph,46,226,PERSON,0,
.,47,235,,0,
',48,0,,1,
Rockenzahn,49,0,PERSON,2,Rockenzahn
',50,10,,2,
is,51,12,,2,
believed,52,15,,2,
to,53,24,,2,
be,54,27,,2,
Rokycany,55,30,GPE,2,Rokycany
",",56,38,,2,
located,57,40,,2,
in,58,48,,2,
the,59,51,,2,
central,60,55,,2,
part,61,63,,2,
of,62,68,,2,
western,63,71,,2,
Bohemia,64,79,GPE,2,
(,65,87,,2,
about,66,88,QUANTITY,2,
70,67,94,QUANTITY,2,
km,68,97,QUANTITY,2,
southwest,69,100,,2,
of,70,110,,2,
Prague,71,113,GPE,2,
and,72,120,,2,
16,73,124,QUANTITY,2,
km,74,127,QUANTITY,2,
east,75,130,,2,
of,76,135,,2,
Pilsen,77,138,GPE,2,
),78,144,,2,
.,79,145,,2,
The,80,0,,3,
family,81,4,,3,
name,82,11,,3,
Gluck,83,16,PERSON,3,Gluck
(,84,22,,3,
also,85,23,,3,
spelled,86,28,,3,
Gluckh,87,36,PERSON,3,
",",88,42,,3,
Klugh,89,44,PERSON,3,
",",90,49,,3,
Kluch,91,51,PERSON,3,
",",92,56,,3,
etc,93,58,,3,
.,94,61,,3,
),95,62,,3,
likely,96,64,,3,
comes,97,71,,3,
from,98,77,,3,
the,99,82,,3,
Czech,100,86,NORP,3,
word,101,92,,3,word
for,102,97,,3,
boy,103,101,,3,
(,104,105,,3,
kluk,105,106,,3,
),106,110,,3,
.,107,111,,3,
In,108,0,,4,
its,109,3,,4,word
various,110,7,,4,
spellings,111,15,,4,
",",112,24,,4,
it,113,26,,4,word
is,114,29,,4,
repeatedly,115,32,,4,
found,116,43,,4,
in,117,49,,4,
the,118,52,,4,
records,119,56,,4,
of,120,64,,4,
Rokycany,121,67,GPE,4,Rokycany
.,122,75,,4,
Around,123,0,,5,
1675,124,7,DATE,5,
Hans,125,12,PERSON,5,
Adam,126,17,PERSON,5,
moved,127,22,,5,
to,128,28,,5,
Neustadt,129,31,GPE,5,Neustadt
an,130,40,GPE,5,
der,131,43,GPE,5,
Waldnaab,132,47,GPE,5,
in,133,56,,5,
the,134,59,,5,
service,135,63,,5,
of,136,71,,5,
Prince,137,74,,5,
Ferdinand,138,81,PERSON,5,
August,139,91,PERSON,5,
von,140,98,PERSON,5,
Lobkowitz,141,102,PERSON,5,Lobkowitz
",",142,111,,5,
who,143,113,,5,
possessed,144,117,,5,
extensive,145,127,,5,
landholdings,146,137,,5,
in,147,150,,5,
Bohemia,148,153,GPE,5,
as,149,161,,5,
well,150,164,,5,
as,151,169,,5,
the,152,172,,5,
county,153,176,,5,
of,154,183,,5,
Störnstein,155,186,GPE,5,
-,156,196,GPE,5,
Neustadt,157,197,GPE,5,
in,158,206,,5,
the,159,209,GPE,5,
Upper,160,213,GPE,5,
Palatinate,161,219,GPE,5,
.,162,229,,5,
Gluck,163,0,PERSON,6,
's,164,5,,6,
father,165,8,,6,
",",166,14,,6,
Alexander,167,16,PERSON,6,Alexander
",",168,25,,6,
was,169,27,,6,
born,170,31,,6,
in,171,36,,6,
Neustadt,172,39,GPE,6,
an,173,48,GPE,6,
der,174,51,GPE,6,
Waldnaab,175,55,GPE,6,Neustadt
on,176,64,,6,
28,177,67,DATE,6,
October,178,70,DATE,6,
1683,179,78,DATE,6,
",",180,82,,6,
one,181,84,CARDINAL,6,
of,182,88,,6,
four,183,91,CARDINAL,6,
sons,184,96,,6,
of,185,101,,6,
Hans,186,104,PERSON,6,
Adam,187,109,PERSON,6,
Gluck,188,114,PERSON,6,
who,189,120,,6,
became,190,124,,6,
foresters,191,131,,6,
or,192,141,,6,
gamekeepers,193,144,,6,
.,194,155,,6,
Alexander,195,0,PERSON,7,Alexander
served,196,10,,7,
in,197,17,,7,
a,198,20,,7,
contingent,199,22,,7,
of,200,33,,7,
about,201,36,CARDINAL,7,
50,202,42,CARDINAL,7,
soldiers,203,45,,7,
under,204,54,,7,
Philipp,205,60,PERSON,7,
Hyazinth,206,68,PERSON,7,
von,207,77,PERSON,7,
Lobkowitz,208,81,PERSON,7,
",",209,90,,7,
the,210,92,,7,
son,211,96,,7,
of,212,100,,7,
Ferdinand,213,103,PERSON,7,
August,214,113,PERSON,7,
von,215,120,PERSON,7,
Lobkowitz,216,124,PERSON,7,Lobkowitz
",",217,133,,7,
during,218,135,,7,
the,219,142,EVENT,7,
War,220,146,EVENT,7,
of,221,150,EVENT,7,
Spanish,222,153,EVENT,7,
Succession,223,161,EVENT,7,
",",224,171,,7,
and,225,173,,7,
",",226,176,,7,
according,227,178,,7,
to,228,188,,7,
Gluck,229,191,PERSON,7,
family,230,197,,7,
tradition,231,204,,7,
",",232,213,,7,
rose,233,215,,7,
to,234,220,,7,
the,235,223,,7,
level,236,227,,7,
of,237,233,,7,
gunbearer,238,236,,7,
to,239,246,,7,
the,240,249,,7,
great,241,253,,7,
general,242,259,,7,
of,243,267,,7,
the,244,270,,7,
imperial,245,274,,7,
forces,246,283,,7,
",",247,289,,7,
Eugene,248,291,PERSON,7,
of,249,298,PERSON,7,
Savoy,250,301,PERSON,7,
.,251,306,,7,
In,252,0,,8,
1711,253,3,DATE,8,
Alexander,254,8,PERSON,8,Alexander
settled,255,18,,8,
outside,256,26,,8,
Berching,257,34,GPE,8,
as,258,43,,8,
a,259,46,,8,
forester,260,48,,8,
and,261,57,,8,
hunter,262,61,,8,
in,263,68,,8,
the,264,71,,8,
service,265,75,,8,
of,266,83,,8,
the,267,86,,8,
monastery,268,90,,8,
Seligenporten,269,100,GPE,8,
",",270,113,,8,
Plankstetten,271,115,ORG,8,
Abbey,272,128,ORG,8,
",",273,133,,8,
and,274,135,,8,
the,275,139,,8,
mayors,276,143,,8,
of,277,150,,8,
Neumarkt,278,153,GPE,8,
in,279,162,,8,
der,280,165,,8,
Oberpfalz,281,169,GPE,8,
.,282,178,,8,
He,283,0,,9,Alexander
took,284,3,,9,
the,285,8,,9,
vacant,286,12,,9,
position,287,19,,9,
of,288,28,,9,
hunter,289,31,,9,
in,290,38,,9,
Erasbach,291,41,GPE,9,
in,292,50,,9,
1711,293,53,DATE,9,
or,294,58,,9,
1712,295,61,DATE,9,
(,296,66,,9,
his,297,67,,9,Alexander
predecessor,298,71,,9,
had,299,83,,9,
been,300,87,,9,
found,301,92,,9,
shot,302,98,,9,
in,303,103,,9,
the,304,106,,9,
forest,305,110,,9,
),306,116,,9,
.,307,117,,9,
Gluck,0,0,PERSON,0,Gluck
's,1,5,,0,
earliest,2,8,,0,
known,3,17,,0,
ancestor,4,23,,0,
is,5,32,,0,
his,6,35,,0,Gluck
great,7,39,,0,
-,8,44,,0,
grandfather,9,45,,0,
",",10,56,,0,
Simon,11,58,PERSON,0,
Gluckh,12,64,PERSON,0,
von,13,71,PERSON,0,
Rockenzahn,14,75,PERSON,0,Rockenzahn
",",15,85,,0,
whose,16,87,,0,
name,17,93,,0,
is,18,98,,0,
recorded,19,101,,0,
in,20,110,,0,
the,21,113,,0,
marriage,22,117,,0,
contract,23,126,,0,
(,24,135,,0,
1672,25,136,DATE,0,
),26,140,,0,
of,27,142,,0,
his,28,145,,0,Gluck
son,29,149,,0,
",",30,152,,0,
the,31,154,,0,
forester,32,158,,0,
Johann,33,167,PERSON,0,
(,34,174,PERSON,0,
Hans,35,175,PERSON,0,
),36,179,PERSON,0,
Adam,37,181,PERSON,0,
Gluck,38,186,PERSON,0,Gluck
(,39,192,,0,
c.,40,193,DATE,0,
1649–1722,41,196,DATE,0,
),42,205,DATE,0,
and,43,207,,0,
grandfather,44,211,,0,
of,45,223,,0,
Christoph,46,226,PERSON,0,
.,47,235,,0,
',48,0,,1,
Rockenzahn,49,0,PERSON,2,Rockenzahn
',50,10,,2,
is,51,12,,2,
believed,52,15,,2,
to,53,24,,2,
be,54,27,,2,
Rokycany,55,30,GPE,2,Rokycany
",",56,38,,2,
located,57,40,,2,
in,58,48,,2,
the,59,51,,2,
central,60,55,,2,
part,61,63,,2,
of,62,68,,2,
western,63,71,,2,
Bohemia,64,79,GPE,2,
(,65,87,,2,
about,66,88,QUANTITY,2,
70,67,94,QUANTITY,2,
km,68,97,QUANTITY,2,
southwest,69,100,,2,
of,70,110,,2,
Prague,71,113,GPE,2,
and,72,120,,2,
16,73,124,QUANTITY,2,
km,74,127,QUANTITY,2,
east,75,130,,2,
of,76,135,,2,
Pilsen,77,138,GPE,2,
),78,144,,2,
.,79,145,,2,
The,80,0,,3,
family,81,4,,3,
name,82,11,,3,
Gluck,83,16,PERSON,3,Gluck
(,84,22,,3,
also,85,23,,3,
spelled,86,28,,3,
Gluckh,87,36,PERSON,3,
",",88,42,,3,
Klugh,89,44,PERSON,3,
",",90,49,,3,
Kluch,91,51,PERSON,3,
",",92,56,,3,
etc,93,58,,3,
.,94,61,,3,
),95,62,,3,
likely,96,64,,3,
comes,97,71,,3,
from,98,77,,3,
the,99,82,,3,
Czech,100,86,NORP,3,
word,101,92,,3,word
for,102,97,,3,
boy,103,101,,3,
(,104,105,,3,
kluk,105,106,,3,
),106,110,,3,
.,107,111,,3,
In,108,0,,4,
its,109,3,,4,word
various,110,7,,4,
spellings,111,15,,4,
",",112,24,,4,
it,113,26,,4,word
is,114,29,,4,
repeatedly,115,32,,4,
found,116,43,,4,
in,117,49,,4,
the,118,52,,4,
records,119,56,,4,
of,120,64,,4,
Rokycany,121,67,GPE,4,Rokycany
.,122,75,,4,
Around,123,0,,5,
1675,124,7,DATE,5,
Hans,125,12,PERSON,5,
Adam,126,17,PERSON,5,
moved,127,22,,5,
to,128,28,,5,
Neustadt,129,31,GPE,5,Neustadt
an,130,40,GPE,5,
der,131,43,GPE,5,
Waldnaab,132,47,GPE,5,
in,133,56,,5,
the,134,59,,5,
service,135,63,,5,
of,136,71,,5,
Prince,137,74,,5,
Ferdinand,138,81,PERSON,5,
August,139,91,PERSON,5,
von,140,98,PERSON,5,
Lobkowitz,141,102,PERSON,5,Lobkowitz
",",142,111,,5,
who,143,113,,5,
possessed,144,117,,5,
extensive,145,127,,5,
landholdings,146,137,,5,
in,147,150,,5,
Bohemia,148,153,GPE,5,
as,149,161,,5,
well,150,164,,5,
as,151,169,,5,
the,152,172,,5,
county,153,176,,5,
of,154,183,,5,
Störnstein,155,186,GPE,5,
-,156,196,GPE,5,
Neustadt,157,197,GPE,5,
in,158,206,,5,
the,159,209,GPE,5,
Upper,160,213,GPE,5,
Palatinate,161,219,GPE,5,
.,162,229,,5,
Gluck,163,0,PERSON,6,
's,164,5,,6,
father,165,8,,6,
",",166,14,,6,
Alexander,167,16,PERSON,6,Alexander
",",168,25,,6,
was,169,27,,6,
born,170,31,,6,
in,171,36,,6,
Neustadt,172,39,GPE,6,
an,173,48,GPE,6,
der,174,51,GPE,6,
Waldnaab,175,55,GPE,6,Neustadt
on,176,64,,6,
28,177,67,DATE,6,
October,178,70,DATE,6,
1683,179,78,DATE,6,
",",180,82,,6,
one,181,84,CARDINAL,6,
of,182,88,,6,
four,183,91,CARDINAL,6,
sons,184,96,,6,
of,185,101,,6,
Hans,186,104,PERSON,6,
Adam,187,109,PERSON,6,
Gluck,188,114,PERSON,6,
who,189,120,,6,
became,190,124,,6,
foresters,191,131,,6,
or,192,141,,6,
gamekeepers,193,144,,6,
.,194,155,,6,
Alexander,195,0,PERSON,7,Alexander
served,196,10,,7,
in,197,17,,7,
a,198,20,,7,
contingent,199,22,,7,
of,200,33,,7,
about,201,36,CARDINAL,7,
50,202,42,CARDINAL,7,
soldiers,203,45,,7,
under,204,54,,7,
Philipp,205,60,PERSON,7,
Hyazinth,206,68,PERSON,7,
von,207,77,PERSON,7,
Lobkowitz,208,81,PERSON,7,
",",209,90,,7,
the,210,92,,7,
son,211,96,,7,
of,212,100,,7,
Ferdinand,213,103,PERSON,7,
August,214,113,PERSON,7,
von,215,120,PERSON,7,
Lobkowitz,216,124,PERSON,7,Lobkowitz
",",217,133,,7,
during,218,135,,7,
the,219,142,EVENT,7,
War,220,146,EVENT,7,
of,221,150,EVENT,7,
Spanish,222,153,EVENT,7,
Succession,223,161,EVENT,7,
",",224,171,,7,
and,225,173,,7,
",",226,176,,7,
according,227,178,,7,
to,228,188,,7,
Gluck,229,191,PERSON,7,
family,230,197,,7,
tradition,231,204,,7,
",",232,213,,7,
rose,233,215,,7,
to,234,220,,7,
the,235,223,,7,
level,236,227,,7,
of,237,233,,7,
gunbearer,238,236,,7,
to,239,246,,7,
the,240,249,,7,
great,241,253,,7,
general,242,259,,7,
of,243,267,,7,
the,244,270,,7,
imperial,245,274,,7,
forces,246,283,,7,
",",247,289,,7,
Eugene,248,291,PERSON,7,
of,249,298,PERSON,7,
Savoy,250,301,PERSON,7,
