token,tokenIndex,charIndex,entType,sentIndex,corefEntityValue
in,74,144,,1,
her,75,147,,1,Fitzgerald
scat,76,151,,1,
singing,77,156,,1,
.,78,163,,1,
After,0,0,,0,
a,1,6,,0,
tumultuous,2,8,,0,
adolescence,3,19,,0,
",",4,30,,0,
Fitzgerald,5,32,PERSON,0,Fitzgerald
found,6,43,,0,
stability,7,49,,0,
in,8,59,,0,
musical,9,62,,0,
success,10,70,,0,
with,11,78,,0,
the,12,83,ORG,0,
Chick,13,87,ORG,0,
Webb,14,93,ORG,0,
Orchestra,15,98,ORG,0,
",",16,107,,0,
performing,17,109,,0,
across,18,120,,0,
the,19,127,,0,
country,20,131,,0,
but,21,139,,0,
most,22,143,,0,
often,23,148,,0,
associated,24,154,,0,
with,25,165,,0,
the,26,170,ORG,0,
Savoy,27,174,ORG,0,
Ballroom,28,180,ORG,0,
in,29,189,,0,
Harlem,30,192,GPE,0,
.,31,198,,0,
Her,32,0,,1,Fitzgerald
rendition,33,4,,1,
of,34,14,,1,
the,35,17,,1,
nursery,36,21,,1,
rhyme,37,29,,1,
"""",38,35,,1,
A,39,36,,1,
-,40,37,,1,
Tisket,41,38,,1,
",",42,44,,1,
A,43,46,,1,
-,44,47,,1,
Tasket,45,48,,1,
"""",46,54,,1,
helped,47,56,,1,
boost,48,63,,1,
both,49,69,,1,
her,50,74,,1,Fitzgerald
and,51,78,,1,
Webb,52,82,PERSON,1,Webb
to,53,87,,1,
national,54,90,,1,
fame,55,99,,1,
.,56,103,,1,
After,57,0,,2,
taking,58,6,,2,
over,59,13,,2,
the,60,18,,2,
band,61,22,,2,band
when,62,27,,2,
Webb,63,32,PERSON,2,Webb
died,64,37,,2,
",",65,41,,2,
Fitzgerald,66,43,PERSON,2,Fitzgerald
left,67,54,,2,
it,68,59,,2,band
behind,69,62,,2,
in,70,69,,2,
1942,71,72,DATE,2,
to,72,77,,2,
start,73,80,,2,
her,74,86,,2,Fitzgerald
solo,75,90,,2,
career,76,95,,2,
.,77,101,,2,
After,0,0,,0,
a,1,6,,0,
tumultuous,2,8,,0,
adolescence,3,19,,0,
",",4,30,,0,
Fitzgerald,5,32,PERSON,0,Fitzgerald
found,6,43,,0,
stability,7,49,,0,
in,8,59,,0,
musical,9,62,,0,
success,10,70,,0,
with,11,78,,0,
the,12,83,ORG,0,
Chick,13,87,ORG,0,
Webb,14,93,ORG,0,
Orchestra,15,98,ORG,0,
",",16,107,,0,
performing,17,109,,0,
across,18,120,,0,
the,19,127,,0,
country,20,131,,0,
but,21,139,,0,
most,22,143,,0,
often,23,148,,0,
associated,24,154,,0,
with,25,165,,0,
the,26,170,ORG,0,
Savoy,27,174,ORG,0,
Ballroom,28,180,ORG,0,
in,29,189,,0,
Harlem,30,192,GPE,0,
.,31,198,,0,
Her,32,0,,1,Fitzgerald
rendition,33,4,,1,
of,34,14,,1,
the,35,17,,1,
nursery,36,21,,1,
rhyme,37,29,,1,
"""",38,35,,1,
A,39,36,,1,
-,40,37,,1,
Tisket,41,38,,1,
",",42,44,,1,
A,43,46,,1,
-,44,47,,1,
Tasket,45,48,,1,
"""",46,54,,1,
helped,47,56,,1,
boost,48,63,,1,
both,49,69,,1,
her,50,74,,1,Fitzgerald
and,51,78,,1,
Webb,52,82,PERSON,1,Webb
to,53,87,,1,
national,54,90,,1,
fame,55,99,,1,
.,56,103,,1,
After,57,0,,2,
taking,58,6,,2,
over,59,13,,2,
the,60,18,,2,
band,61,22,,2,band
when,62,27,,2,
Webb,63,32,PERSON,2,Webb
died,64,37,,2,
",",65,41,,2,
Fitzgerald,66,43,PERSON,2,Fitzgerald
left,67,54,,2,
it,68,59,,2,band
behind,69,62,,2,
in,70,69,,2,
1942,71,72,DATE,2,
to,72,77,,2,
start,73,80,,2,
her,74,86,,2,Fitzgerald
solo,75,90,,2,
career,76,95,,2,
.,77,101,,2,
Her,0,0,,0,Her
manager,1,4,,0,
was,2,12,,0,
Moe,3,16,PERSON,0,
Gale,4,20,PERSON,0,Gale
",",5,24,,0,
co,6,26,,0,
-,7,28,,0,
founder,8,29,,0,
of,9,37,,0,
the,10,40,,0,
Savoy,11,44,ORG,0,
",",12,49,,0,
until,13,51,,0,
she,14,57,,0,Her
turned,15,61,,0,
the,16,68,,0,
rest,17,72,,0,
of,18,77,,0,
her,19,80,,0,Gale
career,20,84,,0,
over,21,91,,0,
to,22,96,,0,
Norman,23,99,PERSON,0,
Granz,24,106,PERSON,0,
",",25,111,,0,
who,26,113,,0,
founded,27,117,,0,
Verve,28,125,ORG,0,
Records,29,131,ORG,0,
to,30,139,,0,
produce,31,142,,0,
new,32,150,,0,
records,33,154,,0,
by,34,162,,0,
Fitzgerald,35,165,PERSON,0,
.,36,175,,0,
With,37,0,,1,
Verve,38,5,ORG,1,
she,39,11,,1,Gale
recorded,40,15,,1,
some,41,24,,1,
of,42,29,,1,
her,43,32,,1,Gale
more,44,36,,1,
widely,45,41,,1,
noted,46,48,,1,
works,47,54,,1,
",",48,59,,1,
particularly,49,61,,1,
her,50,74,,1,Gale
interpretations,51,78,,1,
of,52,94,,1,
the,53,97,WORK_OF_ART,1,
Great,54,101,WORK_OF_ART,1,
American,55,107,WORK_OF_ART,1,
Songbook,56,116,WORK_OF_ART,1,
.,57,124,,1,
Her,0,0,,0,Her
manager,1,4,,0,
was,2,12,,0,
Moe,3,16,PERSON,0,
Gale,4,20,PERSON,0,Gale
",",5,24,,0,
co,6,26,,0,
-,7,28,,0,
founder,8,29,,0,
of,9,37,,0,
the,10,40,,0,
Savoy,11,44,ORG,0,
",",12,49,,0,
until,13,51,,0,
she,14,57,,0,Her
turned,15,61,,0,
the,16,68,,0,
rest,17,72,,0,
of,18,77,,0,
her,19,80,,0,Gale
career,20,84,,0,
over,21,91,,0,
to,22,96,,0,
Norman,23,99,PERSON,0,
Granz,24,106,PERSON,0,
",",25,111,,0,
who,26,113,,0,
founded,27,117,,0,
Verve,28,125,ORG,0,
Records,29,131,ORG,0,
to,30,139,,0,
produce,31,142,,0,
new,32,150,,0,
records,33,154,,0,
by,34,162,,0,
Fitzgerald,35,165,PERSON,0,
.,36,175,,0,
With,37,0,,1,
Verve,38,5,ORG,1,
she,39,11,,1,Gale
recorded,40,15,,1,
some,41,24,,1,
of,42,29,,1,
her,43,32,,1,Gale
more,44,36,,1,
widely,45,41,,1,
noted,46,48,,1,
works,47,54,,1,
",",48,59,,1,
particularly,49,61,,1,
her,50,74,,1,Gale
interpretations,51,78,,1,
of,52,94,,1,
the,53,97,WORK_OF_ART,1,
Great,54,101,WORK_OF_ART,1,
American,55,107,WORK_OF_ART,1,
Songbook,56,116,WORK_OF_ART,1,
.,57,124,,1,
While,0,0,,0,
Fitzgerald,1,6,PERSON,0,Fitzgerald
appeared,2,17,,0,
in,3,26,,0,
movies,4,29,,0,
and,5,36,,0,
as,6,40,,0,
a,7,43,,0,
guest,8,45,,0,
on,9,51,,0,
popular,10,54,,0,
television,11,62,,0,
shows,12,73,,0,
in,13,79,,0,
the,14,82,DATE,0,
second,15,86,DATE,0,
half,16,93,DATE,0,
of,17,98,DATE,0,
the,18,101,DATE,0,
twentieth,19,105,DATE,0,
century,20,115,DATE,0,
",",21,122,,0,
her,22,124,,0,Fitzgerald
musical,23,128,,0,
collaborations,24,136,,0,
with,25,151,,0,
Louis,26,156,PERSON,0,
Armstrong,27,162,PERSON,0,
",",28,171,,0,
Duke,29,173,PERSON,0,
Ellington,30,178,PERSON,0,
",",31,187,,0,
and,32,189,,0,
The,33,193,ORG,0,
Ink,34,197,ORG,0,
Spots,35,201,ORG,0,
were,36,207,,0,
some,37,212,,0,
of,38,217,,0,
her,39,220,,0,Fitzgerald
most,40,224,,0,
notable,41,229,,0,
acts,42,237,,0,
outside,43,242,,0,
of,44,250,,0,
her,45,253,,0,Fitzgerald
solo,46,257,,0,
career,47,262,,0,
.,48,268,,0,
These,49,0,,1,
partnerships,50,6,,1,
produced,51,19,,1,
some,52,28,,1,
of,53,33,,1,
her,54,36,,1,Fitzgerald
best,55,40,,1,
-,56,44,,1,
known,57,45,,1,
songs,58,51,,1,
such,59,57,,1,
as,60,62,,1,
"""",61,65,,1,
Dream,62,66,WORK_OF_ART,1,
a,63,72,WORK_OF_ART,1,
Little,64,74,WORK_OF_ART,1,
Dream,65,81,WORK_OF_ART,1,
of,66,87,WORK_OF_ART,1,
Me,67,90,WORK_OF_ART,1,
"""",68,92,,1,
",",69,93,,1,
"""",70,95,,1,
Cheek,71,96,WORK_OF_ART,1,
to,72,102,WORK_OF_ART,1,
Cheek,73,105,WORK_OF_ART,1,
"""",74,110,,1,
",",75,111,,1,
"""",76,113,,1,
Into,77,114,WORK_OF_ART,1,
Each,78,119,WORK_OF_ART,1,
Life,79,124,WORK_OF_ART,1,
Some,80,129,,1,
Rain,81,134,,1,Rain
Must,82,139,,1,
Fall,83,144,,1,
"""",84,148,,1,
",",85,149,,1,
and,86,151,,1,
"""",87,155,,1,
It,88,156,WORK_OF_ART,1,Rain
Do,89,159,WORK_OF_ART,1,
n't,90,161,WORK_OF_ART,1,
Mean,91,165,WORK_OF_ART,1,
a,92,170,WORK_OF_ART,1,
Thing,93,172,WORK_OF_ART,1,
(,94,178,WORK_OF_ART,1,
If,95,179,,1,
It,96,182,,1,Rain
Ai,97,185,,1,
n't,98,187,,1,
Got,99,191,,1,
That,100,195,,1,
Swing,101,200,,1,
),102,205,,1,
"""",103,206,,1,
.,104,207,,1,
While,0,0,,0,
Fitzgerald,1,6,PERSON,0,Fitzgerald
appeared,2,17,,0,
in,3,26,,0,
movies,4,29,,0,
and,5,36,,0,
as,6,40,,0,
a,7,43,,0,
guest,8,45,,0,
on,9,51,,0,
popular,10,54,,0,
television,11,62,,0,
shows,12,73,,0,
in,13,79,,0,
the,14,82,DATE,0,
second,15,86,DATE,0,
half,16,93,DATE,0,
of,17,98,DATE,0,
the,18,101,DATE,0,
twentieth,19,105,DATE,0,
century,20,115,DATE,0,
",",21,122,,0,
her,22,124,,0,Fitzgerald
musical,23,128,,0,
collaborations,24,136,,0,
with,25,151,,0,
Louis,26,156,PERSON,0,
Armstrong,27,162,PERSON,0,
",",28,171,,0,
Duke,29,173,PERSON,0,
Ellington,30,178,PERSON,0,
",",31,187,,0,
and,32,189,,0,
The,33,193,ORG,0,
Ink,34,197,ORG,0,
Spots,35,201,ORG,0,
were,36,207,,0,
some,37,212,,0,
of,38,217,,0,
her,39,220,,0,Fitzgerald
most,40,224,,0,
notable,41,229,,0,
acts,42,237,,0,
outside,43,242,,0,
of,44,250,,0,
her,45,253,,0,Fitzgerald
solo,46,257,,0,
career,47,262,,0,
.,48,268,,0,
These,49,0,,1,
partnerships,50,6,,1,
produced,51,19,,1,
some,52,28,,1,
of,53,33,,1,
her,54,36,,1,Fitzgerald
best,55,40,,1,
-,56,44,,1,
known,57,45,,1,
songs,58,51,,1,
such,59,57,,1,
as,60,62,,1,
"""",61,65,,1,
Dream,62,66,WORK_OF_ART,1,
a,63,72,WORK_OF_ART,1,
Little,64,74,WORK_OF_ART,1,
Dream,65,81,WORK_OF_ART,1,
of,66,87,WORK_OF_ART,1,
Me,67,90,WORK_OF_ART,1,
"""",68,92,,1,
",",69,93,,1,
"""",70,95,,1,
Cheek,71,96,WORK_OF_ART,1,
to,72,102,WORK_OF_ART,1,
Cheek,73,105,WORK_OF_ART,1,
"""",74,110,,1,
",",75,111,,1,
"""",76,113,,1,
Into,77,114,WORK_OF_ART,1,
Each,78,119,WORK_OF_ART,1,
Life,79,124,WORK_OF_ART,1,
Some,80,129,,1,
Rain,81,134,,1,Rain
Must,82,139,,1,
Fall,83,144,,1,
"""",84,148,,1,
",",85,149,,1,
and,86,151,,1,
"""",87,155,,1,
It,88,156,WORK_OF_ART,1,Rain
Do,89,159,WORK_OF_ART,1,
n't,90,161,WORK_OF_ART,1,
Mean,91,165,WORK_OF_ART,1,
a,92,170,WORK_OF_ART,1,
Thing,93,172,WORK_OF_ART,1,
(,94,178,WORK_OF_ART,1,
If,95,179,,1,
It,96,182,,1,Rain
Ai,97,185,,1,
n't,98,187,,1,
Got,99,191,,1,
That,100,195,,1,
Swing,101,200,,1,
),102,205,,1,
"""",103,206,,1,
.,104,207,,1,
In,0,0,,0,
1993,1,3,DATE,0,
",",2,7,,0,
after,3,9,,0,
a,4,15,,0,
career,5,17,,0,
of,6,24,,0,
nearly,7,27,DATE,0,
60,8,34,DATE,0,
years,9,37,DATE,0,
",",10,42,,0,
she,11,44,,0,she
gave,12,48,,0,
her,13,53,,0,she
last,14,57,,0,
public,15,62,,0,
performance,16,69,,0,
.,17,80,,0,
Three,18,0,DATE,1,
years,19,6,DATE,1,
later,20,12,DATE,1,
",",21,17,,1,
she,22,19,,1,she
died,23,23,,1,
at,24,28,,1,
the,25,31,DATE,1,
age,26,35,DATE,1,
of,27,39,DATE,1,
79,28,42,DATE,1,
after,29,45,,1,
years,30,51,DATE,1,
of,31,57,,1,
declining,32,60,,1,
health,33,70,,1,
.,34,76,,1,
Her,35,0,,2,she
accolades,36,4,,2,
included,37,14,,2,
fourteen,38,23,CARDINAL,2,
Grammy,39,32,WORK_OF_ART,2,
Awards,40,39,WORK_OF_ART,2,
",",41,45,,2,
the,42,47,WORK_OF_ART,2,
National,43,51,WORK_OF_ART,2,
Medal,44,60,WORK_OF_ART,2,
of,45,66,WORK_OF_ART,2,
Arts,46,69,WORK_OF_ART,2,
",",47,73,,2,
and,48,75,,2,
the,49,79,WORK_OF_ART,2,
Presidential,50,83,WORK_OF_ART,2,
Medal,51,96,WORK_OF_ART,2,
of,52,102,WORK_OF_ART,2,
Freedom,53,105,WORK_OF_ART,2,
.,54,112,,2,
In,0,0,,0,
1993,1,3,DATE,0,
",",2,7,,0,
after,3,9,,0,
a,4,15,,0,
career,5,17,,0,
of,6,24,,0,
nearly,7,27,DATE,0,
60,8,34,DATE,0,
years,9,37,DATE,0,
",",10,42,,0,
she,11,44,,0,she
gave,12,48,,0,
her,13,53,,0,she
last,14,57,,0,
public,15,62,,0,
performance,16,69,,0,
.,17,80,,0,
Three,18,0,DATE,1,
years,19,6,DATE,1,
later,20,12,DATE,1,
",",21,17,,1,
she,22,19,,1,she
died,23,23,,1,
at,24,28,,1,
the,25,31,DATE,1,
age,26,35,DATE,1,
of,27,39,DATE,1,
79,28,42,DATE,1,
after,29,45,,1,
years,30,51,DATE,1,
of,31,57,,1,
declining,32,60,,1,
health,33,70,,1,
.,34,76,,1,
Her,35,0,,2,she
accolades,36,4,,2,
included,37,14,,2,
fourteen,38,23,CARDINAL,2,
Grammy,39,32,WORK_OF_ART,2,
Awards,40,39,WORK_OF_ART,2,
",",41,45,,2,
the,42,47,WORK_OF_ART,2,
National,43,51,WORK_OF_ART,2,
Medal,44,60,WORK_OF_ART,2,
of,45,66,WORK_OF_ART,2,
Arts,46,69,WORK_OF_ART,2,
",",47,73,,2,
and,48,75,,2,
the,49,79,WORK_OF_ART,2,
Presidential,50,83,WORK_OF_ART,2,
Medal,51,96,WORK_OF_ART,2,
of,52,102,WORK_OF_ART,2,
Freedom,53,105,WORK_OF_ART,2,
.,54,112,,2,
=,0,0,,0,
=,1,1,,0,
Early,2,0,,1,
life,3,6,,1,
=,4,11,,1,
=,5,12,,1,
=,0,0,,0,
=,1,1,,0,
Early,2,0,,1,
life,3,6,,1,
=,4,11,,1,
=,5,12,,1,
Fitzgerald,0,0,PERSON,0,Fitzgerald
was,1,11,,0,
born,2,15,,0,
on,3,20,,0,
April,4,23,DATE,0,
25,5,29,DATE,0,
",",6,31,DATE,0,
1917,7,33,DATE,0,
",",8,37,,0,
in,9,39,,0,
Newport,10,42,GPE,0,
News,11,50,GPE,0,News
",",12,54,,0,
Virginia,13,56,GPE,0,
.,14,64,,0,
She,15,0,,1,Fitzgerald
was,16,4,,1,
the,17,8,,1,
daughter,18,12,,1,
of,19,21,,1,
William,20,24,PERSON,1,
Fitzgerald,21,32,PERSON,1,
and,22,43,,1,
Temperance,23,47,PERSON,1,
"""",24,58,PERSON,1,
Tempie,25,59,PERSON,1,
"""",26,65,PERSON,1,
Henry,27,67,PERSON,1,
.,28,72,,1,
Her,29,0,,2,Fitzgerald
parents,30,4,,2,
were,31,12,,2,
unmarried,32,17,,2,
but,33,27,,2,
lived,34,31,,2,
together,35,37,,2,
in,36,46,,2,
the,37,49,,2,
East,38,53,LOC,2,
End,39,58,LOC,2,
section,40,62,,2,
of,41,70,,2,
Newport,42,73,GPE,2,
News,43,81,GPE,2,News
for,44,86,,2,
at,45,90,DATE,2,
least,46,93,DATE,2,
two,47,99,DATE,2,
and,48,103,DATE,2,
a,49,107,DATE,2,
half,50,109,DATE,2,
years,51,114,DATE,2,
after,52,120,,2,
she,53,126,,2,Fitzgerald
was,54,130,,2,
born,55,134,,2,
.,56,138,,2,
In,57,0,,3,
the,58,3,DATE,3,
early,59,7,DATE,3,
1920s,60,13,DATE,3,
",",61,18,,3,
Fitzgerald,62,20,PERSON,3,Fitzgerald
's,63,30,,3,
mother,64,33,,3,
and,65,40,,3,
her,66,44,,3,Fitzgerald
new,67,48,,3,
partner,68,52,,3,
",",69,59,,3,
a,70,61,,3,
Portuguese,71,63,NORP,3,
immigrant,72,74,,3,
named,73,84,,3,
Joseph,74,90,PERSON,3,
da,75,97,PERSON,3,
Silva,76,100,PERSON,3,
",",77,105,,3,
moved,78,107,,3,
to,79,113,,3,
Yonkers,80,116,GPE,3,
",",81,123,,3,
in,82,125,,3,
Westchester,83,128,GPE,3,
County,84,140,GPE,3,
",",85,146,,3,
New,86,148,GPE,3,
York,87,152,GPE,3,
.,88,156,,3,
Her,89,0,,4,Fitzgerald
half,90,4,,4,
-,91,8,,4,
sister,92,9,,4,
",",93,15,,4,
Frances,94,17,PERSON,4,
da,95,25,PERSON,4,
Silva,96,28,PERSON,4,
",",97,33,,4,
was,98,35,,4,
born,99,39,,4,
in,100,44,,4,
1923,101,47,DATE,4,
.,102,51,,4,
By,103,0,,5,
1925,104,3,DATE,5,
",",105,7,,5,
Fitzgerald,106,9,PERSON,5,Fitzgerald
and,107,20,,5,
her,108,24,,5,Fitzgerald
family,109,28,,5,
had,110,35,,5,
moved,111,39,,5,
to,112,45,,5,
nearby,113,48,,5,
School,114,55,FAC,5,
Street,115,62,FAC,5,
",",116,68,,5,
a,117,70,,5,
poor,118,72,,5,
Italian,119,77,NORP,5,
area,120,85,,5,
.,121,89,,5,
She,122,0,,6,Fitzgerald
began,123,4,,6,
her,124,10,,6,Fitzgerald
formal,125,14,,6,
education,126,21,,6,
at,127,31,,6,
the,128,34,DATE,6,
age,129,38,DATE,6,
of,130,42,DATE,6,
six,131,45,DATE,6,
and,132,49,,6,
was,133,53,,6,
an,134,57,,6,
outstanding,135,60,,6,
student,136,72,,6,
",",137,79,,6,
moving,138,81,,6,
through,139,88,,6,
a,140,96,,6,
variety,141,98,,6,
of,142,106,,6,
schools,143,109,,6,
before,144,117,,6,
attending,145,124,,6,
Benjamin,146,134,ORG,6,
Franklin,147,143,ORG,6,
Junior,148,152,ORG,6,
High,149,159,ORG,6,
School,150,164,ORG,6,
in,151,171,,6,
1929,152,174,DATE,6,
.,153,178,,6,
Starting,154,0,,7,
in,155,9,,7,
third,156,12,ORDINAL,7,
grade,157,18,,7,
",",158,23,,7,
Fitzgerald,159,25,PERSON,7,Fitzgerald
loved,160,36,,7,
dancing,161,42,,7,
and,162,50,,7,
admired,163,54,,7,
Earl,164,62,PERSON,7,
Snakehips,165,67,PERSON,7,
Tucker,166,77,PERSON,7,
.,167,83,,7,
She,168,0,,8,Fitzgerald
performed,169,4,,8,
for,170,14,,8,
her,171,18,,8,Fitzgerald
peers,172,22,,8,
on,173,28,,8,
the,174,31,,8,
way,175,35,,8,
to,176,39,,8,
school,177,42,,8,
and,178,49,,8,
at,179,53,,8,
lunchtime,180,56,TIME,8,
.,181,65,,8,
She,182,0,,9,Fitzgerald
and,183,4,,9,
her,184,8,,9,Fitzgerald
family,185,12,,9,
were,186,19,,9,
Methodists,187,24,NORP,9,
and,188,35,,9,
were,189,39,,9,
active,190,44,,9,
in,191,51,,9,
the,192,54,ORG,9,
Bethany,193,58,ORG,9,
African,194,66,ORG,9,
Methodist,195,74,ORG,9,
Episcopal,196,84,ORG,9,
Church,197,94,ORG,9,
",",198,100,,9,
where,199,102,,9,
she,200,108,,9,Fitzgerald
attended,201,112,,9,
worship,202,121,,9,
services,203,129,,9,
",",204,137,,9,
Bible,205,139,,9,
study,206,145,,9,
",",207,150,,9,
and,208,152,,9,
Sunday,209,156,DATE,9,
school,210,163,,9,
.,211,169,,9,
The,212,0,,10,
church,213,4,,10,
provided,214,11,,10,
Fitzgerald,215,20,PERSON,10,Fitzgerald
with,216,31,,10,
her,217,36,,10,Fitzgerald
earliest,218,40,,10,
experiences,219,49,,10,
in,220,61,,10,
music,221,64,,10,
.,222,69,,10,
Fitzgerald,223,0,PERSON,11,Fitzgerald
listened,224,11,,11,
to,225,20,,11,
jazz,226,23,,11,
recordings,227,28,,11,
by,228,39,,11,
Louis,229,42,PERSON,11,
Armstrong,230,48,PERSON,11,
",",231,57,,11,
Bing,232,59,PERSON,11,
Crosby,233,64,PERSON,11,
",",234,70,,11,
and,235,72,,11,
The,236,76,ORG,11,
Boswell,237,80,ORG,11,
Sisters,238,88,ORG,11,Sisters
.,239,95,,11,
She,240,0,,12,Fitzgerald
loved,241,4,,12,
the,242,10,ORG,12,
Boswell,243,14,ORG,12,
Sisters,244,22,ORG,12,Sisters
',245,29,ORG,12,
lead,246,31,,12,
singer,247,36,,12,
Connee,248,43,PERSON,12,
Boswell,249,50,PERSON,12,
",",250,57,,12,
later,251,59,,12,
saying,252,65,,12,
",",253,71,,12,
"""",254,73,,12,
My,255,74,,12,
mother,256,77,,12,mother
brought,257,84,,12,
home,258,92,,12,
one,259,97,,12,one
of,260,101,,12,
her,261,104,,12,mother
records,262,108,,12,
",",263,115,,12,
and,264,117,,12,
I,265,121,,12,
fell,266,123,,12,
in,267,128,,12,
love,268,131,,12,
with,269,136,,12,
it,270,141,,12,one
...,271,143,,12,
I,272,0,,13,
tried,273,2,,13,
so,274,8,,13,
hard,275,11,,13,
to,276,16,,13,
sound,277,19,,13,
just,278,25,,13,
like,279,30,,13,
her,280,35,,13,Fitzgerald
.,281,38,,13,
"""",282,0,,14,
In,283,1,,14,
1932,284,4,DATE,14,
",",285,8,,14,
when,286,10,,14,
Fitzgerald,287,15,PERSON,14,Fitzgerald
was,288,26,,14,
fifteen,289,30,DATE,14,
",",290,37,,14,
her,291,39,,14,Fitzgerald
mother,292,43,,14,
died,293,50,,14,
from,294,55,,14,
injuries,295,60,,14,
sustained,296,69,,14,
in,297,79,,14,
a,298,82,,14,
car,299,84,,14,
accident,300,88,,14,
.,301,96,,14,
Her,302,0,,15,Fitzgerald
stepfather,303,4,,15,
took,304,15,,15,
care,305,20,,15,
of,306,25,,15,
her,307,28,,15,Fitzgerald
until,308,32,,15,
April,309,38,DATE,15,
1933,310,44,DATE,15,
when,311,49,,15,
she,312,54,,15,Fitzgerald
moved,313,58,,15,
to,314,64,,15,
Harlem,315,67,GPE,15,
to,316,74,,15,
live,317,77,,15,
with,318,82,,15,
her,319,87,,15,Fitzgerald
aunt,320,91,,15,
.,321,95,,15,
This,322,0,,16,
seemingly,323,5,,16,
swift,324,15,,16,
change,325,21,,16,
in,326,28,,16,
her,327,31,,16,Fitzgerald
circumstances,328,35,,16,
",",329,48,,16,
reinforced,330,50,,16,
by,331,61,,16,
what,332,64,,16,
Fitzgerald,333,69,PERSON,16,
biographer,334,80,,16,
Stuart,335,91,PERSON,16,
Nicholson,336,98,PERSON,16,Nicholson
describes,337,108,,16,
as,338,118,,16,
rumors,339,121,,16,
of,340,128,,16,
 ,341,131,,16,
"""",342,132,,16,
ill,343,133,,16,
treatment,344,137,,16,
"""",345,146,,16,
by,346,148,,16,
her,347,151,,16,Fitzgerald
stepfather,348,155,,16,
",",349,165,,16,
leaves,350,167,,16,
him,351,174,,16,Nicholson
to,352,178,,16,
speculate,353,181,,16,
that,354,191,,16,
