entType,URI,types,sentence,sentenceIndex,paragraphIndex,section,support,entity,offset,similarityScore,percentageOfSecondRank,wikiPageID
person,http://dbpedia.org/resource/Sanna_Lundell,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","He was the husband of the educator Sanna av Skarði (1876–1978), who also taught at Føroya Fólkaháskúli.",7,2,== Biography ==,6.0,Sanna,35.0,0.9999999999577652,1.4128894825770483e-11,1758122
place,http://dbpedia.org/resource/Roya_(river),"Wikidata:Q47521,Wikidata:Q4022,Schema:RiverBodyOfWater,Schema:Place,Schema:BodyOfWater,DBpedia:Stream,DBpedia:Place,DBpedia:NaturalPlace,DBpedia:Location,DBpedia:BodyOfWater,DBpedia:River","He was the husband of the educator Sanna av Skarði (1876–1978), who also taught at Føroya Fólkaháskúli.",7,2,== Biography ==,39.0,roya,89.0,0.8290267605121269,0.1709401709401717,1758122
person,http://dbpedia.org/resource/Journalist,http://dbpedia.org/ontology/Person,the journalist Sigrið av Skarði Joensen (1908–1975) and linguist Jóhannes av Skarði (1911–1999).,0,3,== Biography ==,,,,,,1758122
person,http://dbpedia.org/resource/Anders_Fogh_Rasmussen,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q82955,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Politician",Danish Prime Minister Lars Løkke Rasmussen is his great-grandson-in-law.,1,3,== Biography ==,429.0,Rasmussen,34.0,0.9999066621926492,8.521590141410645e-05,1758122
person,http://dbpedia.org/resource/Prime_Minister_of_Denmark,http://dbpedia.org/ontology/Person,Danish Prime Minister Lars Løkke Rasmussen is his great-grandson-in-law.,1,3,== Biography ==,,,,,,1758122
person,http://dbpedia.org/resource/Poet,http://dbpedia.org/ontology/Person,"His best-known work as a poet is the Faroese National Anthem, Mítt alfagra land, usually called Tú alfagra land mítt because those are the first words.",2,3,== Biography ==,,,,,,1758122
place,http://dbpedia.org/resource/Roya_(river),"Wikidata:Q47521,Wikidata:Q4022,Schema:RiverBodyOfWater,Schema:Place,Schema:BodyOfWater,DBpedia:Stream,DBpedia:Place,DBpedia:NaturalPlace,DBpedia:Location,DBpedia:BodyOfWater,DBpedia:River",Føroya Fólkaháskúli  website,0,8,== External links ==,39.0,roya,3.0,0.8290267605121269,0.1709401709401692,1758122
time,,,"Símun av Skarði (3 May 1872 – 9 October 1942) was a Faroese poet, politician, and teacher.",0,0,,,3 May 1872,,,,1758122
time,,,"Símun av Skarði (3 May 1872 – 9 October 1942) was a Faroese poet, politician, and teacher.",0,0,,,9 October 1942,,,,1758122
time,,,"In 1893, he entered  the seminary in Tórshavn, which he graduated from as a teacher in 1896.",1,2,== Biography ==,,In 1893,,,,1758122
time,,,"In 1893, he entered  the seminary in Tórshavn, which he graduated from as a teacher in 1896.",1,2,== Biography ==,,teacher in 1896,,,,1758122
time,,,"He attended Askov Højskole from 1896 to 1898, and then the State Teachers College in Copenhagen from 1898 to 1899.",2,2,== Biography ==,,from 1896,,,,1758122
time,,,"He attended Askov Højskole from 1896 to 1898, and then the State Teachers College in Copenhagen from 1898 to 1899.",2,2,== Biography ==,,1898,,,,1758122
time,,,"He attended Askov Højskole from 1896 to 1898, and then the State Teachers College in Copenhagen from 1898 to 1899.",2,2,== Biography ==,,from 1898,,,,1758122
time,,,"He attended Askov Højskole from 1896 to 1898, and then the State Teachers College in Copenhagen from 1898 to 1899.",2,2,== Biography ==,,1899,,,,1758122
time,,,"In 1899, he co-founded the Faroese folk high school  (Føroya Fólkaháskúli) together with Rasmus Rasmussen (1871–1962).",3,2,== Biography ==,,In 1899,,,,1758122
time,,,"In 1899, he co-founded the Faroese folk high school  (Føroya Fólkaháskúli) together with Rasmus Rasmussen (1871–1962).",3,2,== Biography ==,,1871–1962,,,,1758122
time,,,He worked there as headmaster and teacher from 1899 to 1942.,4,2,== Biography ==,,teacher from 1899,,,,1758122
time,,,He worked there as headmaster and teacher from 1899 to 1942.,4,2,== Biography ==,,1942,,,,1758122
time,,,"Símun's sister, Anna Suffía Rasmussen (1876–1932), who had married Rasmus Rasmussen, served as the superintendent.",5,2,== Biography ==,,1876–1932,,,,1758122
time,,,Rasmus Rasmussen worked there as a teacher until 1947.,6,2,== Biography ==,,teacher until 1947,,,,1758122
time,,,"He was the husband of the educator Sanna av Skarði (1876–1978), who also taught at Føroya Fólkaháskúli.",7,2,== Biography ==,,1876–1978,,,,1758122
time,,,the journalist Sigrið av Skarði Joensen (1908–1975) and linguist Jóhannes av Skarði (1911–1999).,0,3,== Biography ==,,1908–1975,,,,1758122
time,,,the journalist Sigrið av Skarði Joensen (1908–1975) and linguist Jóhannes av Skarði (1911–1999).,0,3,== Biography ==,,1911–1999,,,,1758122
time,,,He was a member of parliament for the Self-Government Party (Sjálvstýrisflokkurin) from 1906 to 1914.,3,3,== Biography ==,,from 1906,,,,1758122
time,,,He was a member of parliament for the Self-Government Party (Sjálvstýrisflokkurin) from 1906 to 1914.,3,3,== Biography ==,,1914,,,,1758122
time,,,Løgtingið og høvundarnir 2: Løgtingið 150 (1st ed.),0,6,== Other sources ==,,2,,,,1758122
time,,,Løgtingið og høvundarnir 2: Løgtingið 150 (1st ed.),0,6,== Other sources ==,,150,,,,1758122
time,,,Løgtingið og høvundarnir 2: Løgtingið 150 (1st ed.),0,6,== Other sources ==,,1st,,,,1758122
time,,,p. 350.,1,6,== Other sources ==,,350,,,,1758122
time,,,Tórshavn Løgtingið 2002.,2,6,== Other sources ==,,Tórshavn Løgtingið 2002,,,,1758122
