entType,URI,types,sentence,sentenceIndex,paragraphIndex,section,support,entity,offset,similarityScore,percentageOfSecondRank,wikiPageID,timeEntityType
person,http://dbpedia.org/resource/Claudine_Barretto,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Claudine Mendès (1876–1937),0,6,== Personal life ==,230.0,Claudine,0.0,0.999999662887646,2.244151018426942e-07,1372632,
person,http://dbpedia.org/resource/Poet,http://dbpedia.org/ontology/Person,"Helyonne Mendès (1879–1955)The couple parted in 1886, and he later married the poet Jeanne Nette, who was to be his last companion.",0,7,== Personal life ==,,,,,,1372632,
person,http://dbpedia.org/resource/Jeanne_Nette,http://dbpedia.org/ontology/Person,"Helyonne Mendès (1879–1955)The couple parted in 1886, and he later married the poet Jeanne Nette, who was to be his last companion.",0,7,== Personal life ==,,,,,,1372632,
person,http://dbpedia.org/resource/Germaine_Cousin,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q43115,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Cleric,DBpedia:Agent,DBpedia:Saint","Early on the morning of 8 February 1909, the body of Mendès was discovered in the railway tunnel of Saint Germain.",0,9,== Personal life == | === Death ===,20.0,Saint Germain,101.0,0.8221920432454499,0.1977720646802093,1372632,
place,http://dbpedia.org/resource/Paris,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","He had left Paris by the midnight train on the 7th, and it is supposed that, thinking he had arrived at the station, he had opened the door of his compartment while still in the tunnel, although some biographers have suggested suicide.",1,9,== Personal life == | === Death ===,139486.0,Paris,12.0,0.99998502189927,1.4903435615179312e-05,1372632,
place,http://dbpedia.org/resource/Montparnasse_Cemetery,http://dbpedia.org/ontology/Place,His body was interred at the Montparnasse Cemetery.,2,9,== Personal life == | === Death ===,,,,,,1372632,
place,http://dbpedia.org/resource/Paris,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","Nouveaux Contes de Jadis (1893), Editeur Paul Ollendorff, Paris",0,16,== Works == | === Collections of poetry ===,139486.0,Paris,58.0,0.9999999482849388,5.1310641445071546e-08,1372632,
place,http://dbpedia.org/resource/Republic_of_Ireland,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","La Part du roi (1872), a one-act verse comedy",0,19,== Works == | === For theatre ===,45046.0,roi,11.0,0.9999969500279248,0.0,1372632,
person,http://dbpedia.org/resource/Gautier_le_Leu,http://dbpedia.org/ontology/Person,"Le Capitaine Fracasse (1878), libretto of a light opera, based on Théophile Gautier's novel",0,22,== Works == | === For theatre ===,,,,,,1372632,
person,http://dbpedia.org/resource/Gwendoline_Davies,http://dbpedia.org/ontology/Person,"Gwendoline (1886) and Briséïs (1897), for the music of Chabrier",0,23,== Works == | === For theatre ===,,,,,,1372632,
person,http://dbpedia.org/resource/Emmanuel_Chabrier,http://dbpedia.org/ontology/Person,"Gwendoline (1886) and Briséïs (1897), for the music of Chabrier",0,23,== Works == | === For theatre ===,,,,,,1372632,
person,http://dbpedia.org/resource/André_Messager,http://dbpedia.org/ontology/Person,"Isoline (1888), for the music of Messager",0,25,== Works == | === For theatre ===,,,,,,1372632,
person,http://dbpedia.org/resource/Xavier_Leroux,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist","La Reine Fiammette (1898), a conte dramatique in six acts and in verse, set in Renaissance Italy, later set to music by Xavier Leroux, for which see: La reine Fiammette",0,27,== Works == | === For theatre ===,78.0,Xavier Leroux,120.0,1.0,0.0,1372632,
person,http://dbpedia.org/resource/Xavier_Leroux,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist","La Reine Fiammette (1898), a conte dramatique in six acts and in verse, set in Renaissance Italy, later set to music by Xavier Leroux, for which see: La reine Fiammette",0,27,== Works == | === For theatre ===,78.0,Xavier Leroux,120.0,1.0,0.0,1372632,
person,http://dbpedia.org/resource/Reynaldo_Hahn,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","La Carmélite (1902), for the music of Reynaldo Hahn",0,29,== Works == | === For theatre ===,255.0,Reynaldo Hahn,39.0,1.0,0.0,1372632,
person,http://dbpedia.org/resource/Camille_Erlanger,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist","Le Fils de l'étoile (1904), the hero of which is Bar Kokhba, the Syrian pseudo-Messiah, for the music of Camille Erlanger",0,30,== Works == | === For theatre ===,42.0,Camille Erlanger,106.0,1.0,0.0,1372632,
person,http://dbpedia.org/resource/Camille_Erlanger,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist","Le Fils de l'étoile (1904), the hero of which is Bar Kokhba, the Syrian pseudo-Messiah, for the music of Camille Erlanger",0,30,== Works == | === For theatre ===,42.0,Camille Erlanger,106.0,1.0,0.0,1372632,
person,http://dbpedia.org/resource/Paul_Scarron,http://dbpedia.org/ontology/Person,Scarron (1905),0,31,== Works == | === For theatre ===,,,,,,1372632,
person,http://dbpedia.org/resource/Ariadne,http://dbpedia.org/ontology/Person,"Ariane (1906) and Bacchus (1909), for the music of Massenet",0,32,== Works == | === For theatre ===,,,,,,1372632,
place,"http://dbpedia.org/resource/Glatigny,_Manche","Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Glatigny (1906),0,33,== Works == | === For theatre ===,15.0,Glatigny,0.0,0.8133931362810617,0.1230769230769226,1372632,
person,http://dbpedia.org/resource/Sarah,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","La Vierge d'Avila (1906), for Sarah BernhardtIn the same year, Catulle Mendes wrote in Le Figaro that it was after reading the book of Gobineau ""Les Religions et les Philosophies dans d´Asie centrale"" that he had the idea to write a drama about the first woman disciple of the Báb: the persan erudite and illustrious poet Tahéreh (Táhirih)",0,34,== Works == | === For theatre ===,960.0,Sarah,30.0,0.9932736064334946,0.0059896218620061,1372632,
person,http://dbpedia.org/resource/Catulle_Mendès,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer","La Vierge d'Avila (1906), for Sarah BernhardtIn the same year, Catulle Mendes wrote in Le Figaro that it was after reading the book of Gobineau ""Les Religions et les Philosophies dans d´Asie centrale"" that he had the idea to write a drama about the first woman disciple of the Báb: the persan erudite and illustrious poet Tahéreh (Táhirih)",0,34,== Works == | === For theatre ===,112.0,Catulle Mendes,63.0,0.9999999998197496,0.0,1372632,
place,http://dbpedia.org/resource/Persan,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement","La Vierge d'Avila (1906), for Sarah BernhardtIn the same year, Catulle Mendes wrote in Le Figaro that it was after reading the book of Gobineau ""Les Religions et les Philosophies dans d´Asie centrale"" that he had the idea to write a drama about the first woman disciple of the Báb: the persan erudite and illustrious poet Tahéreh (Táhirih)",0,34,== Works == | === For theatre ===,21.0,persan,288.0,0.9999997558626048,0.0,1372632,
person,http://dbpedia.org/resource/Poet,http://dbpedia.org/ontology/Person,"La Vierge d'Avila (1906), for Sarah BernhardtIn the same year, Catulle Mendes wrote in Le Figaro that it was after reading the book of Gobineau ""Les Religions et les Philosophies dans d´Asie centrale"" that he had the idea to write a drama about the first woman disciple of the Báb: the persan erudite and illustrious poet Tahéreh (Táhirih)",0,34,== Works == | === For theatre ===,,,,,,1372632,
person,http://dbpedia.org/resource/Richard_Wagner,http://dbpedia.org/ontology/Person,Richard Wagner (1886),0,36,== Works == | === Critical works ===,,,,,,1372632,
person,http://dbpedia.org/resource/Fine_art,http://dbpedia.org/ontology/Person,"A report addressed to the minister of public instruction and of the fine arts on Le Mouvement poétique francais de 1867 à 1900 (new ed., 1903), which includes a bibliographical and critical dictionary of the French poets of the 19th century.",0,38,== Works == | === Critical works ===,,,,,,1372632,
person,http://dbpedia.org/resource/Ludwig_II_of_Bavaria,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Royalty",Le Roi vierge (1880) in which he introduces Louis II of Bavaria and Richard Wagner,0,41,== Works == | === Novels ===,701.0,Louis II,44.0,0.992871105804463,0.0062111894646823,1372632,
place,http://dbpedia.org/resource/Bavaria,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Le Roi vierge (1880) in which he introduces Louis II of Bavaria and Richard Wagner,0,41,== Works == | === Novels ===,19204.0,Bavaria,56.0,0.9971824865280204,0.0019594506053897,1372632,
person,http://dbpedia.org/resource/Richard_Wagner,http://dbpedia.org/ontology/Person,Le Roi vierge (1880) in which he introduces Louis II of Bavaria and Richard Wagner,0,41,== Works == | === Novels ===,,,,,,1372632,
person,http://dbpedia.org/resource/Brian_Stableford,http://dbpedia.org/ontology/Person,"Translated by Stableford, Brian.",2,47,== Works == | === Books in English ===,,,,,,1372632,
person,http://dbpedia.org/resource/Richard_Wagner,http://dbpedia.org/ontology/Person,"Wagnerian Discord Echoed, The New York Times, June 10, 1894",0,53,== External links ==,,,,,,1372632,
time,,,Catulle Mendès (22 May 1841 – 8 February 1909) was a French poet and man of letters.,0,0,,,22 May 1841,,,,1372632,TimePoint
time,,,Catulle Mendès (22 May 1841 – 8 February 1909) was a French poet and man of letters.,0,0,,,8 February 1909,,,,1372632,TimePoint
time,,,"After childhood and adolescence in Toulouse, he arrived in Paris in 1859 and quickly became one of the protégés of the poet Théophile Gautier.",1,2,== Early life and career ==,,one of,,,,1372632,TimePoint
time,,,"He promptly attained notoriety with the publication in the La Revue fantaisiste (1861) of his Roman d'une nuit, for which he was condemned to a month's imprisonment and a fine of 500 francs.",2,2,== Early life and career ==,,1861,,,,1372632,TimePoint
time,,,"He promptly attained notoriety with the publication in the La Revue fantaisiste (1861) of his Roman d'une nuit, for which he was condemned to a month's imprisonment and a fine of 500 francs.",2,2,== Early life and career ==,,fine of 500,,,,1372632,TimePoint
time,,,"He was allied with Parnassianism from the beginning of the movement and displayed extraordinary metrical skill in his first volume of poems, Philoméla (1863).",3,2,== Early life and career ==,,1863,,,,1372632,TimePoint
time,,,Huguette Mendès (1871–1964),0,5,== Personal life ==,,1871–1964,,,,1372632,TimeRange
time,,,Claudine Mendès (1876–1937),0,6,== Personal life ==,,1876–1937,,,,1372632,TimeRange
time,,,"Helyonne Mendès (1879–1955)The couple parted in 1886, and he later married the poet Jeanne Nette, who was to be his last companion.",0,7,== Personal life ==,,1879–1955,,,,1372632,TimeRange
time,,,"Early on the morning of 8 February 1909, the body of Mendès was discovered in the railway tunnel of Saint Germain.",0,9,== Personal life == | === Death ===,,8 February 1909,,,,1372632,TimePoint
time,,,"He had left Paris by the midnight train on the 7th, and it is supposed that, thinking he had arrived at the station, he had opened the door of his compartment while still in the tunnel, although some biographers have suggested suicide.",1,9,== Personal life == | === Death ===,,on the 7th,,,,1372632,TimePoint
time,,,Philoméla (1863),0,12,== Works == | === Collections of poetry ===,,1863,,,,1372632,TimePoint
time,,,"Poésies, première série (1876), which includes much of his earlier verse",0,13,== Works == | === Collections of poetry ===,,1876,,,,1372632,TimePoint
time,,,"Soirs moroses, Contes épiques, Philoméla, etc.; Poésies (7 vols., 1885), a new edition largely augmented",0,14,== Works == | === Collections of poetry ===,,7 vols.,,,,1372632,TimePoint
time,,,"Soirs moroses, Contes épiques, Philoméla, etc.; Poésies (7 vols., 1885), a new edition largely augmented",0,14,== Works == | === Collections of poetry ===,,1885,,,,1372632,TimePoint
time,,,"Les Poésies de Catulle Mendès (3 vols., 1892)",0,15,== Works == | === Collections of poetry ===,,3 vols.,,,,1372632,TimePoint
time,,,"Les Poésies de Catulle Mendès (3 vols., 1892)",0,15,== Works == | === Collections of poetry ===,,1892,,,,1372632,TimePoint
time,,,"Nouveaux Contes de Jadis (1893), Editeur Paul Ollendorff, Paris",0,16,== Works == | === Collections of poetry ===,,1893,,,,1372632,TimePoint
time,,,La Grive des vignes (1895),0,17,== Works == | === Collections of poetry ===,,1895,,,,1372632,TimePoint
time,,,"La Part du roi (1872), a one-act verse comedy",0,19,== Works == | === For theatre ===,,1872,,,,1372632,TimePoint
time,,,"Les Frères d'armes (1873), drama",0,20,== Works == | === For theatre ===,,1873,,,,1372632,TimePoint
time,,,"Justice (1877), in three acts, characterized by a hostile critic as a hymn in praise of suicide",0,21,== Works == | === For theatre ===,,1877,,,,1372632,TimePoint
time,,,"Le Capitaine Fracasse (1878), libretto of a light opera, based on Théophile Gautier's novel",0,22,== Works == | === For theatre ===,,1878,,,,1372632,TimePoint
time,,,"Gwendoline (1886) and Briséïs (1897), for the music of Chabrier",0,23,== Works == | === For theatre ===,,1886,,,,1372632,TimePoint
time,,,"Gwendoline (1886) and Briséïs (1897), for the music of Chabrier",0,23,== Works == | === For theatre ===,,1897,,,,1372632,TimePoint
time,,,La Femme de Tabarin (1887),0,24,== Works == | === For theatre ===,,1887,,,,1372632,TimePoint
time,,,"Isoline (1888), for the music of Messager",0,25,== Works == | === For theatre ===,,1888,,,,1372632,TimePoint
time,,,"Médée (1898), in three acts and in verse",0,26,== Works == | === For theatre ===,,1898,,,,1372632,TimePoint
time,,,"La Reine Fiammette (1898), a conte dramatique in six acts and in verse, set in Renaissance Italy, later set to music by Xavier Leroux, for which see: La reine Fiammette",0,27,== Works == | === For theatre ===,,1898,,,,1372632,TimePoint
time,,,"La Reine Fiammette (1898), a conte dramatique in six acts and in verse, set in Renaissance Italy, later set to music by Xavier Leroux, for which see: La reine Fiammette",0,27,== Works == | === For theatre ===,,conte dramatique in six,,,,1372632,TimePoint
time,,,"Le Cygne (1899), for the music of Lecocq",0,28,== Works == | === For theatre ===,,1899,,,,1372632,TimePoint
time,,,"La Carmélite (1902), for the music of Reynaldo Hahn",0,29,== Works == | === For theatre ===,,1902,,,,1372632,TimePoint
time,,,"Le Fils de l'étoile (1904), the hero of which is Bar Kokhba, the Syrian pseudo-Messiah, for the music of Camille Erlanger",0,30,== Works == | === For theatre ===,,1904,,,,1372632,TimePoint
time,,,Scarron (1905),0,31,== Works == | === For theatre ===,,1905,,,,1372632,TimePoint
time,,,"Ariane (1906) and Bacchus (1909), for the music of Massenet",0,32,== Works == | === For theatre ===,,1906,,,,1372632,TimePoint
time,,,"Ariane (1906) and Bacchus (1909), for the music of Massenet",0,32,== Works == | === For theatre ===,,1909,,,,1372632,TimePoint
time,,,Glatigny (1906),0,33,== Works == | === For theatre ===,,1906,,,,1372632,TimePoint
time,,,"La Vierge d'Avila (1906), for Sarah BernhardtIn the same year, Catulle Mendes wrote in Le Figaro that it was after reading the book of Gobineau ""Les Religions et les Philosophies dans d´Asie centrale"" that he had the idea to write a drama about the first woman disciple of the Báb: the persan erudite and illustrious poet Tahéreh (Táhirih)",0,34,== Works == | === For theatre ===,,1906,,,,1372632,TimePoint
time,,,Richard Wagner (1886),0,36,== Works == | === Critical works ===,,1886,,,,1372632,TimePoint
time,,,"L'Art au théâtre (3 vols; 1896–1900), a series of dramatic criticisms reprinted from newspapers",0,37,== Works == | === Critical works ===,,1896–1900,,,,1372632,TimeRange
time,,,"A report addressed to the minister of public instruction and of the fine arts on Le Mouvement poétique francais de 1867 à 1900 (new ed., 1903), which includes a bibliographical and critical dictionary of the French poets of the 19th century.",0,38,== Works == | === Critical works ===,,1867 à,,,,1372632,TimePoint
time,,,"A report addressed to the minister of public instruction and of the fine arts on Le Mouvement poétique francais de 1867 à 1900 (new ed., 1903), which includes a bibliographical and critical dictionary of the French poets of the 19th century.",0,38,== Works == | === Critical works ===,,1903,,,,1372632,TimePoint
time,,,"Zo'har (1886), a story of incest in which the woman is virile and the man is feeble",0,40,== Works == | === Novels ===,,1886,,,,1372632,TimePoint
time,,,Le Roi vierge (1880) in which he introduces Louis II of Bavaria and Richard Wagner,0,41,== Works == | === Novels ===,,1880,,,,1372632,TimePoint
time,,,L'Homme tout nu (1887),0,42,== Works == | === Novels ===,,1887,,,,1372632,TimePoint
time,,,Méphistophéla(1890),0,43,== Works == | === Novels ===,,1890,,,,1372632,TimePoint
time,,,La Maison de la vielle (1894),0,44,== Works == | === Novels ===,,1894,,,,1372632,TimePoint
time,,,Gog (1897),0,45,== Works == | === Novels ===,,1897,,,,1372632,TimePoint
time,,,"Mendès, Catulle (2007).",0,47,== Works == | === Books in English ===,,2007,,,,1372632,TimePoint
time,,,ISBN 9781943813254.,4,47,== Works == | === Books in English ===,,ISBN 9781943813254,,,,1372632,TimePoint
time,,,"Wagnerian Discord Echoed, The New York Times, June 10, 1894",0,53,== External links ==,,"June 10 , 1894",,,,1372632,TimePoint
