types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Chucho_Sanoja,Chucho Sanoja,10,135,1.0,0.0,0,4,== Career == | === 1959–1969 ===
http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/WikicatVenezuelanTelevisionNetworks,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Word106286395,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Abbreviation107091587,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Abstraction105854150,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Channel106259898,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Communication106252138,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Form106290637,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/HumanRight105176846,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Network108434259,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Right105174653,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/System108435388,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Transmission106251781,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/WikicatTelevisionNetworks,http://dbpedia.org/resource/RCTV,Radio Caracas Television,580,60,1.0,0.0,1,6,== Career == | === 1970–1979 ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Glossary_of_English-language_idioms_derived_from_baseball,baseball slang,28,39,0.9999999999946853,5.322963357345293e-12,4,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Wordbook106418693,http://dbpedia.org/resource/Glossary_of_English-language_idioms_derived_from_baseball,baseball slang,28,39,0.9999999999946853,5.322963357345293e-12,4,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Work104599396,http://dbpedia.org/resource/Glossary_of_English-language_idioms_derived_from_baseball,baseball slang,28,39,0.9999999999946853,5.322963357345293e-12,4,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Glossary_of_English-language_idioms_derived_from_baseball,baseball slang,28,39,0.9999999999946853,5.322963357345293e-12,4,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Book106410904,http://dbpedia.org/resource/Glossary_of_English-language_idioms_derived_from_baseball,baseball slang,28,39,0.9999999999946853,5.322963357345293e-12,4,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Glossary_of_English-language_idioms_derived_from_baseball,baseball slang,28,39,0.9999999999946853,5.322963357345293e-12,4,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Glossary106420781,http://dbpedia.org/resource/Glossary_of_English-language_idioms_derived_from_baseball,baseball slang,28,39,0.9999999999946853,5.322963357345293e-12,4,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Glossary_of_English-language_idioms_derived_from_baseball,baseball slang,28,39,0.9999999999946853,5.322963357345293e-12,4,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Glossary_of_English-language_idioms_derived_from_baseball,baseball slang,28,39,0.9999999999946853,5.322963357345293e-12,4,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Glossary_of_English-language_idioms_derived_from_baseball,baseball slang,28,39,0.9999999999946853,5.322963357345293e-12,4,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Publication106589574,http://dbpedia.org/resource/Glossary_of_English-language_idioms_derived_from_baseball,baseball slang,28,39,0.9999999999946853,5.322963357345293e-12,4,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/ReferenceBook106417598,http://dbpedia.org/resource/Glossary_of_English-language_idioms_derived_from_baseball,baseball slang,28,39,0.9999999999946853,5.322963357345293e-12,4,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Glossary_of_English-language_idioms_derived_from_baseball,baseball slang,28,39,0.9999999999946853,5.322963357345293e-12,4,6,== Career == | === 1970–1979 ===
http://dbpedia.org/class/yago/WikicatGlossariesOfSports,http://dbpedia.org/resource/Glossary_of_English-language_idioms_derived_from_baseball,baseball slang,28,39,0.9999999999946853,5.322963357345293e-12,4,6,== Career == | === 1970–1979 ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Conexión_Latina,Conexion Latina,4,41,0.9999999984675014,0.0,0,8,== Career == | === 1980–2020 ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Guaco,Guaco,21,58,0.9999999999989768,9.456469745611992e-13,0,8,== Career == | === 1980–2020 ===
http://dbpedia.org/ontology/Country,http://dbpedia.org/resource/Guaco,Guaco,21,58,0.9999999999989768,9.456469745611992e-13,0,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/WikicatHerbs,http://dbpedia.org/resource/Guaco,Guaco,21,58,0.9999999999989768,9.456469745611992e-13,0,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/WikicatVines,http://dbpedia.org/resource/Guaco,Guaco,21,58,0.9999999999989768,9.456469745611992e-13,0,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/WikicatMedicinalPlants,http://dbpedia.org/resource/Guaco,Guaco,21,58,0.9999999999989768,9.456469745611992e-13,0,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/Herb112205694,http://dbpedia.org/resource/Guaco,Guaco,21,58,0.9999999999989768,9.456469745611992e-13,0,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Guaco,Guaco,21,58,0.9999999999989768,9.456469745611992e-13,0,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Guaco,Guaco,21,58,0.9999999999989768,9.456469745611992e-13,0,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Guaco,Guaco,21,58,0.9999999999989768,9.456469745611992e-13,0,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Guaco,Guaco,21,58,0.9999999999989768,9.456469745611992e-13,0,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/Plant100017222,http://dbpedia.org/resource/Guaco,Guaco,21,58,0.9999999999989768,9.456469745611992e-13,0,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/VascularPlant113083586,http://dbpedia.org/resource/Guaco,Guaco,21,58,0.9999999999989768,9.456469745611992e-13,0,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/Vine113100677,http://dbpedia.org/resource/Guaco,Guaco,21,58,0.9999999999989768,9.456469745611992e-13,0,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Guaco,Guaco,21,58,0.9999999999989768,9.456469745611992e-13,0,8,== Career == | === 1980–2020 ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Estrellas_de_Areito,Estrellas de Areito,24,101,1.0,0.0,1,8,== Career == | === 1980–2020 ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Estrellas_de_Areito,Estrellas de Areito,24,101,1.0,0.0,1,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/WikicatWorldCircuit(recordLabel)Artists,http://dbpedia.org/resource/Estrellas_de_Areito,Estrellas de Areito,24,101,1.0,0.0,1,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Estrellas_de_Areito,Estrellas de Areito,24,101,1.0,0.0,1,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Estrellas_de_Areito,Estrellas de Areito,24,101,1.0,0.0,1,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Estrellas_de_Areito,Estrellas de Areito,24,101,1.0,0.0,1,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Estrellas_de_Areito,Estrellas de Areito,24,101,1.0,0.0,1,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Estrellas_de_Areito,Estrellas de Areito,24,101,1.0,0.0,1,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Estrellas_de_Areito,Estrellas de Areito,24,101,1.0,0.0,1,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Estrellas_de_Areito,Estrellas de Areito,24,101,1.0,0.0,1,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Estrellas_de_Areito,Estrellas de Areito,24,101,1.0,0.0,1,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Estrellas_de_Areito,Estrellas de Areito,24,101,1.0,0.0,1,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Estrellas_de_Areito,Estrellas de Areito,24,101,1.0,0.0,1,8,== Career == | === 1980–2020 ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Estrellas_de_Areito,Estrellas de Areito,24,101,1.0,0.0,1,8,== Career == | === 1980–2020 ===
