types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Instrument103574816,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/IntegratedCircuit103577090,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Peripheral103916720,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/PhotographicEquipment103926148,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Scanner104143140,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/SemiconductorDevice104171831,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Transducer104470953,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatElectronicCircuits,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatTransducers,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
