types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles_III,Teenage Mutant Ninja Turtles III,106,117,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/Shirt104197391,http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles_III,Teenage Mutant Ninja Turtles III,106,117,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/Show106619065,http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles_III,Teenage Mutant Ninja Turtles III,106,117,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles_III,Teenage Mutant Ninja Turtles III,106,117,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/Sweater104370048,http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles_III,Teenage Mutant Ninja Turtles III,106,117,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/Turtleneck104502197,http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles_III,Teenage Mutant Ninja Turtles III,106,117,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles_III,Teenage Mutant Ninja Turtles III,106,117,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/Wikicat1993Films,http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles_III,Teenage Mutant Ninja Turtles III,106,117,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/WikicatFilmsBasedOnAmericanComics,http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles_III,Teenage Mutant Ninja Turtles III,106,117,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/WikicatFilmsBasedOnComics,http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles_III,Teenage Mutant Ninja Turtles III,106,117,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/WikicatFilmsDirectedByStuartGillard,http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles_III,Teenage Mutant Ninja Turtles III,106,117,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/WikicatFilmsFeaturingAnthropomorphicCharacters,http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles_III,Teenage Mutant Ninja Turtles III,106,117,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/WikicatNewLineCinemaFilms,http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles_III,Teenage Mutant Ninja Turtles III,106,117,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/WikicatNinjaFilms,http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles_III,Teenage Mutant Ninja Turtles III,106,117,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/WikicatTeenageMutantNinjaTurtles,http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles_III,Teenage Mutant Ninja Turtles III,106,117,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/WikicatTeenageMutantNinjaTurtlesFilms,http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles_III,Teenage Mutant Ninja Turtles III,106,117,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/WikicatTimeTravelFilms,http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles_III,Teenage Mutant Ninja Turtles III,106,117,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Shark_Vegas,Shark Vegas,8,329,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/ontology/SoccerClubSeason,http://dbpedia.org/resource/Shark_Vegas,Shark Vegas,8,329,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Shark_Vegas,Shark Vegas,8,329,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Shark_Vegas,Shark Vegas,8,329,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Shark_Vegas,Shark Vegas,8,329,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Shark_Vegas,Shark Vegas,8,329,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Shark_Vegas,Shark Vegas,8,329,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Shark_Vegas,Shark Vegas,8,329,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Shark_Vegas,Shark Vegas,8,329,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Shark_Vegas,Shark Vegas,8,329,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Shark_Vegas,Shark Vegas,8,329,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Shark_Vegas,Shark Vegas,8,329,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Shark_Vegas,Shark Vegas,8,329,1.0,0.0,0,16,== Career == | === Other projects ===
http://dbpedia.org/class/yago/WikicatFactoryRecordsArtists,http://dbpedia.org/resource/Shark_Vegas,Shark Vegas,8,329,1.0,0.0,0,16,== Career == | === Other projects ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatAmericanRomanticDramaFilms,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatAmericanRomanticMusicalFilms,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatHipHopFilms,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
http://dbpedia.org/ontology/Film,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatDirectorialDebutFilms,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatUniversalPicturesFilms,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
http://umbel.org/umbel/rc/Movie_CW,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Movie106613686,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Show106619065,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Wikicat1990sRomanceFilms,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Wikicat1991Films,http://dbpedia.org/resource/Cool_as_Ice,Cool As Ice,33,16,1.0,0.0,0,48,== Discography == | === Collaborations ===
