types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/Vehicle104524313,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/WheeledVehicle104576211,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/Wikicat1980sAutomobiles,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/Wikicat1990sAutomobiles,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/Wikicat2000sAutomobiles,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/Wikicat2010sAutomobiles,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/WikicatExecutiveCars,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/WikicatFull-sizeSportUtilityVehicles,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/WikicatOff-roadVehicles,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/WikicatSportUtilityVehicles,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
