types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Belief105941423,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Combatant109939313,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/ComputerGame100458890,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Deity109505418,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Equipment103294048,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Game100430606,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/GameEquipment103414162,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/WikicatPokémonVideoGames,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/WikicatSuperSmashBros.Fighters,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/SpiritualBeing109504135,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Virus101328702,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/WikicatFictionalBalls,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/WikicatFictionalDeities,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/WikicatFictionalViruses,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/WikicatVideoGameItems,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
