types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Manya_Harari,Manya,13,193,0.9999184102680806,5.0198995218143054e-05,"Lee was born on July 29, 1953, in the North York neighbourhood of Willowdale, Toronto, to Morris Weinrib (born Moshe Meir Weinrib; August 5, 1920 – October 8, 1965), from Ostrowce, and Mary ""Manya"" Rubinstein (born Malka Rubinstein; July 16, 1925 – July 2, 2021), who was born in Warsaw and later grew up in Wierzbnik.",0,3,== Early life ==
http://dbpedia.org/class/yago/Linguist110264219,http://dbpedia.org/resource/Manya_Harari,Manya,13,193,0.9999184102680806,5.0198995218143054e-05,"Lee was born on July 29, 1953, in the North York neighbourhood of Willowdale, Toronto, to Morris Weinrib (born Moshe Meir Weinrib; August 5, 1920 – October 8, 1965), from Ostrowce, and Mary ""Manya"" Rubinstein (born Malka Rubinstein; July 16, 1925 – July 2, 2021), who was born in Warsaw and later grew up in Wierzbnik.",0,3,== Early life ==
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Manya_Harari,Manya,13,193,0.9999184102680806,5.0198995218143054e-05,"Lee was born on July 29, 1953, in the North York neighbourhood of Willowdale, Toronto, to Morris Weinrib (born Moshe Meir Weinrib; August 5, 1920 – October 8, 1965), from Ostrowce, and Mary ""Manya"" Rubinstein (born Malka Rubinstein; July 16, 1925 – July 2, 2021), who was born in Warsaw and later grew up in Wierzbnik.",0,3,== Early life ==
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Manya_Harari,Manya,13,193,0.9999184102680806,5.0198995218143054e-05,"Lee was born on July 29, 1953, in the North York neighbourhood of Willowdale, Toronto, to Morris Weinrib (born Moshe Meir Weinrib; August 5, 1920 – October 8, 1965), from Ostrowce, and Mary ""Manya"" Rubinstein (born Malka Rubinstein; July 16, 1925 – July 2, 2021), who was born in Warsaw and later grew up in Wierzbnik.",0,3,== Early life ==
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Manya_Harari,Manya,13,193,0.9999184102680806,5.0198995218143054e-05,"Lee was born on July 29, 1953, in the North York neighbourhood of Willowdale, Toronto, to Morris Weinrib (born Moshe Meir Weinrib; August 5, 1920 – October 8, 1965), from Ostrowce, and Mary ""Manya"" Rubinstein (born Malka Rubinstein; July 16, 1925 – July 2, 2021), who was born in Warsaw and later grew up in Wierzbnik.",0,3,== Early life ==
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Manya_Harari,Manya,13,193,0.9999184102680806,5.0198995218143054e-05,"Lee was born on July 29, 1953, in the North York neighbourhood of Willowdale, Toronto, to Morris Weinrib (born Moshe Meir Weinrib; August 5, 1920 – October 8, 1965), from Ostrowce, and Mary ""Manya"" Rubinstein (born Malka Rubinstein; July 16, 1925 – July 2, 2021), who was born in Warsaw and later grew up in Wierzbnik.",0,3,== Early life ==
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Manya_Harari,Manya,13,193,0.9999184102680806,5.0198995218143054e-05,"Lee was born on July 29, 1953, in the North York neighbourhood of Willowdale, Toronto, to Morris Weinrib (born Moshe Meir Weinrib; August 5, 1920 – October 8, 1965), from Ostrowce, and Mary ""Manya"" Rubinstein (born Malka Rubinstein; July 16, 1925 – July 2, 2021), who was born in Warsaw and later grew up in Wierzbnik.",0,3,== Early life ==
http://dbpedia.org/class/yago/Translator110725280,http://dbpedia.org/resource/Manya_Harari,Manya,13,193,0.9999184102680806,5.0198995218143054e-05,"Lee was born on July 29, 1953, in the North York neighbourhood of Willowdale, Toronto, to Morris Weinrib (born Moshe Meir Weinrib; August 5, 1920 – October 8, 1965), from Ostrowce, and Mary ""Manya"" Rubinstein (born Malka Rubinstein; July 16, 1925 – July 2, 2021), who was born in Warsaw and later grew up in Wierzbnik.",0,3,== Early life ==
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Manya_Harari,Manya,13,193,0.9999184102680806,5.0198995218143054e-05,"Lee was born on July 29, 1953, in the North York neighbourhood of Willowdale, Toronto, to Morris Weinrib (born Moshe Meir Weinrib; August 5, 1920 – October 8, 1965), from Ostrowce, and Mary ""Manya"" Rubinstein (born Malka Rubinstein; July 16, 1925 – July 2, 2021), who was born in Warsaw and later grew up in Wierzbnik.",0,3,== Early life ==
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,24,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,24,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,24,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Wrongdoing100732746,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,24,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,24,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,24,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,24,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Action100037396,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,24,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,24,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Change100191142,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,24,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/ChangeOfState100199130,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,24,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Crime100766234,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,24,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,24,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Genocide101245159,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,24,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Killing100219012,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,24,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,24,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Termination100209943,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,24,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Transgression100745005,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,24,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/WarCrime100782518,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,24,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/WikicatGenocides,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,24,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/WikicatNaziWarCrimes,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,24,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Nazi_concentration_camps,concentration camps,2810,198,0.998221285498306,0.0017818838756511,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Nazi_concentration_camps,concentration camps,2810,198,0.998221285498306,0.0017818838756511,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/WikicatWorldWarIIResistanceMovements,http://dbpedia.org/resource/Nazi_concentration_camps,concentration camps,2810,198,0.998221285498306,0.0017818838756511,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Nazi_concentration_camps,concentration camps,2810,198,0.998221285498306,0.0017818838756511,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/WikicatMassacres,http://dbpedia.org/resource/Nazi_concentration_camps,concentration camps,2810,198,0.998221285498306,0.0017818838756511,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Nazi_concentration_camps,concentration camps,2810,198,0.998221285498306,0.0017818838756511,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Nazi_concentration_camps,concentration camps,2810,198,0.998221285498306,0.0017818838756511,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Action100037396,http://dbpedia.org/resource/Nazi_concentration_camps,concentration camps,2810,198,0.998221285498306,0.0017818838756511,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Change100191142,http://dbpedia.org/resource/Nazi_concentration_camps,concentration camps,2810,198,0.998221285498306,0.0017818838756511,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/ChangeOfState100199130,http://dbpedia.org/resource/Nazi_concentration_camps,concentration camps,2810,198,0.998221285498306,0.0017818838756511,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Nazi_concentration_camps,concentration camps,2810,198,0.998221285498306,0.0017818838756511,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Homicide100220023,http://dbpedia.org/resource/Nazi_concentration_camps,concentration camps,2810,198,0.998221285498306,0.0017818838756511,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Killing100219012,http://dbpedia.org/resource/Nazi_concentration_camps,concentration camps,2810,198,0.998221285498306,0.0017818838756511,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Motion100331950,http://dbpedia.org/resource/Nazi_concentration_camps,concentration camps,2810,198,0.998221285498306,0.0017818838756511,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Murder100220522,http://dbpedia.org/resource/Nazi_concentration_camps,concentration camps,2810,198,0.998221285498306,0.0017818838756511,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Nazi_concentration_camps,concentration camps,2810,198,0.998221285498306,0.0017818838756511,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Slaughter100223983,http://dbpedia.org/resource/Nazi_concentration_camps,concentration camps,2810,198,0.998221285498306,0.0017818838756511,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Termination100209943,http://dbpedia.org/resource/Nazi_concentration_camps,concentration camps,2810,198,0.998221285498306,0.0017818838756511,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,229,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,229,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,229,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Wrongdoing100732746,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,229,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,229,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,229,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,229,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Action100037396,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,229,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,229,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Change100191142,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,229,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/ChangeOfState100199130,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,229,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Crime100766234,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,229,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,229,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
http://dbpedia.org/class/yago/Genocide101245159,http://dbpedia.org/resource/The_Holocaust,Holocaust,27481,229,0.9999821922354738,1.6484434649556293e-05,"His parents were Jewish Holocaust survivors from Poland who had survived the ghetto in Starachowice (where they met), followed by their imprisonments at Auschwitz and later Dachau and Bergen-Belsen concentration camps during the Holocaust and World War II.",1,3,== Early life ==
