types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Prunus_avium,Wild Cherry,256,56,0.8507430647723447,0.1754430139612994,0,12,== Career == | === The X Factor and singing career ===
http://dbpedia.org/class/yago/WikicatGardenPlantsOfAsia,http://dbpedia.org/resource/Prunus_avium,Wild Cherry,256,56,0.8507430647723447,0.1754430139612994,0,12,== Career == | === The X Factor and singing career ===
http://dbpedia.org/class/yago/WikicatGardenPlantsOfEurope,http://dbpedia.org/resource/Prunus_avium,Wild Cherry,256,56,0.8507430647723447,0.1754430139612994,0,12,== Career == | === The X Factor and singing career ===
http://dbpedia.org/class/yago/WikicatOrnamentalTrees,http://dbpedia.org/resource/Prunus_avium,Wild Cherry,256,56,0.8507430647723447,0.1754430139612994,0,12,== Career == | === The X Factor and singing career ===
http://dbpedia.org/class/yago/WikicatTrees,http://dbpedia.org/resource/Prunus_avium,Wild Cherry,256,56,0.8507430647723447,0.1754430139612994,0,12,== Career == | === The X Factor and singing career ===
http://dbpedia.org/class/yago/WikicatTreesOfHumidContinentalClimate,http://dbpedia.org/resource/Prunus_avium,Wild Cherry,256,56,0.8507430647723447,0.1754430139612994,0,12,== Career == | === The X Factor and singing career ===
http://dbpedia.org/class/yago/WikicatTreesOfMildMaritimeClimate,http://dbpedia.org/resource/Prunus_avium,Wild Cherry,256,56,0.8507430647723447,0.1754430139612994,0,12,== Career == | === The X Factor and singing career ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Rotherham_Civic_Theatre_and_Arts_Centre,Rotherham Civic Theatre,4,72,1.0,0.0,2,30,== Career == | === Television and acting career ===
http://dbpedia.org/ontology/Building,http://dbpedia.org/resource/Rotherham_Civic_Theatre_and_Arts_Centre,Rotherham Civic Theatre,4,72,1.0,0.0,2,30,== Career == | === Television and acting career ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Canadian_Figure_Skating_Championships,Canadian bronze medallist,415,134,1.0,0.0,0,34,== Career == | === Television and acting career ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/WikicatActors,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/WikicatAudioBookNarrators,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/WikicatPeopleFromMbabane,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/WikicatPeopleOfAfrikanerDescent,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/WikicatBritishActors,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/WikicatBritishAtheists,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/WikicatBritishDiarists,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/WikicatBritishMaleFilmActors,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/WikicatBritishMaleStageActors,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/WikicatBritishMaleTelevisionActors,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/WikicatBritishMaleVoiceActors,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/WikicatBritishPeople,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/WikicatBritishPeopleOfGermanDescent,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/WikicatBritishPeopleOfSouthAfricanDescent,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/WikicatBritishScreenwriters,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/WikicatWaterfordKamhlabaAlumni,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Writer110801291,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/WikicatMaleShakespeareanActors,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Actor109765278,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Alumnus109786338,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Articulator109811712,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Atheist109820044,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Diarist110011486,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Disbeliever110015897,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Intellectual109621545,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Literate110266328,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Narrator110345804,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/NonreligiousPerson109625789,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Scholar110557854,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Screenwriter110564400,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Scriptwriter110564905,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Speaker110630188,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/WikicatEnglishActors,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/WikicatSwaziPeopleOfBritishDescent,http://dbpedia.org/resource/Richard_E._Grant,Richard E Grant,461,76,1.0,0.0,1,48,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/WikicatPumps,http://dbpedia.org/resource/Roundabout_PlayPump,Play Pumps,8,150,0.9999999999989484,0.0,0,50,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Roundabout_PlayPump,Play Pumps,8,150,0.9999999999989484,0.0,0,50,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Roundabout_PlayPump,Play Pumps,8,150,0.9999999999989484,0.0,0,50,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Roundabout_PlayPump,Play Pumps,8,150,0.9999999999989484,0.0,0,50,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/MechanicalDevice103736970,http://dbpedia.org/resource/Roundabout_PlayPump,Play Pumps,8,150,0.9999999999989484,0.0,0,50,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Mechanism103738472,http://dbpedia.org/resource/Roundabout_PlayPump,Play Pumps,8,150,0.9999999999989484,0.0,0,50,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Roundabout_PlayPump,Play Pumps,8,150,0.9999999999989484,0.0,0,50,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Roundabout_PlayPump,Play Pumps,8,150,0.9999999999989484,0.0,0,50,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Pump104021798,http://dbpedia.org/resource/Roundabout_PlayPump,Play Pumps,8,150,0.9999999999989484,0.0,0,50,== Personal life == | === Charity work ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Roundabout_PlayPump,Play Pumps,8,150,0.9999999999989484,0.0,0,50,== Personal life == | === Charity work ===
