types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Nuvola,nuvola,22,35,0.9999999997382644,2.617318817334751e-10,1,10,== Major translations == | === Italo Calvino ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Nuvola,nuvola,22,35,0.9999999997382644,2.617318817334751e-10,1,10,== Major translations == | === Italo Calvino ===
http://dbpedia.org/class/yago/Environment113934596,http://dbpedia.org/resource/Nuvola,nuvola,22,35,0.9999999997382644,2.617318817334751e-10,1,10,== Major translations == | === Italo Calvino ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Nuvola,nuvola,22,35,0.9999999997382644,2.617318817334751e-10,1,10,== Major translations == | === Italo Calvino ===
http://dbpedia.org/class/yago/GraphicalUserInterface106575681,http://dbpedia.org/resource/Nuvola,nuvola,22,35,0.9999999997382644,2.617318817334751e-10,1,10,== Major translations == | === Italo Calvino ===
http://dbpedia.org/class/yago/Icon107269916,http://dbpedia.org/resource/Nuvola,nuvola,22,35,0.9999999997382644,2.617318817334751e-10,1,10,== Major translations == | === Italo Calvino ===
http://dbpedia.org/class/yago/Interface106575227,http://dbpedia.org/resource/Nuvola,nuvola,22,35,0.9999999997382644,2.617318817334751e-10,1,10,== Major translations == | === Italo Calvino ===
http://dbpedia.org/class/yago/Program106568978,http://dbpedia.org/resource/Nuvola,nuvola,22,35,0.9999999997382644,2.617318817334751e-10,1,10,== Major translations == | === Italo Calvino ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Nuvola,nuvola,22,35,0.9999999997382644,2.617318817334751e-10,1,10,== Major translations == | === Italo Calvino ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Nuvola,nuvola,22,35,0.9999999997382644,2.617318817334751e-10,1,10,== Major translations == | === Italo Calvino ===
http://dbpedia.org/class/yago/Situation113927383,http://dbpedia.org/resource/Nuvola,nuvola,22,35,0.9999999997382644,2.617318817334751e-10,1,10,== Major translations == | === Italo Calvino ===
http://dbpedia.org/class/yago/Software106566077,http://dbpedia.org/resource/Nuvola,nuvola,22,35,0.9999999997382644,2.617318817334751e-10,1,10,== Major translations == | === Italo Calvino ===
http://dbpedia.org/class/yago/State100024720,http://dbpedia.org/resource/Nuvola,nuvola,22,35,0.9999999997382644,2.617318817334751e-10,1,10,== Major translations == | === Italo Calvino ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Nuvola,nuvola,22,35,0.9999999997382644,2.617318817334751e-10,1,10,== Major translations == | === Italo Calvino ===
http://dbpedia.org/class/yago/Undertaking100795720,http://dbpedia.org/resource/Nuvola,nuvola,22,35,0.9999999997382644,2.617318817334751e-10,1,10,== Major translations == | === Italo Calvino ===
http://dbpedia.org/class/yago/WikicatFreeSoftwareProjects,http://dbpedia.org/resource/Nuvola,nuvola,22,35,0.9999999997382644,2.617318817334751e-10,1,10,== Major translations == | === Italo Calvino ===
http://dbpedia.org/class/yago/WikicatSymbols,http://dbpedia.org/resource/Nuvola,nuvola,22,35,0.9999999997382644,2.617318817334751e-10,1,10,== Major translations == | === Italo Calvino ===
