types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/Painter110391653,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/Printmaker110475687,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/Theorist110706812,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/WikicatNewMediaArtists,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Brown_(racial_classification),Brown people,219,155,0.9999989319615584,0.0,0,18,== Art practice == | === Approach ===
http://dbpedia.org/ontology/MeanOfTransportation,http://dbpedia.org/resource/Brown_(racial_classification),Brown people,219,155,0.9999989319615584,0.0,0,18,== Art practice == | === Approach ===
http://dbpedia.org/class/yago/WikicatSocialGroups,http://dbpedia.org/resource/Brown_(racial_classification),Brown people,219,155,0.9999989319615584,0.0,0,18,== Art practice == | === Approach ===
http://dbpedia.org/class/yago/WikicatSocialIssues,http://dbpedia.org/resource/Brown_(racial_classification),Brown people,219,155,0.9999989319615584,0.0,0,18,== Art practice == | === Approach ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Brown_(racial_classification),Brown people,219,155,0.9999989319615584,0.0,0,18,== Art practice == | === Approach ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Brown_(racial_classification),Brown people,219,155,0.9999989319615584,0.0,0,18,== Art practice == | === Approach ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Brown_(racial_classification),Brown people,219,155,0.9999989319615584,0.0,0,18,== Art practice == | === Approach ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Brown_(racial_classification),Brown people,219,155,0.9999989319615584,0.0,0,18,== Art practice == | === Approach ===
http://dbpedia.org/class/yago/Issue105814650,http://dbpedia.org/resource/Brown_(racial_classification),Brown people,219,155,0.9999989319615584,0.0,0,18,== Art practice == | === Approach ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Brown_(racial_classification),Brown people,219,155,0.9999989319615584,0.0,0,18,== Art practice == | === Approach ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Brown_(racial_classification),Brown people,219,155,0.9999989319615584,0.0,0,18,== Art practice == | === Approach ===
