sentences,sentenceIndex,paragraphIndex,section,file,wikiId,Music making,Business meeting,Personal life,Coincidence,Public celebration,Education
He performed in the 1930s in a series of short films for Paramount.,9,8,== Music career == | === 1930–1955: Success ===,indexedSentences/155965.csv,155965,True,False,False,False,False,False
"In these films, Calloway can be seen performing a gliding backstep dance move, which some observers have described as the precursor to Michael Jackson's moonwalk.",11,8,== Music career == | === 1930–1955: Success ===,indexedSentences/155965.csv,155965,True,False,False,False,False,False
"The 1933 film International House featured Calloway performing his classic song, ""Reefer Man"", a tune about a man who smokes marijuana.",13,8,== Music career == | === 1930–1955: Success ===,indexedSentences/155965.csv,155965,True,False,False,False,False,False
Lena Horne made her film debut as a dancer in Cab Calloway's Jitterbug Party (1935).Calloway made his first Hollywood feature film appearance opposite Al Jolson in The Singing Kid (1936).,15,8,== Music career == | === 1930–1955: Success ===,indexedSentences/155965.csv,155965,False,True,False,False,False,False
"He sang several duets with Jolson, and the film included Calloway's band and 22 Cotton Club dancers from New York.",16,8,== Music career == | === 1930–1955: Success ===,indexedSentences/155965.csv,155965,True,False,False,False,False,False
": watch Calloway's band recorded for Brunswick and the ARC dime-store labels (Banner, Cameo, Conqueror, Perfect, Melotone, Banner, Oriole) from 1930 to 1932, when he signed with RCA Victor for a year.",18,8,== Music career == | === 1930–1955: Success ===,indexedSentences/155965.csv,155965,True,True,False,False,False,False
"After an AFM recording ban due to the 1942–44 musicians' strike, Calloway continued to record.",22,8,== Music career == | === 1930–1955: Success ===,indexedSentences/155965.csv,155965,True,False,False,False,False,False
"Calloway later recalled, ""What I expected from my musicians was what I was selling: the right notes with precision, because I would build a whole song around a scat or dance step.""",6,9,== Music career == | === 1930–1955: Success ===,indexedSentences/155965.csv,155965,True,False,False,False,False,False
"They played each other while on the road, play against local semi-pro teams, and play charity games.",8,9,== Music career == | === 1930–1955: Success ===,indexedSentences/155965.csv,155965,True,False,False,False,False,False
"His renown as a talented musician was such that, in the opening scene of the 1940 musical film Strike Up the Band, starring Mickey Rooney and Judy Garland, Rooney's character is admonished by his music teacher, ""You are not Cab Calloway,"" after playing an improvised drum riff in the middle of a band lesson.",9,9,== Music career == | === 1930–1955: Success ===,indexedSentences/155965.csv,155965,True,False,False,False,False,False
"The Calloway Orchestra also recorded songs full of social commentary including ""Doing the Reactionary,"" ""The Führer's Got the Jitters,"" ""The Great Lie,"" ""We'll Gather Lilacs,"" and ""My Lament for V Day.",4,10,== Music career == | === 1930–1955: Success ===,indexedSentences/155965.csv,155965,True,False,False,False,False,False
Calloway would host Horne's character Selina Rogers as she performed the film's title song as part of a big all-star revue for World War II soldiers.,7,10,== Music career == | === 1930–1955: Success ===,indexedSentences/155965.csv,155965,True,False,False,False,False,False
"Calloway wrote a humorous pseudo-gossip column called ""Coastin' with Cab"" for Song Hits magazine.",0,11,== Music career == | === 1930–1955: Success ===,indexedSentences/155965.csv,155965,True,False,False,False,False,False
"In 1953, he played the prominent role of Sportin' Life in a production of Porgy and Bess with William Warfield and Leontyne Price as the title characters.",0,12,== Music career == | === 1930–1955: Success ===,indexedSentences/155965.csv,155965,True,False,False,False,False,False
"Calloway and his daughter Lael recorded ""Little Child"", an adaption of ""Little Boy and the Old Man"".",0,14,== Music career == | === 1956–1960: Cotton Club Revue ===,indexedSentences/155965.csv,155965,True,False,True,False,False,False
"Released on ABC-Paramount, the single charted on the Billboard Hot 100 in 1956.In 1956, Clarence Robinson, who produced revues at the original Cotton Club and the Apollo Theater, and choreographed the movie Stormy Weather, cast Calloway as the main attraction for his project in Miami.",1,14,== Music career == | === 1956–1960: Cotton Club Revue ===,indexedSentences/155965.csv,155965,True,False,False,False,False,False
"It was produced by George Goldner, conducted and arranged by Eddie Barefield.",2,15,== Music career == | === 1956–1960: Cotton Club Revue ===,indexedSentences/155965.csv,155965,True,False,False,False,False,False
Chris Calloway also joined the cast as Minnie Fay.,5,17,== Music career == | === 1961–1993: Later years ===,indexedSentences/155965.csv,155965,True,False,False,False,False,False
"Calloway was introduced to a new generation when he appeared in the 1980 film The Blues Brothers performing ""Minnie the Moocher"".In 1985, Calloway and his Orchestra appeared at The Ritz London Hotel where he was filmed for a 60-minute BBC TV show called The Cotton Club Comes to the Ritz.",3,18,== Music career == | === 1961–1993: Later years ===,indexedSentences/155965.csv,155965,True,False,False,False,False,False
"A performance with the Cincinnati Pops Orchestra directed by Erich Kunzel in August 1988 was recorded on video and features a classic presentation of ""Minnie the Moocher"", 57 years after he first recorded it.In January 1990, Calloway performed at the Meyerhoff Symphony Hall, with the Baltimore Symphony.",5,18,== Music career == | === 1961–1993: Later years ===,indexedSentences/155965.csv,155965,True,False,False,False,False,False
"He continued to perform at Jazz festivals, including the New Orleans Jazz & Heritage Festival and Greenwood Jazz.",7,18,== Music career == | === 1961–1993: Later years ===,indexedSentences/155965.csv,155965,True,False,False,False,False,False
=== Marriages and children ===,0,20,== Personal life == | === Marriages and children ===,indexedSentences/155965.csv,155965,False,False,True,False,True,False
His daughter was one of the first African-Americans to teach in a white school in Virginia.,1,21,== Personal life == | === Marriages and children ===,indexedSentences/155965.csv,155965,False,False,False,False,False,True
"Calloway married his first wife Wenonah ""Betty"" Conacher in July 1928.",2,21,== Personal life == | === Marriages and children ===,indexedSentences/155965.csv,155965,False,False,True,False,False,False
They adopted a daughter named Constance and later divorced in 1949.,3,21,== Personal life == | === Marriages and children ===,indexedSentences/155965.csv,155965,False,False,True,False,False,False
"Calloway married Zulme ""Nuffie"" MacNeal on October 7, 1949.",4,21,== Personal life == | === Marriages and children ===,indexedSentences/155965.csv,155965,False,False,True,False,False,False
"In the 1950s, Calloway moved his family to Westchester County, New York, where he and Nuffie raised their daughters Chris Calloway (1945–2008), Cecilia ""Lael"" Eulalia Calloway, and Cabella Calloway (b.",6,21,== Personal life == | === Marriages and children ===,indexedSentences/155965.csv,155965,False,False,True,False,False,False
When Hampton learned of the incident he refused to continue the concert.,2,23,== Personal life == | === Legal issues ===,indexedSentences/155965.csv,155965,False,False,False,False,False,True
"He died five months later from pneumonia on November 18, 1994, at age 86, at a nursing home in Hockessin, Delaware.",1,25,== Death ==,indexedSentences/155965.csv,155965,False,False,True,False,False,False
"Music critics have written of his influence on later generations of entertainers such as James Brown, Michael Jackson, Janet Jackson, as well as modern-day hip-hop performers.",0,27,== Legacy ==,indexedSentences/155965.csv,155965,True,False,False,False,False,False
"Family members and the National Trust for Historic Preservation advocated preservation of the house, however, as a significant artifact of African-American cultural heritage.",1,28,== Legacy ==,indexedSentences/155965.csv,155965,False,False,True,False,False,False
=== Awards and honors ===,0,29,== Legacy == | === Awards and honors ===,indexedSentences/155965.csv,155965,False,False,False,False,True,False
"In 1975 Cortez married painter, sculptor, and printmaker Melvin Edwards, and they lived in Dakar, Senegal, and New York City.",3,0,N/A,indexedSentences/2553132.csv,2553132,False,False,True,False,False,False
"Jayne Cortez was born Sallie Jayne Richardson on the Army base at Fort Huachuca, Arizona, on May 10, 1934.",0,2,== Biography ==,indexedSentences/2553132.csv,2553132,False,False,True,False,False,False
Her father was a career soldier who would serve in both world wars; her mother was a secretary.,1,2,== Biography ==,indexedSentences/2553132.csv,2553132,False,True,True,False,False,False
"She is the second-born of three children with an older sister and a younger brother.At the age of seven, she moved to Los Angeles, where she grew up in the Watts district.",2,2,== Biography ==,indexedSentences/2553132.csv,2553132,False,False,True,False,False,False
"[11] She took the surname Cortez, the maiden name of her Filipino maternal grandmother, early in her artistic career.",6,2,== Biography ==,indexedSentences/2553132.csv,2553132,False,True,False,False,False,False
"In 1954, Cortez married jazz saxophonist Ornette Coleman when she was 18 years old.",0,3,== Biography ==,indexedSentences/2553132.csv,2553132,False,False,True,False,False,False
"Their son Denardo, born in 1956, began drumming with his father while still a child and devoted his adult life to collaborating with both parents in their respective careers.",1,3,== Biography ==,indexedSentences/2553132.csv,2553132,False,True,True,False,False,False
"In 1964, Cortez divorced Coleman and founded the Watts Repertory Theater Company, of which she served as artistic director until 1970.",2,3,== Biography ==,indexedSentences/2553132.csv,2553132,False,False,True,False,False,False
"That's what I learned.""",8,3,== Biography ==,indexedSentences/2553132.csv,2553132,False,False,False,False,False,True
"In 1969 her first collection, Pissstained Stairs and the Monkey Man's Wares, was published and Cortez went on to become the author of 11 other books of poems, and performed her poetry with music on nine recordings.",0,4,== Biography ==,indexedSentences/2553132.csv,2553132,True,False,False,False,False,False
"[3] She presented her work and ideas at universities, museums, and festivals in Africa, Asia, Europe, South America, the Caribbean and the United States.",3,4,== Biography ==,indexedSentences/2553132.csv,2553132,False,False,False,False,False,True
"In 1975 she married sculptor and printmaker Melvin Edwards, and they lived in Dakar, Senegal, and New York City.",0,5,== Biography ==,indexedSentences/2553132.csv,2553132,False,False,True,False,False,False
"Cortez died of heart failure in Manhattan, New York, on December 28, 2012.",0,6,== Biography ==,indexedSentences/2553132.csv,2553132,False,False,True,False,False,False
"Born in Fort Huachuca, Arizona, in 1934, she grew up near Los Angeles under the spell of her parents' jazz and blues record collection, which also included examples of Latin American dance bands and field recordings of indigenous American music.",1,8,== Poetry and performance ==,indexedSentences/2553132.csv,2553132,True,False,True,False,False,False
"Raised in a musically artistic household, in ""some of her poems about musicians, Cortez addresses the dark side of a life in music, exploring the addiction and loneliness that many believe are inherently linked to a life in the performing arts.",2,8,== Poetry and performance ==,indexedSentences/2553132.csv,2553132,True,False,False,False,False,False
"Cortez, who respected the memory of independent performing artist Josephine Baker, preferred to name inspirations rather than influences, especially when discussing writers.",0,9,== Poetry and performance ==,indexedSentences/2553132.csv,2553132,True,False,False,False,False,False
"Her words were usually written, chanted, and spoken in rhythmic repetition that resembled the intricate, tactile language of African and Caribbean drumming.",3,9,== Poetry and performance ==,indexedSentences/2553132.csv,2553132,True,False,False,False,False,False
"Recorded in 1986, her next album, Maintain Control, is especially memorable for Ornette Coleman's profoundly emotive saxophone on ""No Simple Explanations,"" the unsettling ""Deadly Radiation Blues,"" and the harshly gyrating ""Economic Love Song,"" which is another of her tantrum-like repetition rituals, this time built around the words ""Military spending, huge profits and death.""",2,11,== Poetry and performance ==,indexedSentences/2553132.csv,2553132,True,False,False,False,False,False
"Additionally, this album contains a convincing ode to anti-militarism in ""War Devoted to War"" and the close-to-the-marrow mini-manifestos ""Samba Is Power"" and ""Find Your Own Voice.""",4,11,== Poetry and performance ==,indexedSentences/2553132.csv,2553132,False,False,False,True,False,False
"In 1997 OWAA organized ""the first major international conference devoted to the evaluation and celebration of literature from around the world by women of African descent"".",1,14,== Organization of Women Writers of Africa ==,indexedSentences/2553132.csv,2553132,False,False,False,False,True,False
"A memorial celebration of her life, organised by her family on February 6, 2013, at the Cooper Union Foundation Building, included tributes by Amiri Baraka, Danny Glover, Robin Kelley, Genna Rae McNeil, Quincy Troupe, Steve Dalachinsky, George Campbell Jr., Eugene Redmond, Rashidah Ishmaili, and Manthia Diawara, as well as musical contributions by Randy Weston, T. K. Blue and The Firespitters.The Spring 2013 issue of The Black Scholar (Vol.",0,17,== Tributes ==,indexedSentences/2553132.csv,2553132,False,False,True,False,True,False
== Selected awards ==,0,18,== Selected awards ==,indexedSentences/2553132.csv,2553132,False,False,False,False,True,False
"Find Your Own Voice: Poetry and Music, 1982–2003 (Bola Press, 2004)",0,40,== Discography ==,indexedSentences/2553132.csv,2553132,False,False,False,True,False,False
"Find Your Own Voice (Sanctuary TV, 2010)",0,53,== Videos ==,indexedSentences/2553132.csv,2553132,False,False,False,True,False,False
Performing Blackness: Enactments of African-American Modernism.,1,65,"== References == | === Critical reviews, interviews, and scholarly references ===",indexedSentences/2553132.csv,2553132,True,False,False,False,False,False
Writing the Black Revolutionary Diva: Women's Subjectivity and the Decolonizing Text.,1,68,"== References == | === Critical reviews, interviews, and scholarly references ===",indexedSentences/2553132.csv,2553132,True,False,False,False,False,False
"Prathivadi Bhayankara Sreenivas (22 September 1930 – 14 April 2013) was an Indian playback singer and lyricist who has sung predominantly in Kannada and other languages such as Tamil, Telugu, Malayalam, Tulu, Konkani and Hindi.",0,0,N/A,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"Prathivadhi Bhayankara Sreenivas was born to Prathivadhi Bhayankaram Phanindraswamy and Seshagiriamma as their younger son in Kakinada, East Godavari district, Andhra Pradesh.",0,2,== Early life ==,indexedSentences/1103482.csv,1103482,False,False,True,False,False,False
His father was a civil servant and his mother was a musician.,1,2,== Early life ==,indexedSentences/1103482.csv,1103482,False,False,True,False,False,False
His father wanted him to become a government officer and Sreenivas was awarded a B.Com.,2,2,== Early life ==,indexedSentences/1103482.csv,1103482,False,False,True,False,True,False
"(Bachelor of Commerce) degree and then passed the Hindi Visharad Exams of the South Indian Hindi Spreading Society (Dakshina Bharat Hindi Prachar Sabha).In an interview, Sreenivas said that it was through his mother's singing that he knew of Indian classical music.",3,2,== Early life ==,indexedSentences/1103482.csv,1103482,False,False,True,False,False,True
"When Sreenivas was 12, Krishnaswamy gave him a chance to sing in a drama.",7,2,== Early life ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
Sastry was also one of the family friends of Sreenivas.,11,2,== Early life ==,indexedSentences/1103482.csv,1103482,False,False,True,False,False,False
"There, Sreenivas sang a super hit song sung by Mohammed Rafi, his favourite singer.",13,2,== Early life ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
== Career ==,0,3,== Career ==,indexedSentences/1103482.csv,1103482,False,True,False,False,False,False
"Sreenivas sang duets and triplets with Geeta Dutt, Shamshad Begum and Jikki apart from leading a chorus song.",1,4,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"His first song ""Aji hum Bharat ki naari"", a duet with Geeta Dutt, became popular.",2,4,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"Sampat' based on the novel in the same name, written by R. K. Narayan.",4,4,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"In all these languages, Sreenivas sang two songs each.",9,4,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
The song Baagilanu teredu of the film was a very big hit.,1,5,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"Later he went on to sing greatest numbers for Kannada Stars Vishnuvardhan, Srinath, Kalyan Kumar, Udaykumar and others.",2,5,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
His first solo hit came in the movie Prema Pasam in which he also sang a duet with P. Susheela.,3,5,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
His first song for Rajkumar was in 1956 film Ohileshwara.,4,5,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"Later he sang for the Super Star for a long time and the association was highly appreciated by critics, fans and the industry.",5,5,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"In the Tamil industry, his maximum number of songs are for Gemini Ganesan.",6,5,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"He had sung for other actors as well but incidentally, he had sung very few songs for M. G. Ramachandran and Sivaji Ganesan.He sang the popular duet in Hindi Chanda Se Hoga Wo Pyaara (with Lata Mangeshkar) in the film Main Bhi Ladki Hoon in 1964.",8,5,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"In Paava Mannippu, Sreenivas sang ""Kalangalil Aval Vasantham"" written by Kannadasan and set to music by the music duo M. S. Viswanathan - T. K. Ramamoorthy.",0,6,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
The film Adutha Veettuppen of Anjali Pictures carried some of his songs.,1,6,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"Sreenivas has also sung with P. Susheela, S. Janaki, P. Bhanumathi, Jamuna Rani, L. R. Eswari and Lata Mangeshkar for the movie Main Bhi Ladki Hoon and some North Indian Singers.",2,6,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"His devotional songs include ""Sharadha Bhujanga Stothram"", ""Sri Venkateswara Suprabhatham"", ""Mukunda Mala"", ""Shri Mallikarjuna Stotram"" and Purandaradasa compositions.",3,6,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"His ""home away from home"" was the Woodlands Drive-In restaurant in Chennai where one could frequently spot him sit quietly writing poetry.",4,6,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
There are confusions that in which film did he first sing in Malayalam.,1,7,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"The first argument is that his first Malayalam song was in Amma (1952), while the other argument it was in Puthradharmam (1954).",3,7,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"But, his actual first Malayalam song was in Harischandra (1955), as said by Sreenivas himself in an interview.",4,7,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"The song was 'Mahal Thyagame Mahithame Ninte Margam', written by Thirunainar Kurichi Madhavan Nair and composed by Brother Lakshmanan.",5,7,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"He sang many songs in Malayalam too, even though the number is very less while compared to Tamil, Telugu and Kannada.",6,7,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
Most of his Malayalam songs were composed by M. S. Baburaj and G. Devarajan.,8,7,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"Though Sreenivas had hit numbers in all the languages that he sang, it was in the Kannada film industry that he sang the highest number of songs in his career and it was in the Kannada Industry that he delivered the highest number of hit songs.",0,8,== Career ==,indexedSentences/1103482.csv,1103482,True,True,False,False,False,False
"He was instrumental in shaping the Kannada identity like Rajkumar and other actors such as Srinath, Vishnuvardhan, Gangadhar, Kalyan Kumar and Uday Kumar.Dr.P.B.S has sung for many artistes apart from Dr.Rajkumar in Kannada.",2,8,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"He was fluent in eight languages - Telugu (his mothertongue), Kannada, Tamil, Malayalam, Hindi, English, Sanskrit and Urdu, and wrote poems in all these languages.",4,8,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
He sang many poems during many programmes.,5,8,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"In 1997, when popular Indian singers K. J. Yesudas and S. P. Balasubrahmanyam came with him to the famous musical meet called 'Lakshman Sruthi', he wrote a poem within a few seconds praising both singers.",6,8,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,True,False,False
He learnt Urdu from an Urdu scholar.,7,8,== Career ==,indexedSentences/1103482.csv,1103482,False,False,False,False,False,True
"He wrote two Urdu ghazals for the Tamil movie Nandu (1981), directed by Mahendran.",8,8,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"They were 'Kaise Kahoon Kuch Kehna Sakoon', sung by Bhupendra and S. Janaki and the other was 'Hum Hain Akele', sung by S. Janaki alone.",9,8,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"He also wrote and composed two English poems in 1969, praising the landing of man on the Moon.",10,8,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"The gramophone records of these songs were sent to the then United States President Richard Nixon and Neil Armstrong, the man who first landed on the moon.",12,8,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"K.Nagarajan, One of the fans and wellwishers of Dr.P.B.Sreenivas with the support from MLA malleshwaram renamed the sadhashivnagar park to P.B.Sreenivas park in Bangalore which is a tribute for his melodious songs.",0,9,== Career ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
This book was awarded the `Best Book on Cinema Literature' for the year 2013 by the Government of Karnataka.P.,1,11,== Book on PBS ==,indexedSentences/1103482.csv,1103482,False,False,False,False,True,False
"Sreenivas has sung for almost all the superstars of South India, but it was his combination with Kannada Matinee Idol Dr. Rajkumar that struck a chord with the audience.",0,13,== Voice of Dr. Rajkumar ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
He has sung at least 300 super hit numbers for the star.,1,13,== Voice of Dr. Rajkumar ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"In the 1950s, 1960s and 1970s, if it was Dr. Rajkumar, then there had to be songs sung by PBS.",2,13,== Voice of Dr. Rajkumar ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
Rajkumar himself had said that his true identity was Sreenivas and his voice would never die but only grow.,3,13,== Voice of Dr. Rajkumar ==,indexedSentences/1103482.csv,1103482,False,False,True,False,False,False
"When Rajkumar was honoured with Dadasaheb Phalke Award in 1995, Sreenivas rejoiced as though he had got an award himself.",5,13,== Voice of Dr. Rajkumar ==,indexedSentences/1103482.csv,1103482,False,False,False,False,True,False
"Sreenivas said he was honoured because his ""voice"" had won a great honour.Recalling his association with matinee idol, Rajkumar, Sreenivas in his recent interview had mentioned that 'Rajkumar had a golden voice and all his songs are hugely popular.",6,13,== Voice of Dr. Rajkumar ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
He excelled in singing all types of songs from romantic to heavily classical.,7,13,== Voice of Dr. Rajkumar ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"However, once when Sreenivas was not available to sing for the movie Sampattige Sawaal, Composer G K Venkatesh encouraged Rajkumar to sing the song Yaare Koogadali that was supposed to be sung by Sreenivas.",12,13,== Voice of Dr. Rajkumar ==,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"With that song, Rajkumar restarted his singing career, which had stopped after the movie Ohileshwara.",13,13,== Voice of Dr. Rajkumar ==,indexedSentences/1103482.csv,1103482,True,True,False,False,False,False
== Awards ==,0,14,== Awards ==,indexedSentences/1103482.csv,1103482,False,False,False,False,True,False
"The second highest award of Karnataka State, the prestigious Kannada Rajyothsava Award awarded by the chief minister of the state",0,15,== Awards ==,indexedSentences/1103482.csv,1103482,False,False,False,False,True,False
Dr. Rajkumar Souhardha award given by the super star's family,0,17,== Awards ==,indexedSentences/1103482.csv,1103482,False,False,True,False,True,False
"The prestigious Karnataka Nadoja Award - constituted by Kannada University, Hampi, Karnataka awarded by the governor of Karnataka",0,18,== Awards ==,indexedSentences/1103482.csv,1103482,False,False,False,False,True,False
Sreenivas died at home in Chennai on 14 April 2013 at the age of 82.,0,21,== Death ==,indexedSentences/1103482.csv,1103482,False,False,True,False,False,False
