sentences,sentenceIndex,paragraphIndex,section,file,wikiId,Music making,Business meeting,Personal life,Coincidence,Public celebration,Education
"The funeral orations of Solomos' students were of course more essential and referred to the poet's unpublished works, many of which they had heard their teacher reciting.",12,49,== Work == | === Acceptance of his work ===,indexedSentences/295286.csv,295286,False,False,False,False,True,False
"Valaoritis wrote to Constantinos Asopius in 1859 after the poet's death: ""the nation's hopes were deceived"" and in 1877 in a letter to Emmanouil Roidis he wrote that Solomos left us ""only a hymn and some incoherent verses"".",2,50,== Work == | === Acceptance of his work ===,indexedSentences/295286.csv,295286,True,False,False,False,False,False
"Spyridon Trikoupis also expressed negative comments about Solomos' poems in his essay ""Where does the common word ""tragoudo"" (i.e. ""I am singing"") derive from?"" written in 1859.",3,50,== Work == | === Acceptance of his work ===,indexedSentences/295286.csv,295286,True,False,False,False,False,False
"At first, the poet conceptualized a draft of the poem written in Italian prose and after that he used to start editing the Greek version.",5,55,== Work == | === The fragmented nature of Solomos' works ===,indexedSentences/295286.csv,295286,True,False,False,False,False,False
The poet often used to write verses of different poems on the same piece of paper.,7,55,== Work == | === The fragmented nature of Solomos' works ===,indexedSentences/295286.csv,295286,True,False,False,False,False,False
"The poem 'The Cretan' (1833), written about the Cretan revolution was one of his most famous poems.",8,55,== Work == | === The fragmented nature of Solomos' works ===,indexedSentences/295286.csv,295286,True,False,False,False,False,False
"It is highly fragmented, however, this adds to the tormented atmosphere of the dramatic monologue because the speaker is a beggar whose life has been torn apart and who is in emotional turmoil, his entire family killed by the Turks.",9,55,== Work == | === The fragmented nature of Solomos' works ===,indexedSentences/295286.csv,295286,False,False,True,False,False,False
"After that, he had to arrange the scattered material (written in the poet's difficult to decipher handwriting) so as to present an as much as possible complete and coherent work.",2,56,== Work == | === The fragmented nature of Solomos' works ===,indexedSentences/295286.csv,295286,True,False,False,False,False,False
Sometimes Polylas added verses that he had heard Solomos recite and wrote down some alternative versions.,4,56,== Work == | === The fragmented nature of Solomos' works ===,indexedSentences/295286.csv,295286,True,False,False,False,False,False
"In 1859, Polylas published the work of Solomos under the title ""Apanta ta Evriskomena- Omnibus of the works found"", accompanying this work with an exceptional introduction, in which he stated that the poet's manuscripts with their definitive form were lost.",5,56,== Work == | === The fragmented nature of Solomos' works ===,indexedSentences/295286.csv,295286,False,False,False,True,False,False
The film Eternity and a Day (1998) depicts a dying Greek poet who attempts to complete some of Solomos' unfinished works.,0,68,== Legacy ==,indexedSentences/295286.csv,295286,False,False,True,False,False,False
He also sees visions of Solomos (played by Fabrizio Bentivoglio) as he travels around Thessaloniki.,1,68,== Legacy ==,indexedSentences/295286.csv,295286,True,False,False,False,False,False
Il giovane guerriero (frammenti)-The young warrior,0,135,== Works == | ==== Incomplete poems of the last period ====,indexedSentences/295286.csv,295286,False,False,True,False,False,False
Drafts of poems written in prose =,1,136,== Works == | ==== Drafts of poems written in prose ====,indexedSentences/295286.csv,295286,True,False,False,False,False,False
La madre Greca-The Greek Mother,0,137,== Works == | ==== Drafts of poems written in prose ====,indexedSentences/295286.csv,295286,False,False,True,False,False,False
"Per Dr. Spiridione Gripari (funeral oration, 1820)",0,143,== Works == | ==== Italian prose ====,indexedSentences/295286.csv,295286,False,False,False,False,True,False
Works written by or about Dionysios Solomos at Wikisource,0,165,== External links ==,indexedSentences/295286.csv,295286,True,False,False,False,False,False
"Whitten was born on May 8, 1943, in Columbus, Georgia.",0,3,== Biography == | === Early years ===,indexedSentences/1515991.csv,1515991,False,False,True,False,False,False
His parents split up when he was young.,1,3,== Biography == | === Early years ===,indexedSentences/1515991.csv,1515991,False,False,True,False,False,False
"He and his sister, Brenda, lived with their mother, who worked long hours as a waitress.",2,3,== Biography == | === Early years ===,indexedSentences/1515991.csv,1515991,False,False,True,False,False,False
"His mother remarried when he was  nine years old and the family moved to Canton, Ohio.",3,3,== Biography == | === Early years ===,indexedSentences/1515991.csv,1515991,False,False,True,False,False,False
"Whitten joined Billy Talbot and Ralph Molina among others in the doo-wop group, Danny and the Memories.",0,5,== Biography == | === Musical beginnings ===,indexedSentences/1515991.csv,1515991,True,False,False,False,False,False
"After recording an obscure single, ""Can't Help Loving That Girl of Mine"", core members of the group moved to San Francisco where they morphed into a folk-psychedelic rock act called The Psyrcle.",1,5,== Biography == | === Musical beginnings ===,indexedSentences/1515991.csv,1515991,True,False,False,False,False,False
"Whitten played guitar, Molina drums, and Talbot played bass and piano.",2,5,== Biography == | === Musical beginnings ===,indexedSentences/1515991.csv,1515991,True,False,False,False,False,False
"They signed with independent label White Whale Records, working with producer Barry Goldberg for the group's self-titled album in mid-1968.",1,6,== Biography == | === Musical beginnings ===,indexedSentences/1515991.csv,1515991,False,True,False,False,False,False
"Songwriter Neil Young, fresh from departing Buffalo Springfield, with one album of his own under his belt, began jamming with the Rockets and expressed interest in recording with Whitten, Molina and Talbot.",0,8,== Biography == | === Connection with Neil Young ===,indexedSentences/1515991.csv,1515991,True,False,False,False,False,False
"The trio agreed, so long as they were allowed to simultaneously continue on with The Rockets.",1,8,== Biography == | === Connection with Neil Young ===,indexedSentences/1515991.csv,1515991,False,True,False,False,False,False
"Although his role was that of support, Whitten sang the album's opening track ""Cinnamon Girl"" along with Young, and Whitten and Young shared lead guitar on ""Down by the River"" and ""Cowgirl in the Sand"".",1,9,== Biography == | === Connection with Neil Young ===,indexedSentences/1515991.csv,1515991,True,False,False,False,False,False
"During this period, Whitten began using heroin; after finding that it mitigated his longstanding battle with rheumatoid arthritis, he quickly became addicted.",0,11,== Biography == | === Drug addiction ===,indexedSentences/1515991.csv,1515991,False,False,False,True,False,False
"Whitten performs guitar and vocals on ""Oh, Lonesome Me"", ""I Believe in You"", and ""When You Dance I Can Really Love"".",2,11,== Biography == | === Drug addiction ===,indexedSentences/1515991.csv,1515991,True,False,False,False,False,False
"Young wrote ""The Needle and the Damage Done"" during this time, with direct references to Whitten's addiction and its role in the destruction of his talent.",4,11,== Biography == | === Drug addiction ===,indexedSentences/1515991.csv,1515991,True,False,False,False,False,False
"Acquiring a recording contract and expanded to a quintet in 1970, Crazy Horse recorded its first group-only album, released in early 1971.",0,12,== Biography == | === Drug addiction ===,indexedSentences/1515991.csv,1515991,True,True,False,False,False,False
"The debut album included five songs by Whitten, with two standout tracks being a song co-written by Young which would show up later on a Young album, ""(Come On Baby Let's Go) Downtown"", and Whitten's most famous composition, ""I Don't Want To Talk About It"", a heartfelt ballad that would receive many cover versions and offer the promise of unfulfilled talent.",1,12,== Biography == | === Drug addiction ===,indexedSentences/1515991.csv,1515991,True,True,True,False,False,False
"In April of that year, after receiving a call from Young to play rhythm guitar as a member of The Stray Gators on the upcoming tour behind Young's Harvest album, Whitten showed up for rehearsals at Young's home outside San Francisco.",2,14,== Biography == | === Death ===,indexedSentences/1515991.csv,1515991,True,False,False,False,False,False
"Later that night Whitten died from ingesting a combination of diazepam, which he was taking for severe knee arthritis, and alcohol, which he was using to try to get over his heroin addiction.",6,14,== Biography == | === Death ===,indexedSentences/1515991.csv,1515991,False,False,True,False,False,False
"In 1973, Charles Perry of Rolling Stone reported that Whitten died of a methaqualone overdose.",7,14,== Biography == | === Death ===,indexedSentences/1515991.csv,1515991,False,False,True,False,False,False
That night the coroner called me and told me he'd died.,18,14,== Biography == | === Death ===,indexedSentences/1515991.csv,1515991,False,False,True,False,False,False
"""Years later, Young told biographer Jimmy McDonough that for a long time after Whitten died, he felt responsible for Whitten's death.",25,14,== Biography == | === Death ===,indexedSentences/1515991.csv,1515991,False,False,True,False,False,False
"Tonight's the Night, Neil Young, Album, Reprise, 1975 (recorded 1970, posthumously released)",0,29,== Discography ==,indexedSentences/1515991.csv,1515991,True,False,False,False,False,False
"Live at the Fillmore East, Neil Young & Crazy Horse, Album, Reprise, 2006 (recorded 1970)",0,32,== Discography ==,indexedSentences/1515991.csv,1515991,True,False,False,False,False,False
Songs written by Danny Whitten ==,1,34,== Songs written by Danny Whitten ==,indexedSentences/1515991.csv,1515991,True,False,False,False,False,False
"Lorna single, produced by Sly Stone",1,35,== Songs written by Danny Whitten ==,indexedSentences/1515991.csv,1515991,True,False,False,False,False,False
"""Hole in My Pocket"" (Whitten) 1968 White Whale single, produced by Barry Goldberg; also recorded by the 'Barry Goldberg Reunion' on There's No Hole In My Soul for Buddah Records.",0,39,== Songs written by Danny Whitten ==,indexedSentences/1515991.csv,1515991,True,False,False,False,False,False
"""Let Me Go"" (Whitten) 1968 White Whale single, produced by Barry Goldberg.",0,43,== Songs written by Danny Whitten ==,indexedSentences/1515991.csv,1515991,True,False,False,False,False,False
"Ellen Taaffe Zwilich ( tayf ZWIL-ik; born April 30, 1939) is an American composer, the first female composer to win the Pulitzer Prize for Music.",0,0,N/A,indexedSentences/156414.csv,156414,False,False,True,False,False,False
"She has been called ""one of America's most frequently played and genuinely popular living composers.""",2,0,N/A,indexedSentences/156414.csv,156414,True,False,False,False,False,False
"Ellen Taaffe was born in Miami, Florida, and began her studies as a violinist, earning a bachelor of music from Florida State University in 1960.",0,2,== Biography ==,indexedSentences/156414.csv,156414,False,False,True,False,False,False
She moved to New York City to play with the American Symphony Orchestra under Leopold Stokowski.,1,2,== Biography ==,indexedSentences/156414.csv,156414,True,False,False,False,False,False
"She later enrolled at Juilliard, eventually (in 1975) becoming the first woman to earn the degree of doctor of musical arts in composition.",2,2,== Biography ==,indexedSentences/156414.csv,156414,False,False,False,False,False,True
"Some of her work during this period was written for her husband, violinist Joseph Zwilich, who played in the orchestra of the Metropolitan Opera.",5,2,== Biography ==,indexedSentences/156414.csv,156414,True,False,False,False,False,False
"He died in 1979, after which  Taaffe Zwilich refocused her compositional efforts on ""communicating more directly with performers and listeners,"" softening her somewhat harsh, jagged style.",6,2,== Biography ==,indexedSentences/156414.csv,156414,False,False,True,False,False,False
"Her Symphony No. 1 (Three Movements for Orchestra) was premiered by the American Composers Orchestra in 1982, conducted by Gunther Schuller.",7,2,== Biography ==,indexedSentences/156414.csv,156414,True,False,False,False,False,False
Musical career ==,1,3,== Musical career ==,indexedSentences/156414.csv,156414,False,True,False,False,False,False
"In addition to large scale orchestral works like Symbolon (1988), Symphony No. 2 (Cello Symphony) (1985), and Symphony No. 3 (1992), she has written a number of notable, smaller-scale concertos.",1,4,== Musical career ==,indexedSentences/156414.csv,156414,True,False,False,False,False,False
She has also written a small number of choral works and song cycles.,3,4,== Musical career ==,indexedSentences/156414.csv,156414,True,False,False,False,False,False
Her music was conducted by Pierre Boulez at Juilliard in 1975.,4,4,== Musical career ==,indexedSentences/156414.csv,156414,True,False,False,False,False,False
"Symbolon has been performed in Europe, Asia, and America.",7,4,== Musical career ==,indexedSentences/156414.csv,156414,True,False,False,False,False,False
"The Gardens for chorus, children's chorus and orchestra (1999, commissioned by Michigan State University)",1,10,== Musical career == | === Symphonies ===,indexedSentences/156414.csv,156414,False,False,True,False,False,False
Ceremonies for Concert Band (1988),0,20,== Musical career == | === Other symphonic works ===,indexedSentences/156414.csv,156414,False,False,False,False,True,False
"Millennium Fantasy (Piano Concerto No. 2) (2000; commissioned for Pianist Jeffrey Biegel, project featuring 27 orchestras in the USA; premiere with Cincinnati Symphony Orchestra, Jesus Lopez-Cobos conductor; recorded for Naxos with the Florida State University Orchestra, Alexander Jimenez conductor",0,40,== Musical career == | === Concertante works ===,indexedSentences/156414.csv,156414,True,False,False,False,False,False
ENCOUNTERS:,0,77,== External links ==,indexedSentences/156414.csv,156414,False,False,False,True,False,False
"Michael Burstein (Hebrew: מייק בורשטיין‎; born July 1, 1945) is an Israeli-American actor known onstage as Mike Burstyn.",0,0,N/A,indexedSentences/2308152.csv,2308152,False,False,True,False,False,False
"He was born in New York City to the late Yiddish-language actors, Pesach Burstein and Lillian Lux.",1,0,N/A,indexedSentences/2308152.csv,2308152,False,False,True,False,False,False
"Mike began performing on stage at Yiddish theaters from childhood, in musicals and melodramas produced by his father, Pesach Burstein, especially as part of the Four Bursteins.",0,1,N/A,indexedSentences/2308152.csv,2308152,True,False,True,False,False,False
"He has performed on television in the United States, Israel, and the Netherlands.",0,2,N/A,indexedSentences/2308152.csv,2308152,True,False,False,False,False,False
"He has performed on Broadway, the Yiddish theater, and on the Israeli stage.",1,2,N/A,indexedSentences/2308152.csv,2308152,True,False,False,False,False,False
"Among his most noted roles in Yiddish theater was the part in his father's production of Itzik Manger's Songs of the Megillah (the longest running Yiddish production to date in Israel, released on Broadway as Megilla of Itzik Manger).",6,2,N/A,indexedSentences/2308152.csv,2308152,False,False,True,False,False,False
The Komediant is a documentary recounting the lives and careers of the Burstein family.,1,4,== Personal life ==,indexedSentences/2308152.csv,2308152,False,True,True,False,False,False
"Newborn was born in Whiteville, Tennessee, and came from a musical family: his father, Phineas Newborn Sr., was a drummer in blues bands, and his younger brother, Calvin, a jazz guitarist.",0,2,== Biography ==,indexedSentences/2928274.csv,2928274,False,False,True,False,False,False
"Before moving on to work with Lionel Hampton, Charles Mingus, and others, Newborn first played in an R&B band led by his father on drums, with his brother Calvin on guitar, Tuff Green on bass, Ben Branch and future Hi Records star Willie Mitchell.",2,2,== Biography ==,indexedSentences/2928274.csv,2928274,True,False,True,False,False,False
"The group was the house band at the now famous Plantation Inn Club in West Memphis, Arkansas, from 1947 to 1951, and recorded as B. B. King's band on his first recordings in 1949, as well as the Sun Records sessions in 1950.",3,2,== Biography ==,indexedSentences/2928274.csv,2928274,True,False,False,False,False,False
"They left West Memphis in 1951 to tour with Jackie Brenston as the ""Delta Cats"" in support of the record ""Rocket 88"", recorded by Sam Phillips and considered by many to be the first ever rock & roll record (it was the first Billboard No. 1 record for Chess Records).",4,2,== Biography ==,indexedSentences/2928274.csv,2928274,True,False,False,False,False,False
"From 1956, Newborn began to perform in New York City, recording his first album as a leader in that year, Here Is Phineas for Atlantic Records.",6,2,== Biography ==,indexedSentences/2928274.csv,2928274,True,False,False,False,False,False
"On March 16, 1960, 29-year-old Newborn replaced Thelonious Monk and performed ""It's All Right with Me"" on the ABC-TV series Music for a Spring Night.",0,3,== Biography ==,indexedSentences/2928274.csv,2928274,True,False,False,False,False,False
"Newborn moved to Los Angeles that year, and recorded a sequence of piano trio albums for the Contemporary label.",1,3,== Biography ==,indexedSentences/2928274.csv,2928274,True,False,False,False,False,False
"However, some critics found his playing style as too technical, and Newborn developed emotional problems as a result, necessitating his admission to the Camarillo State Mental Hospital for some periods.",2,3,== Biography ==,indexedSentences/2928274.csv,2928274,False,False,False,True,False,False
Newborn's later career was intermittent due to ongoing health problems.,0,4,== Biography ==,indexedSentences/2928274.csv,2928274,False,True,False,False,False,False
He died in 1989 after the discovery of a growth on his lungs and was buried in Memphis National Cemetery.,3,4,== Biography ==,indexedSentences/2928274.csv,2928274,False,False,True,False,False,False
"According to jazz historian Nat Hentoff, Newborn's plight spurred the 1989 founding of the Jazz Foundation of America, a group dedicated to helping with the medical bills and other financial needs of retired jazz greats.",0,6,== Legacy ==,indexedSentences/2928274.csv,2928274,False,True,False,False,False,False
"In the early 1990s the four-player Contemporary Piano Ensemble was formed by pianists Harold Mabern, James Williams, Mulgrew Miller, and Geoff Keezer to pay tribute to Newborn; it recorded two albums and toured internationally.",1,6,== Legacy ==,indexedSentences/2928274.csv,2928274,True,False,False,False,False,False
"Despite his setbacks, many of Newborn's records, such as The Great Jazz Piano of Phineas Newborn Jr., Phineas' Rainbow, and Harlem Blues remain highly regarded.",0,8,== Reputation ==,indexedSentences/2928274.csv,2928274,True,False,False,False,False,False
"Evidence of his technical prowess can be heard on tracks such as ""Sometimes I'm Happy"", from the album Look Out – Phineas Is Back!, on which Newborn performs extended, complex, and brisk solos with both hands in unison.",2,8,== Reputation ==,indexedSentences/2928274.csv,2928274,True,False,False,False,False,False
"He also created and executive-produced the television series Tales from the Darkside, from 1983 to 1988.",4,0,N/A,indexedSentences/362109.csv,362109,True,False,False,False,False,False
"Romero was born in the New York City borough of the Bronx, the son of Anne Romero (Dvorsky) and George Romero, a commercial artist.",0,3,== Early life ==,indexedSentences/362109.csv,362109,False,False,True,False,False,False
"His mother was Lithuanian, and his father moved from Spain to Cuba as a child.",1,3,== Early life ==,indexedSentences/362109.csv,362109,False,False,True,False,False,False
"His father has been reported as being born in A Coruña, with his family coming from the Galician town of Neda, although Romero once described his father as of Castilian descent.",2,3,== Early life ==,indexedSentences/362109.csv,362109,False,False,True,False,False,False
Career ==,1,4,== Career ==,indexedSentences/362109.csv,362109,False,True,False,False,False,False
"After graduating from college in 1960, Romero began his career shooting short films and TV commercials.",0,6,== Career == | === 1960s ===,indexedSentences/362109.csv,362109,False,True,False,False,False,False
