sentences,sentenceIndex,paragraphIndex,section,file,wikiId,Music making,Business meeting,Personal life,Coincidence,Public celebration,Education
"she performed, dancing on her fingers.""",21,3,== Life and career ==,indexedSentences/1010510.csv,1010510,True,False,False,False,False,False
"In 1933 she met the novice director Grigory Alexandrov, who was casting actors for his movie Jolly Fellows (1934), and married him.",0,4,== Life and career ==,indexedSentences/1010510.csv,1010510,False,False,True,True,False,False
"Orlova's performance in this comedy, very popular in the USSR, earned the young star the sympathy of Stalin and the title ""Honorable actor of the RSFSR"".",1,4,== Life and career ==,indexedSentences/1010510.csv,1010510,False,False,True,False,False,False
"Her critics, including Sergei Eisenstein, had blamed the musician-turned-actress for ruining the serious career of Alexandrov.",5,4,== Life and career ==,indexedSentences/1010510.csv,1010510,False,True,False,False,False,False
Her haters credited her success to the marriage of convenience and Stalin protectionIn the next few years she starred in four popular movies which also became instant Soviet classics:,7,4,== Life and career ==,indexedSentences/1010510.csv,1010510,False,False,False,False,True,False
She was awarded the Stalin Prize in 1941.,9,4,== Life and career ==,indexedSentences/1010510.csv,1010510,False,False,False,False,True,False
"After that, she switched to playing in theatre productions of Yuri Zavadsky's company.",11,4,== Life and career ==,indexedSentences/1010510.csv,1010510,True,False,False,False,False,False
"For all of her career, she was banned from making the records of her songs and performing on television, supposedly because of her ""backstage war"" with Klavdiya Shulzhenko, Leonid Utesov's choice of interest for Jolly Fellows.",21,4,== Life and career ==,indexedSentences/1010510.csv,1010510,True,True,False,False,False,False
Awards and honours ==,1,5,== Awards and honours ==,indexedSentences/1010510.csv,1010510,False,False,False,False,True,False
"In 1926 or, according to her grandniece Nonna Golikova, in 1921, Lyubov Orlova married a Soviet economist Andrei Berzin (1893-1951), the deputy head of the administrative and financial department for the People's Commissariat of Agriculture.",0,24,== Personal relationships ==,indexedSentences/1010510.csv,1010510,False,False,True,False,False,False
"Orlova had married to save her relatives from death but she absolutely didn't love her husband and had an abortion or a miscarriage that, highly likely, had left her barren for the rest of her life.",2,24,== Personal relationships ==,indexedSentences/1010510.csv,1010510,False,False,True,False,False,False
"Berzin has understood and accepted that asking her to file for divorce and save herself from the inevitable labor camps or deportation, as both the wife of enemy of the people and the daughter of class enemy, just before his next arrest by NKVD.",3,24,== Personal relationships ==,indexedSentences/1010510.csv,1010510,False,False,True,False,False,False
She had agreed.,4,24,== Personal relationships ==,indexedSentences/1010510.csv,1010510,False,True,False,False,False,False
"In January 1934, or, according to a different archive source, in 1937, Orlova married Aleksandrov.",14,25,== Personal relationships ==,indexedSentences/1010510.csv,1010510,False,False,True,False,False,False
"However, because of the couple's suspicious lack of children and Aleksandrov's unclear relationships and painful breakup with Sergei Eisenstein, for the many decades, a lot of researchers have perceived Orlova as ""a beard"" to conceal Aleksandrov's bisexuality in exchange for the richer career opportunities.",15,25,== Personal relationships ==,indexedSentences/1010510.csv,1010510,False,True,True,False,False,False
"Laner in life, Aleksandrov had answered about his wife's lack of children, according to his relative, the following: ""In the beginning, she didn't want, and later she couldn't"".",16,25,== Personal relationships ==,indexedSentences/1010510.csv,1010510,False,False,True,False,False,False
"After Aleksandrov ex-wife Olga's death during childbirth in June 1941, when she was already married to Boris Tiomkin, Orlova has adopted his son Douglas (forcefully renamed to 'Vasili' during the next purges, arrested in 1952, had his first heart attack in prison, was liberated after Joseph Stalin's death the next year).",17,25,== Personal relationships ==,indexedSentences/1010510.csv,1010510,False,False,True,False,False,False
"In 1975, Orlova died and in 1978, Vasili died.",18,25,== Personal relationships ==,indexedSentences/1010510.csv,1010510,False,False,True,False,False,False
"In 1979, Vasili's widow Galina Krylova married the mentally sick Grigori Aleksandrov to serve as his maid in exchange for a subsequent property and archive.",19,25,== Personal relationships ==,indexedSentences/1010510.csv,1010510,False,False,True,False,False,False
"Grigori Aleksandrov died in 1983, his documentary about his wife Lyubov Orlova was released in 1984.",21,25,== Personal relationships ==,indexedSentences/1010510.csv,1010510,False,False,True,False,False,False
"Orlova was never a member of the Communist Party, even when her husband has joined it in 1954, following Joseph Stalin's death.",0,27,== Political views ==,indexedSentences/1010510.csv,1010510,True,False,False,False,False,False
"Lyubov Orlova's mother, Evgenia Nikolaevna Sukhotina, was a niece to Tatyana Tolstoy's husband.",0,28,== Political views ==,indexedSentences/1010510.csv,1010510,False,False,True,False,False,False
"Tatiana Sukhotina-Tolstaya was the eldest and most beloved daughter of count Leo Tolstoy, she had lived in her parents' house for 35 years and was very close to her father spiritually.",1,28,== Political views ==,indexedSentences/1010510.csv,1010510,False,False,True,False,False,False
"As a child, Lyubov was encouraged to write a letter to a famous relative.",2,28,== Political views ==,indexedSentences/1010510.csv,1010510,True,False,True,False,False,False
"According to Maxim Gorky, ""one evening, in Moscow, at the apartment of E. P. Peshkova, Lenin, listening Beethoven's sonatas performed by Issay Dobrowen, noted: 'I know nothing better than 'Appassionata'.",11,28,== Political views ==,indexedSentences/1010510.csv,1010510,True,False,False,False,False,False
"In the autobiography, he wrote: ""It was enough for her to try by ear a piece of the script which had previously was lying on my desktop in a state of blissful well-being.",23,28,== Political views ==,indexedSentences/1010510.csv,1010510,True,False,False,False,False,False
All the imperfections of the material that was not completely written out were personally revealed to me.,24,28,== Political views ==,indexedSentences/1010510.csv,1010510,True,False,False,False,False,False
"Feodor Nikitich Romanov (1553-1633, Patriarch Filaret of Moscow, de facto ruler of Russia during the reign of his son, Mikhail) descended from the Rurik dynasty through a female line, his mother, Evdokiya Gorbataya-Shuyskaya was a Rurikid princess from the Shuysky branch, daughter of Alexander Gorbatyi-Shuisky.",28,28,== Political views ==,indexedSentences/1010510.csv,1010510,False,False,True,False,False,False
"In 1936, following her role of a young mother in Circus, Orlova was given an order to participate, among the best-known women in the country, in the discussion, and, practically, in the approval of the law banning the abortion.",30,28,== Political views ==,indexedSentences/1010510.csv,1010510,False,False,True,False,False,False
"According to M. Kushnirov, the executive editor of the radio who prepared a text for her to read, in general, welcoming, of course, the wise project of the Stalin government ""On mother and child, on family and abortion"", the actress ""has allowed herself to make some amendments and additions to it"".",31,28,== Political views ==,indexedSentences/1010510.csv,1010510,False,False,True,False,False,False
"On alimony, Orlova added: ""It is irrational to punish a father-defaulter with prison, he must be forced to work.""",32,28,== Political views ==,indexedSentences/1010510.csv,1010510,False,False,True,False,False,False
"It seems to me, lately, all women want to give birth, everyone wants to have a child.",39,28,== Political views ==,indexedSentences/1010510.csv,1010510,False,False,True,False,False,False
"I myself want a child, and I will certainly have one.",40,28,== Political views ==,indexedSentences/1010510.csv,1010510,False,False,True,False,False,False
"She wrote in Komsomolskaya Pravda the following: ""Once these lands were the lands of the Belarusian and Ukrainian people.",45,28,== Political views ==,indexedSentences/1010510.csv,1010510,True,False,False,False,False,False
"""Orlova continued: ""In one part of the land, in the West, people have even forgotten how to sing, they were forbidden to sing.",49,28,== Political views ==,indexedSentences/1010510.csv,1010510,True,False,False,False,False,False
"Her grandniece Nonna Golikova wrote: ""In 1952, Lyubov Petrovna gave a concert in some border town in Western Ukraine, where, as we know, active anti-Russian sentiments and political movements have always existed.",58,28,== Political views ==,indexedSentences/1010510.csv,1010510,True,False,False,False,False,False
"A minor planet, 3108 Lyubov, discovered by Soviet astronomer Lyudmila Zhuravlyova in 1972, is named after her.",0,47,== Legacy ==,indexedSentences/1010510.csv,1010510,False,False,False,True,False,False
"Lyubov Orlova didn't provide any information about her personal life during her rare interviews, and there were no yellow journalism in the USSR or tabloids that could have revealed a piece of dangerous information about her non-proletarian background and first marriage to Andrei Berzin, Gulag prisoner.",0,50,== Legacy == | === Contradictory facts ===,indexedSentences/1010510.csv,1010510,False,False,False,False,True,False
"Orlova wrote: ""Before 1919, I studied piano at the Moscow Conservatory, Profs. A. P. Ostrovskaya and K. A. Kipp.",2,50,== Legacy == | === Contradictory facts ===,indexedSentences/1010510.csv,1010510,True,False,False,False,False,False
"And, probably, my parents were slightly disappointed when it turned out the art form I've mastered didn't give me a great success, or recognition, or fame, but... just a modest opportunity to accompany the films that were shown in cinema with my piano playing"".",3,50,== Legacy == | === Contradictory facts ===,indexedSentences/1010510.csv,1010510,True,False,False,False,False,False
"Other biographies, including her grandniece's book, also don't mention Orlova's rare Ménière's disease as a reason for the career focus change.",5,50,== Legacy == | === Contradictory facts ===,indexedSentences/1010510.csv,1010510,False,True,False,False,False,False
Blumenfeld began his Moscow Conservatory career in 1922.,11,50,== Legacy == | === Contradictory facts ===,indexedSentences/1010510.csv,1010510,False,True,False,False,False,False
"From 1910 till his death in 1925, Prof. Kipp taught at the senior department.",17,50,== Legacy == | === Contradictory facts ===,indexedSentences/1010510.csv,1010510,False,False,False,False,False,True
"Dobrovinsky said: ""I've found her correspondence with a professor, gynecologist No. 1 in the USSR.",19,50,== Legacy == | === Contradictory facts ===,indexedSentences/1010510.csv,1010510,False,False,False,True,False,False
"Lyubov Orlova's mother, Evgenia Sukhotina, has changed her passport year of birth from 1863 to 1878, 'nullifying' fifteen years.",30,50,== Legacy == | === Contradictory facts ===,indexedSentences/1010510.csv,1010510,False,False,True,False,False,False
"Walker was the father of two sons, violinist and composer Gregory T.S. Walker and playwright Ian Walker.",3,0,N/A,indexedSentences/742176.csv,742176,False,False,True,False,False,False
Walker was first exposed to music at the age of five when he began to play the piano.,0,2,== Biography ==,indexedSentences/742176.csv,742176,True,False,False,False,False,False
"Walker taught at Rutgers University in New Jersey for several years, retiring in 1992.",3,2,== Biography ==,indexedSentences/742176.csv,742176,False,True,False,False,False,True
His Lyric for Strings is his most performed orchestral work.,1,3,== Biography ==,indexedSentences/742176.csv,742176,True,False,False,False,False,False
He was the recipient of six honorary doctoral degrees.,4,3,== Biography ==,indexedSentences/742176.csv,742176,False,False,False,False,False,True
"Walker was the father of two sons, violinist and composer Gregory Walker, and playwright Ian Walker.",0,4,== Biography ==,indexedSentences/742176.csv,742176,False,False,True,False,False,False
"He died on August 23, 2018 in Montclair, New Jersey at the age of 96.",1,4,== Biography ==,indexedSentences/742176.csv,742176,False,False,True,False,False,False
Awards and recognition ==,1,5,== Awards and recognition ==,indexedSentences/742176.csv,742176,False,False,False,False,True,False
"In 1996, Walker became the first black composer to receive the Pulitzer Prize in Music for his work, Lilacs for voice and orchestra, premiered by the Boston Symphony, Seiji Ozawa conducting.",0,6,== Awards and recognition ==,indexedSentences/742176.csv,742176,True,False,False,False,False,False
"In 1997, Walker was awarded the Order of the Long Leaf Pine by North Carolina Governor Jim Hunt.",2,6,== Awards and recognition ==,indexedSentences/742176.csv,742176,False,False,False,False,True,False
"He was the recipient of two Guggenheim Fellowships, two Rockefeller Fellowships, a Fromm Foundation commission, two Koussevitsky Awards, and an American Academy of Arts and Letters Award, as well as honorary doctorate degrees from Lafayette College (1982), Oberlin College (1983), Bloomfield College (1996), Montclair State University(1997), Curtis Institute of Music (1997), Spelman College (2001), and the Eastman School of Music where he gave the Commencement Address (2012).",1,7,== Awards and recognition ==,indexedSentences/742176.csv,742176,False,False,False,False,False,True
"According to Mickey Terry, traces of old black spirituals can also be found in his Violin Sonata No. 2.",3,9,== Music ==,indexedSentences/742176.csv,742176,False,False,False,True,False,False
"George Walker, Composer Documentary produced by NJTV",0,84,== External links ==,indexedSentences/742176.csv,742176,True,False,False,False,False,False
Coslow was born in New York City.,1,0,N/A,indexedSentences/766300.csv,766300,False,False,True,False,False,False
He began writing songs as a teenager.,2,0,N/A,indexedSentences/766300.csv,766300,True,False,False,False,False,False
"With the explosion of film musicals in the late 1920s, Hollywood attracted a number of ambitious young songwriters, and Coslow joined them in 1929.",4,0,N/A,indexedSentences/766300.csv,766300,True,False,True,False,False,False
"In 1953 he married cabaret singer, Frances King, of Cafe Societie duo Noble & King.",10,0,N/A,indexedSentences/766300.csv,766300,False,False,True,False,False,False
"During the 1970s Coslow wrote two books, ""Cocktails for Two"" which focused on his musical career and ""Super Yields"" which focused on investing.",2,1,N/A,indexedSentences/766300.csv,766300,True,True,False,False,False,False
He died in New York City.,3,1,N/A,indexedSentences/766300.csv,766300,False,False,True,False,False,False
"""Heart Sickness Blues"" (written with Peter DeRose).",0,9,== Partial song list ==,indexedSentences/766300.csv,766300,True,False,False,False,False,False
"First published song, recorded by the Louisiana Five in 1918.",1,9,== Partial song list ==,indexedSentences/766300.csv,766300,True,False,False,False,False,False
"""(If You Can't Sing It) You'll Have to Swing It (Mr. Paganini)"", strongly associated with Ella Fitzgerald.",0,11,== Partial song list ==,indexedSentences/766300.csv,766300,True,False,False,False,False,False
Performed as a duet by Sonny Rollins and Clifford Brown,2,15,== Partial song list ==,indexedSentences/766300.csv,766300,True,False,False,False,False,False
"""Learn to Croon"" (music by Arthur Johnston).",0,16,== Partial song list ==,indexedSentences/766300.csv,766300,False,False,False,False,False,True
"""Sing, You Sinners"" (music by W. Franke Harling).",0,18,== Partial song list ==,indexedSentences/766300.csv,766300,True,False,False,False,False,False
Performed in the 1930 Paramount Picture Paramount on Parade.,1,23,== Partial song list ==,indexedSentences/766300.csv,766300,True,False,False,False,False,False
"Recorded by several artists, most successfully by Dean Martin in 1964.",1,24,== Partial song list ==,indexedSentences/766300.csv,766300,True,False,False,False,False,False
Performed by Jane Russell in the 1951 RKO Pictures film His Kind of Woman.,1,25,== Partial song list ==,indexedSentences/766300.csv,766300,True,False,False,False,False,False
Studio version recorded by Jane Russell released in 1977 by Prestige Elite Records.,2,25,== Partial song list ==,indexedSentences/766300.csv,766300,True,False,False,False,False,False
Career ==,1,1,== Career ==,indexedSentences/615348.csv,615348,False,True,False,False,False,False
"On March 17, 2004, Jackson, 62,  suffered a heart attack and died while driving home after dining with a friend in Los Angeles.",0,5,== Death ==,indexedSentences/615348.csv,615348,False,False,True,False,False,False
"She broke down a barrier to women in country music with her 1952 hit recording ""It Wasn't God Who Made Honky Tonk Angels"", which also made her the first female country singer to top the U.S. country charts and turned her into the first female country superstar.",1,0,N/A,indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
Wells is the only artist to be awarded top female vocalist awards for 14 consecutive years.,3,0,N/A,indexedSentences/1503167.csv,1503167,False,False,False,False,True,False
"Wells was born Ellen Muriel Deason on August 30, 1919, one of six siblings, to Charles Cary Deason and his wife, Myrtle, in Nashville, Tennessee.",0,4,== Biography == | === Early life ===,indexedSentences/1503167.csv,1503167,False,False,True,False,False,False
(She is one of the few well known country performers to have been born in Nashville.),1,4,== Biography == | === Early life ===,indexedSentences/1503167.csv,1503167,False,False,True,False,False,False
"Wells began singing as a child, learning guitar from her father, who was a brakeman on the Tennessee Central Railroad.",2,4,== Biography == | === Early life ===,indexedSentences/1503167.csv,1503167,False,False,True,False,False,True
"Her father, Charles, and his brother were musicians, and her mother, Myrtle, was a gospel singer.",3,4,== Biography == | === Early life ===,indexedSentences/1503167.csv,1503167,False,False,True,False,False,False
"As a teenager, Wells sang with her sisters, who performed under the name the Deason Sisters, on a local radio station beginning in 1936.",4,4,== Biography == | === Early life ===,indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
"At the age of 18 Wells married Johnnie Wright, a cabinetmaker who aspired to country music stardom (which he would eventually achieve as half of the duo Johnnie & Jack).",5,4,== Biography == | === Early life ===,indexedSentences/1503167.csv,1503167,False,False,True,False,False,False
Music career,1,5,== Biography == | === Music career ===,indexedSentences/1503167.csv,1503167,False,True,False,False,False,False
Wells sang with Wright and his sister Louise Wright; the three toured as Johnnie Right and the Harmony Girls.,0,6,== Biography == | === Music career ===,indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
"Soon, Wright met Jack Anglin (who married Johnnie's sister Louise), and they became the duo Johnnie & Jack.",1,6,== Biography == | === Music career ===,indexedSentences/1503167.csv,1503167,False,False,True,True,False,False
"Wells toured with the pair, occasionally performing backup vocals.",5,6,== Biography == | === Music career ===,indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
Acuff advised Wright not to make his wife his show's headliner because he thought women could not sell country music records.,7,6,== Biography == | === Music career ===,indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
"On Louisiana Hayride, Wells performed with her husband's duo.",8,6,== Biography == | === Music career ===,indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
"Wells, however, did not sing on their records until signing with RCA Victor in 1949, releasing some of her first singles, including ""Death At The Bar"" and ""Don't Wait For The Last Minute To Pray"", neither of which charted.",9,6,== Biography == | === Music career ===,indexedSentences/1503167.csv,1503167,True,True,False,False,False,False
"While these early records gained some notice, promoters still were not keen on promoting female singers, so Wells was dropped from the label in 1950.",10,6,== Biography == | === Music career ===,indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
"In 1952, Paul Cohen, an executive at Decca Records, approached Wells to record ""It Wasn't God Who Made Honky Tonk Angels"".",0,8,"== Biography == | ==== 1952: ""It Wasn't God Who Made Honky Tonk Angels"" ====",indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
"Wells was disenchanted with her career prospects and was considering retirement, but agreed to the session (at Owen Bradley's studio on May 3, 1952) because of the $125 union scale recording payment.",1,8,"== Biography == | ==== 1952: ""It Wasn't God Who Made Honky Tonk Angels"" ====",indexedSentences/1503167.csv,1503167,False,True,False,False,False,False
"""The record's message was controversial at the time and was banned by many radio stations.",2,9,"== Biography == | ==== 1952: ""It Wasn't God Who Made Honky Tonk Angels"" ====",indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
Career peak =,2,10,== Biography == | ==== 1953–1969: Career peak ====,indexedSentences/1503167.csv,1503167,False,True,False,False,False,False
"As a solo artist in 1954, Wells had two major hits with the number-eight ""Release Me"" and the top-15 hit ""Thou Shalt Not Steal"" (written by Don Everly of the Everly Brothers).",2,12,== Biography == | ==== 1953–1969: Career peak ====,indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
Record companies were reluctant to issue albums by country's female artists until Wells proved that women could sell.,0,13,== Biography == | ==== 1953–1969: Career peak ====,indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
"Wells' later 1950s releases included ""Searching (For Someone Like You)"" written by Murphy ""Pee Wee"" Maddux, and ""I Can't Stop Loving You"" and ""Amigo's Guitar"", which she wrote with John D. Loudermilk.",1,14,== Biography == | ==== 1953–1969: Career peak ====,indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
"The duo did not record together again until 1964 with the top-10 hit ""Finally"".",5,14,== Biography == | ==== 1953–1969: Career peak ====,indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
"Wells was later awarded a BMI award for writing ""Amigo's Guitar"".",7,14,== Biography == | ==== 1953–1969: Career peak ====,indexedSentences/1503167.csv,1503167,True,False,False,False,True,False
"Although not known much for her songwriting, Wells has won two BMI awards, including one for ""Amigo's Guitar"".",8,14,== Biography == | ==== 1953–1969: Career peak ====,indexedSentences/1503167.csv,1503167,False,False,False,False,True,False
"Wells continued to put much of herself into her songs throughout her career, inspiring other female country singers to record risky material, as well.",0,15,== Biography == | ==== 1953–1969: Career peak ====,indexedSentences/1503167.csv,1503167,True,True,False,False,False,False
"Loretta Lynn was one of her followers in this sense when she recorded ""Don't Come Home A Drinkin' (With Lovin' on Your Mind)"" in 1967.",1,15,== Biography == | ==== 1953–1969: Career peak ====,indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
Bradley produced some of the biggest-selling country crossover singers of the time.,3,17,== Biography == | ==== 1953–1969: Career peak ====,indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
"In 1968, Wells recorded a duet album with husband Johnnie Wright called We'll Stick Together.",2,20,== Biography == | ==== 1953–1969: Career peak ====,indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
"Wells became the first female country star to have her own syndicated television show, with her husband in 1969, The Kitty Wells/Johnnie Wright Family Show, which also featured appearances by their children, including actor Bobby Wright.",5,20,== Biography == | ==== 1953–1969: Career peak ====,indexedSentences/1503167.csv,1503167,False,False,True,False,False,False
Later career and retirement =,2,21,== Biography == | ==== 1970–2012: Later career and retirement ====,indexedSentences/1503167.csv,1503167,False,True,False,False,False,False
"In 1974, she signed with Capricorn Records, a southern rock label of the era, and recorded a blues-flavored album entitled Forever Young on which she was backed by members of the Allman Brothers Band and the Marshall Tucker Band.",3,22,== Biography == | ==== 1970–2012: Later career and retirement ====,indexedSentences/1503167.csv,1503167,True,True,False,False,False,False
"The album received considerable acclaim and, through its association with the Allmans, brought Wells to the attention of a younger audience.",4,22,== Biography == | ==== 1970–2012: Later career and retirement ====,indexedSentences/1503167.csv,1503167,False,False,True,False,False,False
"In the late 1970s, Wells and husband formed their own record label, Rubocca (the name was a composite of their three children's names: Ruby, Bobby, and Carol Sue) and released several albums.",1,23,== Biography == | ==== 1970–2012: Later career and retirement ====,indexedSentences/1503167.csv,1503167,True,False,True,False,False,False
"In 1987, she joined fellow Opry legends Brenda Lee and Loretta Lynn on k.d. lang's ""Honky Tonk Angels Medley"", which was nominated for a Grammy award in 1989.",1,24,== Biography == | ==== 1970–2012: Later career and retirement ====,indexedSentences/1503167.csv,1503167,True,False,False,False,True,False
"In 1991, Wells was awarded from the Grammy Awards a Lifetime Achievement award.",0,25,== Biography == | ==== 1970–2012: Later career and retirement ====,indexedSentences/1503167.csv,1503167,False,False,False,False,True,False
"She, along with Johnnie and Bobby, joined producers Randall Franks and Alan Autry for the In the Heat of the Night CD ""Christmas Time's A Comin'"" performing ""Jingle Bells"" with the cast on the CD released on Sonlite and MGM/UA for one of the most popular Christmas releases of 1991 and 1992 with Southern retailers.",1,25,== Biography == | ==== 1970–2012: Later career and retirement ====,indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
"In 1993, Wells appeared on Dolly Parton, Loretta Lynn and Tammy Wynette's collaboration Honky Tonk Angels, joining in on their recording of the title track.",2,25,== Biography == | ==== 1970–2012: Later career and retirement ====,indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
"Wells and her singing-partner husband of 63 years performed their final show together on December 31, 2000, at the Nashville Nightlife Theater; they had announced their retirement earlier that year.",0,26,== Biography == | ==== 1970–2012: Later career and retirement ====,indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
Wells married Johnnie Wright in 1937.,0,29,== Biography == | === Personal life ===,indexedSentences/1503167.csv,1503167,False,False,True,False,False,False
"She was widowed 33 days before their 74th wedding anniversary when Johnnie died in 2011, aged 97.",1,29,== Biography == | === Personal life ===,indexedSentences/1503167.csv,1503167,False,False,True,False,False,False
"Kitty and Johnnie had three children, Ruby, Bobby, and Carol Sue, eight grandchildren, 12 great grandchildren, and seven great great grandchildren.",2,29,== Biography == | === Personal life ===,indexedSentences/1503167.csv,1503167,False,False,True,False,False,False
"While two of Wells' children pursued music careers, Carol Sue did not, but she was married to Nashville Music Row executive John Sturdivant Sr. and recorded numerous songs with her family, including performing with Ruby as The Wright Sisters.",0,30,== Biography == | === Personal life ===,indexedSentences/1503167.csv,1503167,True,True,True,False,False,False
"Ruby recorded an album for the Kapp label and was a member of 'Nita, Rita, and Ruby.",1,30,== Biography == | === Personal life ===,indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
Bobby recorded albums for both Decca and ABC.,2,30,== Biography == | === Personal life ===,indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
"The couple celebrated their 70th wedding anniversary in 2007 by visiting the small courthouse at which they were married in Franklin, KY.",4,30,== Biography == | === Personal life ===,indexedSentences/1503167.csv,1503167,False,False,True,False,False,False
Kitty and Johnnie were married 74 years before Johnnie's death in 2011.,5,30,== Biography == | === Personal life ===,indexedSentences/1503167.csv,1503167,False,False,True,False,False,False
"Kitty Wells died on July 16, 2012, in Madison, Tennessee, from complications of a stroke.",0,32,== Biography == | === Death and material loss ===,indexedSentences/1503167.csv,1503167,False,False,True,False,False,False
First solo female country artist to have a number 1 record on the charts,0,34,== Achievements and Honors ==,indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
First female country artist to sell one million records,0,35,== Achievements and Honors ==,indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
"Holds record for single at number 2 on the charts with ""Makin' Believe"" for 15 weeks",0,39,== Achievements and Honors ==,indexedSentences/1503167.csv,1503167,True,False,False,False,False,False
"Prathivadi Bhayankara Sreenivas (22 September 1930 – 14 April 2013) was an Indian playback singer and lyricist who has sung predominantly in Kannada and other languages such as Tamil, Telugu, Malayalam, Tulu, Konkani and Hindi.",0,0,N/A,indexedSentences/1103482.csv,1103482,True,False,False,False,False,False
"Prathivadhi Bhayankara Sreenivas was born to Prathivadhi Bhayankaram Phanindraswamy and Seshagiriamma as their younger son in Kakinada, East Godavari district, Andhra Pradesh.",0,2,== Early life ==,indexedSentences/1103482.csv,1103482,False,False,True,False,False,False
His father was a civil servant and his mother was a musician.,1,2,== Early life ==,indexedSentences/1103482.csv,1103482,False,False,True,False,False,False
His father wanted him to become a government officer and Sreenivas was awarded a B. Com.,2,2,== Early life ==,indexedSentences/1103482.csv,1103482,False,False,True,False,True,False
